clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope,titer_p10,vcd_p10,viability_p10,aggregation_p10,titer_slope_3_6,titer_slope_7_10,titer_curvature,vcd_slope_3_6,vcd_slope_7_10,vcd_curvature,viability_slope_3_6,viability_slope_7_10,viability_curvature,aggregation_slope_3_6,aggregation_slope_7_10,aggregation_curvature,qP_mean,qP_p10,titer_cv,vcd_cv,viability_cv,aggregation_cv,culture_mode_fed-batch,culture_mode_perfusion,ddpcr_cn
CLONE_0011,0.6375846342011127,0.19131961030928787,0.37610190713470243,0.9171831802198123,15641509.693229767,1042617.1823064531,13663483.388653677,17171273.804709315,95.58375816452276,2.0786520512358027,92.22497855830876,98.48334054158477,7.547433280835175,0.28421305645593103,7.181339167778451,7.9267976373072555,0.035533302246941366,352004.4275677173,0.4138102170246808,-0.06060568340466519,0.6258890352225575,16494588.09822458,94.24240275859829,7.212711419847081,0.10918259036449543,-0.03458224477022196,-0.14376483513471738,384916.4366251129,347480.3524511547,-37436.084173958225,0.48498111257542525,-1.061987924310522,-1.5469690368859472,-0.12481651705172844,-0.03640348125169701,0.08841303580003143,4.0762346263614384e-08,3.794511457305963e-08,0.3000693551044249,0.06665706845150228,0.021746916956709245,0.03765691538340091,True,False,1.0
CLONE_0012,1.8828382354213755,0.2368697195862988,1.6040319930990952,2.3301236825515566,13126162.727343464,925911.0818288011,11300118.974899735,14649681.577828918,96.70722513401759,1.7823618745276284,93.04030014561948,98.23751212184287,4.382833929354998,0.21617931774159732,4.046314311279551,4.740196730593967,-0.05667602251558251,200009.34194269788,0.5467598729549117,-0.028167000695274943,1.9769660750758744,13333596.37174725,97.4509744742366,4.1887697199303835,-0.1555520233172702,0.08831970926962443,0.24387173258689462,265655.3469266709,249286.47155328692,-16368.875373384013,1.7494043855035672,0.3101609320294249,-1.4392434534741423,0.0071699260389198795,-0.0870824847846947,-0.09425241082361457,1.4344163443130139e-07,1.4826953058702873e-07,0.1258046044552963,0.07053935724109306,0.018430493399424784,0.04932409513496838,False,True,3.0
CLONE_0013,0.9279344701867773,0.130560213680136,0.7596531475268385,1.1623178494903574,14640302.104489312,738621.8796889044,13438097.835482849,15663312.060141314,96.18592742480604,1.4407013127307835,93.93842376819212,98.50793780304596,3.160576324680509,0.25700427132054926,2.8030513874667764,3.4667020631015038,-0.017049054461843804,-72813.70797098376,0.28452515107565557,-0.0024868546820793883,0.8131268999708843,13438097.835482849,97.26242619280384,2.970742390039516,0.0851340097781455,0.018927552763579845,-0.06620645701456565,320562.04344981146,-609655.1157109642,-930217.1591607756,-0.24763125223692647,0.6856709615124011,0.9333022137493276,-0.1569792599462527,0.027291756194980244,0.18427101614123295,6.338219413534061e-08,6.050907724632348e-08,0.14069982065991865,0.05045127309650344,0.014978296215338596,0.08131563513664339,True,False,1.0
CLONE_0014,2.5444503993518066,0.16655829869930133,2.213076869912004,2.7635655242785577,11758908.705163334,819802.6859147482,10252938.827205008,12629780.304321688,96.08852038732495,1.4064838463686355,94.04151367967327,98.01601659705945,5.876397722110689,0.36527372284926096,5.382739848895337,6.422254694323321,-0.03533620574391583,158290.21640151797,0.4021140945304168,0.026463059821493058,2.4580888690192677,12044552.747629123,96.79020291433741,5.5653796616339415,0.012379545343115283,-0.093129216302309,-0.10550876164542428,838500.5176539741,92310.34929985293,-746190.1683541212,0.10737932840095096,-0.1436559423165736,-0.2510352707175246,0.3387026274245678,-0.15064554267792382,-0.48934817010249165,2.1638490978627454e-07,2.0408303409216444e-07,0.06545944015111171,0.06971758234288977,0.014637376459587233,0.06215946232037919,True,False,3.0
CLONE_0015,0.9218185489000903,0.22763795842445894,0.6417834356619808,1.284182755481263,14648114.331398496,702011.4472132053,13365658.541875757,15729910.3948255,97.73942456776018,1.038175767150921,96.47902212755545,99.59025539739177,3.0363556601128896,0.3459360648736402,2.3676852516287985,3.4936955024789214,0.0014096593268214158,154766.23946947252,0.05506572160803844,0.08926820339298691,0.7203303856772933,15270241.636731833,97.14450384192114,3.0882233099775283,0.008042250381765571,-0.053406113496250344,-0.061448363878015916,205724.41874133464,-84857.32056905827,-290581.7393103929,-0.22668586642220703,0.11916721150975698,0.345853077931964,0.16123220704762944,-0.14233977870217693,-0.3035719857498064,6.293086796326784e-08,4.7172166807404875e-08,0.2469444322303246,0.047925038768193595,0.010621873125726856,0.11393133857937024,True,False,2.0
CLONE_0016,5.608510409436883,0.24932308301562228,5.150684126667474,5.863716804212587,8728450.985259669,1142960.6124162518,6679586.951318377,10168744.855472002,92.9935869463211,1.3485125365306747,90.821841950993,94.62377611727334,5.889782287536203,0.3625665788872854,5.410890093290024,6.3232317096092805,-0.09367187284163223,202616.17771850436,0.39289814165764414,0.03219659157539521,5.150684126667474,8918171.418671537,94.44789590668066,6.3232317096092805,-0.004360448266075889,-0.14405537981713926,-0.13969493155106336,765566.004084495,-225065.1869019366,-990631.1909864317,-0.2514121578032188,0.6642700354436508,0.9156821932468696,0.030890394335672276,-0.023193022112436134,-0.05408341644810841,6.425550672058945e-07,5.775493523127105e-07,0.044454421008411904,0.13094655791118576,0.014501134764213133,0.06155857061015317,False,True,3.0
CLONE_0017,1.08071685997313,0.16002015348097715,0.8240851970205049,1.3505606267171997,14828603.341836022,1101879.3263086018,13381687.315336876,16398292.321598874,96.42635765426726,1.1908946967580158,94.52348231970794,98.13356116045806,7.716163417869932,0.3267728668297083,7.360696981607207,8.45329804335906,-0.0023880084366574594,84383.66227596873,0.03390536288798831,-0.07641259635667362,0.8240851970205049,15235395.853656342,96.00782303066767,7.601807434039174,0.10841140085340742,-0.09845265527331176,-0.20686405612671918,115738.6760683245,174553.23996739465,58814.563899070155,-0.31902623250088297,-0.10429013754550734,0.21473609495537563,-0.32259922150446796,0.02022637010458155,0.3428255916090495,7.288055625064145e-08,5.4090172971956786e-08,0.14806852678960444,0.07430769445426214,0.012350302611403921,0.04234913765960204,True,False,1.0
CLONE_0018,1.5443860972285386,0.20039934478176352,1.2963115929712905,1.8333749299339537,13568166.088353822,857356.1750994601,12288415.237688018,14892565.611331608,95.46419675931946,1.2476263649714618,94.23491849456107,97.52208529640588,7.086668734761502,0.26511263644550903,6.816048559200565,7.56843753311236,-0.02801915269365698,46918.82984452751,0.3233602454790853,-0.000416479962514314,1.373702723239354,13401602.846820429,96.34379888005724,6.816048559200565,0.0025172387380890606,-0.05641074741016746,-0.05892798614825652,-155619.47289954047,-249771.8561992364,-94152.38329969594,-0.17753747400191566,-0.17290832027484865,0.004629153727067015,0.09427332014658582,-0.08170470929645292,-0.17597802944303875,1.1382423292667058e-07,1.0250286767491165e-07,0.12975987352620444,0.06318880307894875,0.013069050045053631,0.03741005066423797,False,True,4.0
CLONE_0019,3.5802702777666306,0.1540253531979841,3.3838671085431598,3.841657752886491,10948871.762453778,662087.7851584817,10122331.532938676,11682908.716240928,95.40394590271262,1.9199522885709377,91.42551613311801,97.72055581908816,5.1274834487250915,0.20912448313127857,4.869244826052206,5.4747449241606745,-0.01443173776045832,-149539.0471448059,0.04959700805867388,0.027122625701928554,3.576364562295234,10122331.532938676,95.41679289522249,5.233427399017161,-0.00018926448347453983,0.048562216330730344,0.048751480814204884,263775.33258887136,-146367.7306333744,-410143.0632222458,-0.49220928539907016,-0.07928179389781734,0.41292749150125285,0.07855238844902633,-0.017997697605764515,-0.09655008605479085,3.2699901464223994e-07,3.533143081371646e-07,0.04302059375557657,0.0604708685536837,0.02012445366262595,0.040785013775615546,True,False,2.0
CLONE_0020,0.813348456409955,0.2003952603671041,0.48535713949831955,0.9691830374934741,15594340.114985114,787639.2627364065,14166243.876833076,16877437.144680653,96.76292948149244,1.4490903133363506,94.12950335200934,98.4533844175767,2.768556878924373,0.31234185548244625,2.165786800720239,3.1877852112581517,-0.016592308126045504,-139458.0699361351,-0.2401711460664462,-0.0056068483887719385,0.7737214373579285,15235654.974954225,94.12950335200934,2.7056021208305587,-0.03444161455813978,-0.014419461396077419,0.02002215316206236,-245874.68267414378,86411.78859805512,332286.4712721989,0.6245670497217349,-1.503603076690713,-2.128170126412448,-0.10946763746913962,0.19591030285099992,0.30537794032013954,5.215664468087249e-08,5.078360192783593e-08,0.24638303366953843,0.05050802130316101,0.014975676336861404,0.112817568512798,True,False,2.0
CLONE_0021,2.4106300826114064,0.12120541103610315,2.214032014896601,2.603855144886153,12373856.896218395,1020649.614901289,10985193.937986711,14098786.203166604,95.76848149608384,2.046165433902715,92.9598882699538,98.90410053446276,6.079058050345607,0.3352859702702257,5.457744157373247,6.646216458634471,-0.031380595984619425,30582.495061759357,0.4789711579781358,0.07574782559444557,2.350814539905244,12289561.048786147,96.80421890377727,6.072445952184143,-0.0615496053025823,-0.03676245748965885,0.024787147812923453,-175568.2418683927,119864.55372193386,295432.79559032654,1.3219740133573465,0.6305639206713065,-0.69141009268604,0.18620601634787998,0.11035280368558788,-0.0758532126622921,1.9481638609770288e-07,1.9128547639522373e-07,0.05027955631190134,0.08248435580447129,0.021365750003721432,0.055154263610956926,True,False,6.0
CLONE_0022,4.983089554750784,0.19164497718914203,4.713079248303407,5.281409468182643,9161188.202088071,1286895.65146878,7348675.394412442,11187534.275110189,93.91994059253528,1.6633410102943063,90.91513812286763,96.09921610740317,7.669455423071763,0.38783830823469023,7.190699372715287,8.306235088999479,-0.07374393371855349,99485.64405596373,0.41615775855106235,0.09349079621251688,4.713079248303407,8738243.670179846,93.19606178211869,8.076016851054927,-0.05760828575903437,-0.08011150727198917,-0.022503221512954794,1318216.1380950778,-156998.18541363342,-1475214.3235087113,0.6511322055828898,-0.6185393641873835,-1.2696715697702734,0.046674892594811744,-0.07061545386900353,-0.11729034646381528,5.439348526444428e-07,5.393623050805133e-07,0.0384590674209281,0.14047257005106203,0.01771020083469684,0.05056921082263549,True,False,4.0
CLONE_0023,0.5879400378024761,0.2339783987226739,0.3050257129102872,0.9155447327292433,15677469.344539888,684124.8700941862,14619506.34693753,16561882.17836581,97.0591390784808,1.3417093999526684,94.66048750328775,99.13367478688505,3.3040158460464233,0.33147034553704696,2.8113805523916757,3.6943356457751433,-0.058441031962689745,153050.6644225218,0.17587433287858692,-0.028340146610587234,0.443007385634352,16246802.9217446,97.93077059474027,2.8113805523916757,-0.08090196422684048,-0.02954629691954329,0.051355667307297195,-151861.94652124643,93910.12719535962,245772.07371660604,0.5532941915911588,-0.09588363243470627,-0.649177824025865,0.09300374415276458,-0.06336044680694747,-0.15636419095971205,3.750222850904456e-08,2.7267357631416465e-08,0.39796302901779607,0.043637455450196844,0.01382362766327399,0.10032347327672778,True,False,5.0
CLONE_0024,2.0773476674830036,0.18422938462456748,1.7649946400410854,2.3364157380659827,13081005.092813225,775487.5245885693,11748232.502793621,14025436.998643674,95.83128798915754,1.126091689292749,93.87391700746586,97.50491583309395,4.826120420576176,0.33177350012937773,4.304572624412814,5.319880234178563,-0.03826751358740873,226516.28464972237,0.18510792516979438,-0.011487433242153811,2.0374805240193554,13361068.74761683,96.26009142643926,4.780933750267997,0.02492928691659721,0.06884654325400133,0.04391725633740412,469843.48664152704,101233.19858550568,-368610.2880560213,-0.2879724342255602,0.18030770382630565,0.46828013805186586,-0.07072206854682957,-0.24904530713201567,-0.17832323858518612,1.588064260157126e-07,1.5249382833860306e-07,0.08868490692224963,0.059283481589241654,0.011750772768580607,0.06874538369289653,True,False,2.0
CLONE_0025,2.3690927417792276,0.14518446291592754,2.21756680005513,2.578296254184737,12086794.301958902,480164.8262663538,11402104.230491456,12628440.588297248,95.46362012474609,1.219915891483513,94.02556740332322,97.41058733943552,2.852354267315612,0.43858288772402176,2.106387870641355,3.4457468510637903,-0.05136122664648221,125174.86211544716,0.2169820141085677,0.07493269253643944,2.2282938117670446,12271473.114301601,95.39688562320892,2.7391572727814975,-0.02006352258557608,0.0008305837528215006,0.020894106338397583,306091.84567777364,143798.44814629387,-162293.39753147977,0.18792834024336347,-0.16848713580382216,-0.3564154760471856,0.27740034178972844,-0.2876327988454545,-0.565033140635183,1.9600670637666675e-07,1.815832370744563e-07,0.061282726629607966,0.039726400091754155,0.012778856383998657,0.15376171627622404,True,False,4.0
CLONE_0026,2.8850700810294114,0.27816104996600655,2.4614978807581096,3.4427226411550036,12260418.365283022,1084480.5618301756,10330123.68106104,13462670.42121514,94.98260114502766,1.170397881633947,93.19745981919755,96.3718847965427,6.326826411144992,0.30303914154523104,5.961048448816134,6.9633269263317334,-0.07343366764875847,93905.7703606233,0.03212156078445823,0.07034032042081016,2.842969451964885,11911339.077761862,93.19745981919755,6.9633269263317334,-0.18574751429296307,0.08834711744940889,0.274094631742372,633539.9131385251,-3833.1644852713816,-637373.0776237965,0.34583833789249363,-0.4438914848824365,-0.7897298227749301,-0.06451633080244125,0.15566856975313692,0.22018490055557816,2.353157938883117e-07,2.3867756877752133e-07,0.09641396640539938,0.08845379737619917,0.012322234467284802,0.04789749580666799,False,True,3.0
CLONE_0027,0.8240157415582391,0.16487060316600924,0.6672138384729797,1.1194946970437067,14931507.313583542,836588.804995017,13319138.867111713,16235396.316969225,96.81522668345137,0.9465400578203172,95.12215665052216,97.8362812080637,8.682488389318445,0.288762730296297,8.132820701239211,9.061894978153683,0.013578690284983255,174473.59472763762,0.19064376195690216,-0.002574593810681676,0.9802566750530564,15050508.721516533,97.79434442339381,8.459908129875886,0.0945360226909158,0.07259637783361118,-0.02193964485730461,105878.23574045465,-53574.51667258131,-159452.75241303595,-0.08993742832249145,0.7824522531846824,0.8723896815071738,-0.129688450203976,-0.1559280550142874,-0.026239604810311373,5.518637363614406e-08,6.513113232190352e-08,0.20008186088065746,0.05602842281260864,0.009776768492267886,0.03325806120492908,True,False,3.0
CLONE_0028,0.8432733849152746,0.20844273277540815,0.4627083412478919,1.1156129342308483,14146494.325960483,960120.8378268126,12504061.390305504,15088178.007230664,97.32853129035676,1.263127436858785,95.68119391563285,99.38950825795143,2.114208637673493,0.28782350161367387,1.8045253393351506,2.735310240656727,-0.0001385259975897219,312413.61507761327,-0.06589914289774625,0.03285577350471965,0.742321816022099,14900284.478268964,95.93740931704352,2.735310240656727,0.03013078201857663,-0.026677691970854702,-0.056808473989431334,771955.1081523722,319394.4789569147,-452560.6291954575,0.45916174850651514,-0.6897140547877252,-1.1488758032942403,-0.04959662993727882,0.1935221840751514,0.2431188140124302,5.961006066130239e-08,4.981930493372285e-08,0.24718286650202764,0.067869877561459,0.012977976962146523,0.13613770010620213,False,True,6.0
CLONE_0029,2.0194303360979236,0.26142986556249453,1.6548241854785426,2.4289949148469714,12633797.916237738,853260.9186336262,11043209.733354375,13499540.228373203,94.57442546707193,1.705671012918312,91.90332780693988,96.46404885592162,7.44023942570706,0.3460331977319005,6.958255549972441,7.891178569024009,-0.09516783264832882,152547.2700238616,0.24108034499320774,0.025360743534736253,1.815145713775336,13475027.42803262,95.50819601821117,7.70631260531532,-0.13174555699294227,-0.03093071093637267,0.1008148460565696,625108.9020261781,144861.28849166378,-480247.6135345143,1.6675669285450128,0.23550172576885348,-1.4320652027761593,-0.3276707752230576,0.12956589668893354,0.45723667191199113,1.598434888294696e-07,1.3470441700172113e-07,0.129457233933699,0.06753795844216903,0.018035224686552727,0.04650834171946126,True,False,3.0
CLONE_0030,2.3251718547754407,0.17904546552868764,2.0770219507997125,2.563944132529137,12740467.795609612,727828.117410866,12039774.742794754,13806377.53337147,94.98712211204816,1.4001256006889102,93.28088218967802,97.20237150896355,5.764289873415105,0.310757434758141,5.25543987742212,6.15621700133325,-0.05356331753682624,-23370.745228088548,0.22934886458938253,0.10582311980557456,2.0770219507997125,12218543.95772444,94.62533820528407,6.15621700133325,-0.023896729781998468,-0.04306701373834501,-0.019170283956346543,-558255.700384169,-165808.79676622627,392446.9036179427,1.0182271283669058,-0.1369195526418305,-1.1551466810087363,0.1757422267825312,0.1579647288678932,-0.017777497914638007,1.8250286348015406e-07,1.6998931771134972e-07,0.07700311058039032,0.057127267937655844,0.014740162345613145,0.0539107924008893,False,True,6.0
CLONE_0031,2.249700147419994,0.14272635316445492,2.09459860016214,2.474941646892919,12693365.861022063,977266.4674052096,11659381.990501564,14020102.0017457,95.5210863602293,1.6646792661629688,93.55606898179805,98.01281689409466,6.37558142613707,0.3204306445429848,5.877899994398465,6.896761461027299,-0.0248438681680047,9790.532018920369,0.06415292959421037,0.008112252899039015,2.158603039632434,12060844.219618037,93.97744903229753,6.47616621635428,0.007171957855049254,0.02551791985722193,0.018345962002172676,755444.4847589625,-563099.2851298571,-1318543.7698888197,0.6571287229774364,-0.4450433856070364,-1.102172108584473,0.06031522297984316,0.016997608030685576,-0.04331761494915758,1.77234326344301e-07,1.7897611479976448e-07,0.06344238954008795,0.07699033322644026,0.017427348552838895,0.05025904667754717,True,False,3.0
CLONE_0032,2.323489811195048,0.1693162449478909,2.11249035909534,2.5680666550590083,12277298.18257257,560376.6645752691,11587902.53165109,13248099.949161049,95.60556217138839,2.7864418225848127,92.69931129051548,100.0,6.673836295628039,0.3235254931686693,6.171907797886637,7.129543686904642,-0.04853354929323559,-127928.51328482424,0.44459383411267095,0.04982391289443849,2.307080112137977,11714128.366411394,93.82357402281134,6.860702357156877,-0.12356479356366862,-0.017990690455662265,0.10557410310800636,-461262.3837284119,-288947.76597485715,172314.61775355478,2.041597791028686,-0.13409295619506265,-2.1756907472237486,0.023080945901422498,0.07316307676034368,0.05008213085892119,1.8925090656291174e-07,1.9694850867036788e-07,0.07287152457446518,0.04564332121302672,0.029145185272385316,0.04847668998595767,True,False,3.0
CLONE_0033,1.3043735544580415,0.1386191814198005,1.078063281658865,1.4877815822427098,14093718.610122852,628240.0130763598,13018743.789361048,14571143.578455329,95.75464636495704,1.4957653127327737,93.67438485017121,98.61966245949415,5.7153987693356845,0.18653136139105267,5.422109871188558,5.915398112892709,0.02206173098733399,194909.4073496057,0.042587230579367114,-0.013051152324276696,1.338168080928932,14571143.578455329,94.69091201520004,5.680724828118766,-0.04691025085345723,-0.017077266112085446,0.029832984741371783,465617.1149681135,45959.00888755805,-419658.1060805554,0.8795465440726975,-1.2485114790500045,-2.128058023122702,-0.05467353464128468,0.009892446167051691,0.06456598080833637,9.254999269824866e-08,9.183686055413844e-08,0.10627260943750369,0.04457588734779511,0.015620811830020525,0.03263663112348276,True,False,2.0
CLONE_0034,2.1167485502128134,0.11964903038183979,1.9108039111211697,2.325963396740984,12958203.59246993,1553765.9465376916,10219748.612666957,14901635.15824247,96.03703814817897,2.1741488415671255,92.25707136071564,98.25838440216316,11.658356297760877,0.2437366633661996,11.30391502639418,12.078292387835688,-0.03956967759262626,442212.1253039521,0.4827819002320905,-7.259805561248692e-05,1.9108039111211697,14901635.15824247,96.53079876217967,11.702258414542346,-0.07761671556627554,-0.04031750044638547,0.037299215119890074,709019.9218031454,403374.95612147695,-305644.9656816685,0.643751505501219,-0.3685523604554148,-1.0123038659566337,0.0897576011971465,0.09476891832026532,0.005011317123118822,1.6335200594030373e-07,1.2822780123322612e-07,0.05652491426687672,0.11990596809580856,0.022638649457201242,0.020906606138989373,True,False,3.0
