clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope,productivity_drop_pct,late_mean_titer,late_mean_aggregation
CLONE_0013,0.6541630607401354,0.1534158504481475,0.3153488968060925,0.8622671150279057,14623867.148864867,721594.6366880157,13558459.456441203,15647069.92123339,96.33421544417624,1.6500596336203075,93.08292118063969,98.49098428818532,9.57929057195093,0.185612816442539,9.355994716797124,9.862259890809284,0.0272785900847044,-117412.77627371,0.0660182013873293,-0.0042636311017401,0.323664663188539,0.44243359401529575,9.480236437769362
CLONE_0014,2.1219237661354864,0.251335379965332,1.8048271606315696,2.534746009004422,11840857.029180253,894024.0509742124,10438315.5342368,13140258.466067633,94.87928363550522,1.0342118755968506,93.11360558512273,96.31906017942534,3.2590116192272065,0.426529487397107,2.8344899455462156,4.18106706093657,-0.0367607912700164,136874.66624799534,0.2503021990352863,-0.0388886957605265,0.2782793741350723,1.5314361485329677,3.604038945043805
CLONE_0015,0.7103605424263638,0.1737594967727236,0.4095132422106048,0.9356303002869766,14143057.761971075,559477.2502996302,13355249.905757183,15015483.413105767,96.4884809417417,1.6841220494951157,94.22917651856064,100.0,2.7389707637338936,0.192595244153741,2.511794802092117,3.053830560883898,0.0140491447398341,-57034.803345516935,-0.2901939417254771,0.0625823195790527,-0.0094928749782012,0.7171039062450644,2.915084251396042
CLONE_0016,4.441484924873367,0.2005685321287493,4.09140428769956,4.66169448001076,7945489.862214908,707776.7263010956,6844653.97402395,9160507.42491444,93.79486501797956,1.136722533220108,92.2989967128727,96.12246876789786,5.474047657881257,0.3067242784657069,5.012949041092328,5.814858368137582,-0.0491897058069799,2665.305488057948,0.260854732863054,0.0809989715783327,0.2498528549263589,3.3317672362813724,5.319159025178314
CLONE_0017,0.7946549344739013,0.1268863112593101,0.6143513257759297,1.0402024518419843,14841310.398106003,993603.1177235352,13419026.97519429,16347796.056438996,95.53788941106804,1.9126787982039584,91.58157409884016,97.81253452676836,1.1825245838453422,0.2598478455366184,0.8286134754059465,1.6748630509368554,0.0018494985013768,89615.75702803521,0.6072119476326707,0.0337166555862904,0.4608944150240942,0.42840291330354274,1.265982425503791
CLONE_0018,1.1946861389436174,0.1449448948821068,0.9851460564701768,1.398522856170639,13741480.720920367,716156.0305806649,12885060.149581715,14701212.1184124,96.1240123600251,1.6248640955004503,93.84615504462865,98.16559488206065,5.712831376255316,0.4077047778145073,5.293686380967201,6.2415008845443385,-0.0370088634059602,-69564.38391031821,0.0056774208333746,0.0724629111191275,0.2125509504761119,0.9407544645905153,6.05829400171213
CLONE_0019,2.5613583709577235,0.2138308697377933,2.209079730208838,2.8336800983189776,10649635.329997748,826163.3392668362,9735998.195141144,11895759.605018944,95.41417148899504,1.786508640345034,93.23186241178809,98.10032988324474,3.142749815977851,0.2956023831025135,2.778570099186223,3.686696665285903,-0.0835251158079281,126810.62595447224,0.1913388580097306,-0.0185932576092432,0.2909392359771172,1.8161587234476901,3.4291839356152365
CLONE_0020,0.7176433848285625,0.2216412769251464,0.4537189153971995,1.1142903394898749,14810724.814586716,1019406.5995122968,13355629.666706309,16545018.416906709,96.19932645012184,2.243602215082269,93.05340495174916,99.52963525016344,7.791641941363182,0.102572225130277,7.569788913413209,7.903218137520378,-0.0266042517864556,284944.16539480153,0.3680518207012729,0.0149835198466664,0.3581744895534822,0.46060183178615893,7.932690253991081
CLONE_0021,1.7489570918774089,0.21590128808224,1.4400104650063787,2.0946012452066305,12397988.97948506,944534.1177590546,11027653.457509724,13465900.784578566,95.08768843683598,1.0514940200656655,93.0841072421471,96.34782852924808,4.908622856653966,0.3970238829257207,4.503580245227562,5.500370129735544,-0.0230916229354071,-15157.97176225652,-0.1504226613094259,0.1396609988579593,0.2143873712565148,1.3740027785093722,5.1828162753192535
CLONE_0022,3.7125182339882183,0.1444322231961427,3.5240429605531705,3.955866005926053,8987762.868423684,926689.5230339464,6998011.186563784,10142248.95571933,93.49727630409028,1.930167053816548,90.292351794554,95.96000759688616,5.521401009933987,0.2577314760199361,5.17674691438152,5.930068749103848,-0.0272070574320196,180690.335597819,0.2321204777038893,0.0198294639693492,0.2761495232889902,2.687308093470688,5.755205616176485
CLONE_0023,0.3884723544818399,0.1778265603593533,0.10818624042416,0.6233978584859772,15211603.527539035,691264.5790330166,14584003.21503503,16589729.860403698,96.54773986547958,1.3145806880635194,94.61344339604474,98.15904260743667,3.865478349727899,0.4570184750987604,3.0363740223221827,4.308846400823389,-0.0460538901405676,157299.72794476696,-0.0931009747729738,-0.0129871352161729,0.1647006628460772,0.32449070020130466,4.062047279817743
CLONE_0024,1.6313039969052197,0.2279271493171961,1.2988770808176209,1.984093073347455,12429055.582621025,860649.3685446184,10689855.729121745,13431105.288879832,95.06156495249589,1.6408629393884655,93.22604933413882,98.349985453893,5.866864834579993,0.3370927970238372,5.518890395360461,6.53098459301362,-0.0379443451353379,122921.43352182012,0.3795599871894745,0.0672298877324264,0.2986324039858029,1.144143762677765,5.858107686040266
CLONE_0025,1.9934810902045677,0.1611711948306587,1.7720095973417045,2.161045977311523,11639115.045586754,968134.5006970431,9931047.89864632,12857817.755553246,95.29959915841432,2.3498610355409,91.32154998666898,97.43541097260852,5.134081414696191,0.5019109992027063,4.23739078341654,5.845316869541846,-0.0493653836040966,62513.5045319229,0.3637248823219012,-0.1231217563423652,0.0942046866483532,1.8056858287624287,5.416267124786557
CLONE_0026,2.778116062167901,0.0972420475716496,2.611769832892129,2.8847836954946047,10457638.765594108,620294.7942442859,9640962.795561496,11524084.23589035,95.12027542874988,1.8770271520564257,92.95132955273948,98.50251824910826,2.5592304785570734,0.233801583911839,2.3254551138539963,3.042587885408493,-0.0226218330904805,-67610.09594720852,0.2397802078137096,-0.0151897752621039,0.0916179046030238,2.523590889808074,2.729785342857692
CLONE_0027,0.6511709106176465,0.218826740628085,0.3512137253196112,0.930846617520344,15312234.228451826,649494.0699676251,14400483.59675915,16433241.919444878,95.77136483043174,2.1811973225155845,92.07447186776189,99.59854716153644,6.126530287068788,0.3486301945966206,5.602163231703931,6.594178342754351,-0.0740064310233536,-5065.7393458204215,-0.0689605154139222,-0.0540151880653924,0.209161169726625,0.514971241260908,6.2588979134974325
CLONE_0028,0.594900392930186,0.1274028378429847,0.4134128279241224,0.7633746624039576,14943902.85275898,983038.1049500334,14065958.205011765,17002736.706101492,96.66184688734268,2.8188603354201844,90.80029884183332,99.78876626483256,9.419811124490709,0.2640155395112751,8.835922372045369,9.706208280104084,-0.0355249651822175,218334.7087547762,0.7869257852276217,-0.0720066434909554,0.1812800987640153,0.4870567909450504,9.630181769161277
CLONE_0029,2.0856925292717916,0.1575750295899647,1.8843224829754193,2.29327716406862,11596581.408450631,882962.9881571488,10373523.796556734,12958719.653994149,96.19674666328176,0.8359256924388755,95.14008600017814,97.65147849054802,0.8365829830926288,0.3317092256254081,0.1549149731390248,1.174435354661373,-0.0536718228328887,103854.53123091056,0.0361057123756737,-0.027091907305495,0.236442238487193,1.5925467188547535,1.200248571399079
CLONE_0030,1.729085912506929,0.1291330853934736,1.5719312662201046,1.9238380351609468,12886514.79900034,1057419.6937241808,11379787.313260363,14503299.386252863,95.17060164803937,1.4152549972005133,92.30257717041113,96.61523758376256,0.8860329618400832,0.2755965683499115,0.4178000659394734,1.208399594710556,-0.0405145978863517,-69698.29594686729,-0.093943104821507,-0.0110381612261406,0.3861727440426051,1.0613600609887164,0.9140552721517926
CLONE_0031,1.7401957334239726,0.14439088185845,1.464128355459584,1.9537896233328615,12280238.784770137,784690.1665330294,10892713.484727168,13320421.635066226,96.9210707365597,1.9306706628207777,94.02603007575908,99.79273147967972,8.676036437784662,0.3039179387955608,8.144110915196592,8.97212708516521,-0.0325438632322279,249941.2522347682,0.0876914227073652,-0.0047945978748623,0.1600704651864828,1.4616417928592647,8.711641838173428
CLONE_0032,1.7847576962270626,0.1448972331560021,1.5984811340536875,2.063454156653323,11954604.164288267,508949.6720611431,11050788.31087732,12570265.337122446,94.43578600003568,1.249931342161868,92.74584090297203,96.10490573344012,2.977823382448269,0.3695793443701263,2.302286158243176,3.498824617836901,-0.0124598866398364,179232.44574546404,0.1021116636321562,0.03863942692681,0.3473073524514001,1.1648982259831815,2.7204892329427532
CLONE_0033,0.8656635733159772,0.1696352027269955,0.6330299815742467,1.0502999665021229,14438752.122433376,1141775.3765022776,12222610.577346196,15830859.081282994,97.28190168859734,2.1081234543323077,94.80788870809684,100.0,6.392541506836675,0.2480785272512422,6.00344109020665,6.700510265385075,0.0158154853563799,215133.9424751978,0.1947729101556871,-0.060249178605552,0.4395512606761538,0.4851600583435153,6.277244135284002
CLONE_0034,1.822999209333424,0.2468459012065474,1.5659293445104363,2.2492642293257803,12525934.99171846,967416.6442036524,11100806.30655033,13472468.0627245,94.5659450465065,1.3157821710895568,91.64074227248793,96.07370391868751,3.9432476218166097,0.3956022219043436,3.357485807596384,4.48261323993079,-0.0207213731972337,161929.29163647932,0.2465256659097671,-0.0267948860914558,0.3374987906298603,1.2077391808642022,4.360710240069695
CLONE_0035,1.959247787662403,0.1650320638682774,1.6393325836373291,2.143652010744222,11778371.696120689,625427.2435943149,10699658.11873698,12418080.232560724,95.35809883624208,1.8669558106494284,91.73805633657628,96.92006869209855,3.991482561433841,0.3550072757955942,3.5349987592195045,4.528027092134505,-0.0477173258005267,150770.3261769538,0.3426626744922042,0.1129100919121129,0.1515764842833249,1.662271896168654,3.9456407520527206
CLONE_0036,0.888016792247071,0.1806488869137131,0.6460172826361484,1.2336988984593746,14390645.54951128,1140116.5825874428,12620771.98629217,15926973.918402577,96.4241705404718,1.297316351378114,94.9340797608864,99.02557131664445,5.395043248919471,0.3533137511316338,4.886669258511004,6.084439967391523,-0.009460633732357,396622.9071819117,0.3925974735387249,-0.0506639577573318,0.4142741464519822,0.5201343936038885,5.602493247802125
CLONE_0037,5.589454170135962,0.1741536431068047,5.287817794719576,5.814637194363165,6146854.437801136,795977.7808982546,4884482.614916429,7436033.289570212,91.80566657617244,1.2448297114052282,90.13061128184108,93.90542853591984,7.983116551773253,0.3085032145510414,7.424176991659994,8.214537227558079,-0.0488776491088495,270094.9990286023,0.2528222119811838,-0.0497378383512536,0.2464626746214214,4.2118623456903945,7.561672971959514
CLONE_0038,2.03741380411602,0.2187921069022631,1.7475244896061273,2.391289673574004,11616288.547031108,910352.7459499208,9546354.122550383,12586572.065299813,95.6723007116356,1.5876072277773732,93.5416448860311,97.57780329834132,6.858840452941816,0.3098699627226204,6.41121714212279,7.232129107096916,-0.0286129901728164,184526.17473283975,0.1066746944978154,0.0778855698438826,0.2479025944796882,1.5323336360469273,6.911031600844046
CLONE_0039,0.6461888457730851,0.2110677346375222,0.243375083936538,0.9954864767036298,15400338.023590064,892521.9657742659,13556235.412392696,16765644.377092764,96.67745611530556,1.7240023289477384,93.36769206529422,98.68929366748142,7.6412202959208,0.3366641478763684,7.328793258729576,8.344024641357354,0.0059461408670105,258039.04354606275,0.1920412043729342,0.0439379430121053,0.3676705845839074,0.4086042150960945,7.457421334698762
CLONE_0040,2.4542361389394904,0.1732470450653629,2.160069347194455,2.7762806648802227,10644612.53801973,1047075.3633956702,9445567.67132964,12663210.468366329,94.69483714155166,1.0836873670257787,93.22518177859358,96.58591217911189,7.450241719930622,0.3310621876137076,6.832920983715095,7.843705003843785,-0.0539153507819384,244016.43405228885,0.1875616899069321,0.0595531352685938,0.2536335065306519,1.8317596211660192,7.623922927260876
CLONE_0041,0.7547283335776622,0.1526484658987794,0.5395938853612833,1.034740493067677,14250673.036244769,1012555.1313295563,12794117.95279051,15632048.464920066,95.70994375756538,1.0851578993189095,93.63416091281624,97.1259166223299,4.8680480142049305,0.3241146196003878,4.387615244029857,5.3861025742277535,0.0091234425761363,-60204.50574171687,0.1944298584254619,-0.0283027371285411,0.375943168954955,0.4709933721523834,4.843734436642649
CLONE_0042,2.5426026170425686,0.2688344935413029,2.0914627189394803,2.8362107385725457,10442164.328198915,1493612.7438459103,8389883.618237916,12612399.61947874,94.85076167030763,1.7747287130917369,92.8054074286334,97.35829268127026,6.9621010454170245,0.2638347749060922,6.527604553550876,7.296779541585448,-0.0977482771329181,-43761.56133732158,0.3386135074903804,0.0142731007788824,0.3268459741637436,1.7115631877640063,7.162077710813418
CLONE_0043,3.3248475761432217,0.2120935477298373,3.085340413394099,3.6328973778731752,9454753.750465168,758104.5606029597,7952133.582647013,10351706.961140417,93.67233420755188,1.2747675641326903,91.6664929360338,95.26754682536422,2.8840127337900685,0.2549018080135762,2.4767146271332936,3.2141573653565056,-0.0670960278709964,26473.35722234183,0.1558492565744225,0.0503264204738487,0.2138246723592644,2.6139131325299028,3.402539434362121
CLONE_0044,0.7420514469174918,0.1976398359457232,0.3213846803725892,0.9707057911393914,14479999.652581956,799914.1793374944,13290707.429339504,16022667.99054589,95.8776903291157,1.8069276210694707,93.67237407887072,98.64772680371831,0.663410338258354,0.227585073776447,0.3634617834747173,1.105118142494873,-0.0523936782615142,180682.8651678535,0.1845342722501467,0.0517104381173253,0.3953171810010212,0.44870576076434004,0.7594424247764653
CLONE_0045,2.8314431254650234,0.2565263584442146,2.3292780773349415,3.0917787433764015,10465102.900139108,733420.3506996412,9654371.248830536,11713734.2276542,94.96043778278926,2.047657729960957,93.14504596945932,98.40723845357698,6.8294405656515265,0.2513939343617578,6.460597397867907,7.221022693517871,-0.0581345639939512,210545.97955001512,0.7036514400506373,-0.0191291272605521,0.4079957126523564,1.6762264696563058,6.8108604415503695
CLONE_0046,2.0155292810311045,0.1530653117650549,1.8130084291330044,2.2735786728366274,12083441.81557041,727348.8377077689,10785311.670977373,13237345.63291264,94.28736795352808,2.5369545904421984,89.89112724733984,98.43934560158183,4.167039743307386,0.2142216549482622,3.914206806860156,4.455354781759333,0.013437451983698,31370.59886643502,0.5432405128184628,0.0338453544316423,0.2705832667586371,1.4701607839220205,4.361692481337295
CLONE_0047,2.6972147622797884,0.2117031390865132,2.488883766571652,3.094652532479643,11211868.429749,1139403.7555682238,9842340.447588388,12880981.46460419,94.95117521074678,2.441494960292637,90.8994713200605,98.27117355253124,3.462612877026731,0.268018919705898,2.996839804742923,3.782491312594075,-0.0315720327029956,113610.37171377514,0.6882415178746505,-0.0504032886481879,0.3517135428135369,1.7485678025093925,3.850795668135438
CLONE_0048,5.5416229900733205,0.2302010390135188,5.25190674457162,5.96879145517387,6682515.992269363,827145.4295013758,5071091.452484165,7757567.579490378,92.57951955066363,1.561316826009061,90.41804780887055,94.42163331046896,3.9698300112575433,0.2530545587094658,3.648595116962349,4.398500877051841,-0.0667618536372736,147273.7067390685,0.2048796290275337,-0.0068440343754579,0.2708219839656688,4.040829657511902,4.114326169340725
CLONE_0049,1.2889406678934725,0.2245111765220785,0.8911441963932064,1.671290820950359,12889305.080312883,1200232.0667415804,10782589.858320108,14861043.78773761,95.61357262512122,1.0166200178716074,93.96346563208046,97.1385852382531,4.644212886215515,0.3847819363473413,4.118621742963624,5.236247885001323,0.0234612635699722,213861.36827636085,0.309990591380589,0.022133692482239,0.1046604938299496,1.1540395010742364,4.774901929722641
CLONE_0050,0.7823870044601897,0.1114177571300615,0.5905292340282225,0.8936971205205628,14517934.113508474,383503.5144163919,14018960.939859085,15154912.743491009,96.51497308390351,2.478782682769844,93.54764698044566,100.0,2.380499961790427,0.2512955228577564,2.0411471147994713,2.66135439466601,-0.0042622904331147,-19256.40825287112,0.2678783773653527,0.0092069867696902,0.1321093117889108,0.6790263957483665,2.3940000969416424
CLONE_0051,0.7748731121709015,0.138188122479739,0.6263954701771297,1.0076889657175778,14508259.500095217,858388.6945931772,13278660.044694036,15495719.886843111,95.97262184600564,1.0493797019298745,94.23437560320964,97.3768684304754,3.269720095992827,0.343749381814742,2.47236599555036,3.5508371425523264,-0.0141489159379827,182632.5883754208,0.1005274402912194,0.0089724662592527,0.2546925066102631,0.577518736927199,3.323516990269739
CLONE_0052,0.7941947730946863,0.0970276016080029,0.6576246027583891,0.9311032986264568,14292435.370554134,1259960.5566423307,12740300.453575056,16409706.190237464,96.497696411888,0.8716667410090179,95.4575674201418,97.64171284651393,8.376456744202008,0.2187277490122927,8.072622252528063,8.662478622607196,0.0012164418473221,105061.21475990154,0.2212721947500127,0.0514781851038829,0.1778683577666498,0.6529326530574775,8.612080589091883
CLONE_0053,1.3899854935689218,0.2118686563095523,1.1033191788565249,1.746494658748048,13474250.763650203,667862.391615545,12627220.994121991,14605482.875103874,94.868981716777,1.879245721827715,91.80030317026316,96.9547541101393,2.178353432499722,0.2304032899543126,1.7695271325243522,2.504554470155137,-0.0012988348548264,94814.8252349363,0.4880349380139506,-0.013029277767582,0.3751816165121854,0.8684884891632458,2.4177514374038074
CLONE_0054,1.6551051522714175,0.1882935906867338,1.352126935677027,1.874245006883846,12423424.452461924,1003804.4563231902,10418357.214274645,13451251.580970827,96.00773925553705,1.4734405582456478,92.926746280965,98.04376538733985,2.1055041372581664,0.2339578713275822,1.624955270781176,2.4522341467511835,-0.0491492836439737,279601.8509469845,0.3282953156610497,0.047541591223301,0.466248655206451,0.883414600799601,2.0564929006189745
CLONE_0055,1.7776662289906149,0.1531817637153789,1.5848892230309386,1.9884141631191956,12756796.908993363,798735.5191060273,11738528.417109087,13623973.024372363,95.99910415549849,1.405853709732083,93.13842600396978,97.79781689186412,7.422689121477753,0.2854841253955597,6.97745335286525,7.770516991082497,-0.0343301401439563,-152803.92113972642,0.0550662977525215,0.0593987330654559,0.3026004270187398,1.239743669001262,7.509557504273528
CLONE_0056,2.6534645176578113,0.1954937854121331,2.3422657985427593,2.863356702125844,10352308.733973274,1557853.8803571295,8712269.5338246,13393097.073408544,95.1116577917806,1.313528529561636,92.9910481109961,97.68400175125602,4.975197171189856,0.2854997654673445,4.470871386449272,5.3312816521486655,-0.0345085120540846,12276.831729833417,0.3892562835762814,-0.016707131932447,0.2383664580709079,2.0209675789668893,5.17374908867117
CLONE_0057,1.4490757277076138,0.1307178511040692,1.2283958356455271,1.6577259991363953,12837647.430710338,578813.7231855121,11809315.906321326,13700614.827696357,94.88381371223726,2.0219711154927644,91.68392628279292,97.47762633303736,2.837636452922378,0.2868109985278408,2.4278478377198773,3.097733653180486,-0.0320212955739205,136666.9225559291,-0.0217033696311439,0.0936840621540534,0.106697020517539,1.2944636650569268,3.076236528560472
CLONE_0058,4.344345434847168,0.1606501193444969,4.129634544273727,4.578399622714891,8155244.492521322,1127117.6729981292,6399749.917610382,9415713.433146885,93.17034084867132,1.5165488881455025,90.94076025232695,95.0502459775268,5.895505048079519,0.2648602397631341,5.574853854015062,6.25300952477959,0.0186656499568148,139458.9686144961,0.3986089584577998,-0.0148092051886024,0.1541176218491424,3.6748052479373436,6.044992290083141
CLONE_0059,1.28863403857226,0.1115993506217992,1.1501540850359042,1.439436964362601,13028429.717555664,628330.9419850762,11876913.606456388,13723973.738395948,95.57794541354772,1.036716186244321,94.40595471185284,97.85243163295576,1.501324795259149,0.3101464687595507,0.902700714718044,1.8607847125592345,-0.0154323342080874,132764.7347928948,-0.0835530970596644,0.0832997183588215,0.1299180720471114,1.1212171887066686,1.487739569079673
CLONE_0060,10.30565050363037,0.2742028960322745,9.97693161865022,10.793553265774143,2907038.900943323,557305.2154115022,2103321.913831584,3787257.4760085936,88.89948266531343,1.6899666527496475,86.73588009987516,91.84416927759337,2.3854117469566387,0.236873468871916,2.040301031416291,2.832988849744976,-0.094856414693962,-47035.14055245552,0.1258754813055143,0.0308025774681758,0.1786468648321603,8.46457835110083,2.321010265120531
CLONE_0061,2.344356171910869,0.1247883640276323,2.228903703655103,2.5970301707992745,11187203.515535712,684504.9444029517,9874151.85359113,12013708.12378858,93.89647647038468,3.1400457052810924,89.99676000994506,98.25281438629248,7.166203224534302,0.28199177610641,6.765020038024987,7.545233559362403,-0.022116199858517,160881.01340156226,0.8763182706452473,0.0169162282923129,0.2701531126989587,1.7110210547941325,7.467001346159632
CLONE_0062,0.8546229850873514,0.1673529184322847,0.6106358956142995,1.0968209904023198,14701905.313185496,695787.8684936664,14063953.896502428,15700675.081202038,95.71262390601656,1.6940612846694227,92.449887725396,97.87544459780231,8.813648429828813,0.2075350682029586,8.573571048496982,9.263765794897186,-0.0053137718271919,62605.951476383,0.1326045393447936,0.0047678878595239,0.4313090185286522,0.48601638417729875,9.00721480156203
CLONE_0063,0.7022301659402981,0.1155190802281135,0.5102578989990579,0.8779089596170855,14901360.304200344,929683.0405477176,13918067.629119886,16849368.60617554,96.1891908829707,1.3903216725477927,94.2494474144344,98.1006557043635,3.808848986839166,0.2365800245701463,3.40730703725807,4.184046002826419,0.0189485528105526,84568.5291820823,0.4896797238894743,-0.0152833283371932,0.0908388876548946,0.6384403587885694,4.095060240738788
CLONE_0064,2.12497520000479,0.1508539575586868,1.819448524048018,2.2523687703623345,11385707.355474329,950988.5126468296,10172988.479529472,12996562.663460717,94.92137582640363,2.337936496100428,89.53259750860023,96.83232986836352,2.876602930688877,0.3748409542412851,2.4440655919762344,3.362777679978456,0.0153626623399985,31319.02849114318,0.6046547566235226,-0.0985039436610269,0.2694321876594917,1.5524384831453335,2.7595053224933492
CLONE_0065,1.320540979943746,0.1071096629081294,1.128162629620901,1.4196217651086387,13172373.018041838,593142.7969341902,12038264.387013024,13914239.330192735,96.08862797966046,1.685747474401147,93.12149742619532,97.5540010984254,5.492801742516392,0.1320339588502143,5.269585320536499,5.734363376325664,-0.00392281889525,43739.90202849083,0.5131968460417661,0.0269015401709066,0.2166603998661873,1.034432043189447,5.843306801495374
CLONE_0066,2.464122672930984,0.1636156608455883,2.163055460378781,2.717508641142107,10461154.571667768,730116.3613205774,9690581.977722963,11671315.299570544,94.8754194766766,0.9009023144895176,93.00932182474226,95.8405089268182,1.064238257335401,0.3185257290019434,0.3853847727852565,1.4709931206763578,-0.034944028308302,-27626.424517386546,-0.0225580027513007,-0.0656354667976261,0.2340660123080945,1.8873553050400655,1.2995673111187098
CLONE_0067,2.0664008892705557,0.198634895085662,1.8469920315253672,2.388239011818174,11905616.995754268,366602.92383536545,11266310.453307947,12368288.682827976,96.10896965538215,1.3390283762243496,94.2840723682964,98.93943440512447,8.996180185496888,0.1651152424517318,8.727736840612337,9.191945767285246,-0.0524321285857762,-41933.6979207734,0.4269292523008159,0.0014426160239508,0.3703293236212189,1.3011520456167058,8.93805833625196
