clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope,titer_p10,vcd_p10,viability_p10,aggregation_p10,titer_slope_3_6,titer_slope_7_10,titer_curvature,vcd_slope_3_6,vcd_slope_7_10,vcd_curvature,viability_slope_3_6,viability_slope_7_10,viability_curvature,aggregation_slope_3_6,aggregation_slope_7_10,aggregation_curvature,qP_mean,qP_p10,titer_cv,vcd_cv,viability_cv,aggregation_cv
CLONE_0011,0.5294430671607312,0.1675270487460662,0.3795433530205069,0.8478900024315879,14639635.481993817,1097956.5598249652,12727489.684664162,15789596.745511102,96.34131021272451,1.9368060121569295,93.27518883513785,98.34629542992069,6.509684615913069,0.21989291033950756,6.1896375120868905,6.77349359528342,-0.02857637812569347,319902.6492981139,-0.27888747543147097,-0.013456251510099566,0.3795433530205069,15789596.745511102,94.51530287121801,6.281035017987328,0.05782677091104465,-0.07259039184885616,-0.1304171627599008,779305.8058065673,-103561.08393624357,-882866.8897428109,-0.6990205803372397,-0.4647548216961765,0.2342657586410632,0.07155089305341254,-0.047854949320505935,-0.11940584237391848,3.616504439689947e-08,,0.31642127137115983,0.07499890015536309,0.020103588044010405,0.03377934927418681
CLONE_0012,1.5649663534263616,0.11720805203964459,1.3768845658732576,1.7402719887640212,12536233.744211681,646063.4191334982,11162358.706214435,13182454.374222238,95.62460747959963,1.3813926386816242,93.6882987738963,97.63191367612029,3.0628020214390452,0.1932770779348962,2.8800373048804113,3.48178010186422,-0.004657919867507938,66354.88211352231,-0.21460658018768813,-0.004461599505922112,1.5340940300704624,12288024.219400968,93.78459173733319,2.8800373048804113,0.00019200526588915428,0.03945913890391465,0.039267133638025496,355261.5387701241,-31660.43574789156,-386921.97451801563,-0.5988926263439356,-1.264493161213889,-0.6656005348699534,-0.011171921530290044,-0.12044978386844644,-0.1092778623381564,1.2483544781932203e-07,,0.07489493413588894,0.051535687058467866,0.014445995388392908,0.06310465923650563
CLONE_0013,0.5957802615418879,0.15025850824197556,0.40445413194055535,0.7799517834706645,15202044.099594045,742769.0749252808,14090247.435586905,16364254.349545185,96.00389972318938,1.6611420580791818,93.17207113463895,98.18715095269434,2.7497110523490784,0.3207791664008772,2.3790369674934495,3.3808858973202285,-0.022196639406538845,48453.54456002773,0.22902026382880042,0.053271489208408185,0.7261528488097637,14886825.723754307,96.20490230381806,2.976764156586869,-0.04519794220101141,0.10170478590877727,0.14690272810978866,-2104.515488340384,-160038.5871952552,-157934.07170691484,0.1263689289462266,0.7480045655488742,0.6216356366026476,0.037335012561017865,0.25721987562224735,0.21988486306122948,3.9190799450305335e-08,,0.2522045755609624,0.04885981582865659,0.017302860226006384,0.11665922716140531
CLONE_0014,2.1141751330035223,0.13730783153258383,1.893911556686571,2.3506704911682292,11488024.924254416,652473.8563657562,10615550.358583815,12315509.0155883,95.12697608089036,1.5562152640422038,93.28426398888593,98.11420764065943,4.38460333292056,0.3887771980022762,3.976691367536378,5.00462897678667,-0.01601480229908328,20835.405938104628,0.05205905965857721,0.08563615467706745,2.0592386559108835,10615550.358583815,93.7166439442467,4.547339021629191,0.03683510512679046,0.05725446321811827,0.020419358091327812,408815.2075582255,-102113.01418215776,-510928.22174038325,0.5376016066045863,-1.1999182516955411,-1.7375198583001275,0.0774893591949261,-0.21225441956195215,-0.28974377875687823,1.8403295143797175e-07,,0.06494629007984305,0.0567959993704577,0.016359347559860737,0.08866872745239765
CLONE_0015,0.8578696548822788,0.19900515695960203,0.5581363941485543,1.1202974441245992,14774157.787533442,1491636.2642658579,12354884.1287268,16115535.453355076,96.01294453455455,1.2120143206447649,94.67943834522075,98.69703383555537,2.2515739496126876,0.3477455385133684,1.5954408687796582,2.589955194602567,-0.02201381530550719,-121918.53282486531,0.13325905385270495,-0.07440548704227884,0.7940570663195338,13000636.532862874,94.67943834522075,2.0100438445604953,0.07443661272229678,0.08806449808970122,0.013627885367404446,77259.79155973493,184051.32978945988,106791.53822972495,0.11503933051025456,-0.2769799388464531,-0.39201926935670767,-0.056416253423502524,-0.25241642621943394,-0.1960001727959314,5.8065553869077825e-08,,0.2319759832919309,0.1009625242749548,0.012623447041517863,0.1544455328321513
CLONE_0016,4.575980314544248,0.21629662177251463,4.265878015964165,4.935540651905457,7422321.976003031,750243.4680890588,6375230.486514109,8338785.210304077,93.04213291096389,1.3231716893479837,91.39469468777287,95.04393210104394,4.844392066624781,0.16528027270071924,4.510840840025801,4.988848241944284,-0.04054591362957588,43776.08844216307,0.4033596511328628,0.008262986695165665,4.370884216465532,7242518.723548422,94.83222129146051,4.885774108283216,0.09497928878016892,-0.08151216671395596,-0.17649145549412487,26197.1910163378,-393729.6137107922,-419926.80472713,-0.16083853083418437,0.9456193256146197,1.1064578564488041,-0.10668456834887957,0.0646521690665351,0.17133673741541466,6.165160079741572e-07,5.0655440163261776e-08,0.04726782172505679,0.10107934828408909,0.014221209767406812,0.0341178563571046
CLONE_0017,0.8104090029214353,0.14336431109697334,0.6425210583140892,1.1056637022944855,14443123.965595959,641471.400184188,13261898.32257758,15567008.78315959,96.08760007053723,1.3683666924085334,94.45546788115442,98.03586595447571,7.280007494681884,0.4263209758453366,6.692012839570146,7.841627448943127,-0.01960545010868829,-110893.68761031881,-0.14900867649649946,0.017549916039736525,0.6425210583140892,13261898.32257758,97.52056616438556,7.547234920521168,0.014271416357270675,-0.03812600656253516,-0.052397422919805835,74144.08873997003,-408570.19514461246,-482714.28388458246,-0.7089041036290396,0.516593561898344,1.2254976655273837,-0.06038377378285999,-0.03989171304024187,0.02049206074261812,5.611036814832155e-08,,0.17690365038302527,0.04441361866810781,0.014240824949210763,0.058560513309664546
CLONE_0018,1.2429438334392093,0.17591689263493399,1.0428892511419958,1.5376942934604736,13549334.958868949,1206578.0835600025,11182325.890421629,14832067.839990119,95.52192041019218,1.149701622714554,94.18761935495465,97.42909077401985,5.187331681593518,0.26636043600081893,4.787810887107836,5.4988969149614135,0.021316990303411474,117587.77872623624,0.05810243907660945,0.01917780152606925,1.2933735484685365,13276868.912060766,95.60093447023195,5.111721598965637,0.1111048034656368,-0.008933205481908712,-0.1200380089475455,-197579.12899628907,-340387.0521549951,-142807.92315870602,-0.03764844526917578,-0.17217575387209763,-0.13452730860292184,0.036543193253698605,0.08305183641799524,0.046508643164296634,9.173467459564272e-08,,0.14153245525716296,0.08905072368664235,0.012035997787371168,0.051348256155397086
CLONE_0019,2.8658583440389296,0.19250000091852895,2.5955353253482816,3.0983521790722657,10656560.568892734,755412.8981535869,9284557.02257314,11789408.805829838,95.35682687904169,1.0466368694840473,93.78919857075866,97.24185521959309,4.550513103396867,0.2857600711189582,4.215863297593587,4.982718170693873,-0.01465960930266329,-181404.05903116713,0.2652077426364657,-0.010059191220443445,2.7965611997541733,9284557.02257314,97.24185521959309,4.553994405193494,-0.06718657548299968,-0.011737968039528215,0.055448607443471465,-368736.751544431,-453696.78688541986,-84960.03534098883,0.41920347845372075,0.36670949138951964,-0.05249398706420111,0.13994342859107795,-0.019020301156757582,-0.1589637297478355,2.6892901565300304e-07,,0.06717010324385522,0.07088712096834426,0.010976003540897079,0.06279732956770231
CLONE_0020,0.5527484341261121,0.2773330731738266,0.26186304404421323,1.0060492000024917,15215732.909357656,1204900.7002984507,13437771.470387448,16944392.80446681,96.13553461832079,1.483566220769213,93.18990620766291,97.76696117482705,1.7106779503656908,0.20326698124738377,1.332291048083042,2.0302161402326613,-0.08869545178096368,213006.44079216642,0.4044546429311715,-0.019919345706777107,0.3840691012501863,16650871.211488701,96.99796545221439,1.6981728568100636,-0.1417891072744536,-0.04477300094405636,0.09701610633039723,128379.50136331507,666777.7733826259,538398.2720193109,1.5159101787989202,0.3084559233514903,-1.20745425544743,-0.09496793676692844,-0.04911975404721484,0.0458481827197136,3.6327427500135235e-08,,0.5017347052471561,0.07918781878442663,0.01543202757069865,0.11882247098883165
CLONE_0021,1.8289606778779917,0.10600869777998881,1.680346561375821,2.006967201345318,12560456.661605675,838668.0638445928,11613694.22008902,13765366.493477449,95.52926816421231,2.17382602164254,92.25197199297827,98.17259364146878,4.09859467889798,0.3229453384974395,3.617504247977563,4.659589590048004,0.016532654906788808,19299.732740945197,0.2843185290576592,0.0480875216347224,1.837410647448618,12106833.487795347,94.59451457602545,4.659589590048004,-0.03816550559088345,0.0077904936886463985,0.04595599927952985,478872.4126111557,35220.194730559866,-443652.2178805958,0.07995620831541861,-0.06896041415958282,-0.14891662247500143,-0.1912245125844524,0.16574501906478858,0.35696953164924095,1.4561259412396116e-07,,0.05796116833141635,0.06677050735011898,0.022755602166689207,0.07879416329732758
CLONE_0022,3.7423271288741504,0.18210315277892836,3.547076214419126,4.004752020131753,8732865.378178013,436265.9700067305,8196163.06218441,9427558.735728508,92.99919135059086,1.8014447401323017,89.91490077382612,95.27241632054366,6.892461025642726,0.21545023561231277,6.591366930342427,7.111195759941835,-0.03573718410884962,22509.606552421705,0.42534529330309817,0.006448716297467445,3.716060306304168,8853711.42510743,95.27241632054366,6.694076156869469,-0.16770497722877317,-0.025399243878586282,0.1423057333501869,375958.11367957864,-79850.97252464469,-455809.08620422333,-0.5501236197269824,0.15963294532038652,0.709756565047369,-0.03453071006017185,-0.0895537683453592,-0.05502305828518735,4.28533701919373e-07,,0.04866040473192204,0.0499567955206188,0.019370541979465136,0.031258825371589694
CLONE_0023,0.43839164284891446,0.16590774587410717,0.15402996530273505,0.7349989707237085,15548771.56629513,668659.187846686,14312076.811854415,16512323.940123152,96.39240541728338,1.3647810661413322,94.92746458000609,98.95382189664858,1.8650098375368513,0.2073888387930206,1.5477536765556208,2.093776128039393,-0.02540946717101882,153750.6230344964,0.13127004611743445,-0.046850658235618625,0.37938205898221156,16512323.940123152,95.9386672708161,1.6917323030312663,0.07912533890103493,-0.03018992239299419,-0.10931526129402912,9710.214131463148,51805.48306522222,42095.26893375907,0.11891252179506902,-0.9357896119245249,-1.0547021337195939,-0.11633597741571479,-0.1644163544326322,-0.048080377016917406,2.819461595276184e-08,,0.378446414757132,0.04300398812830524,0.014158595381233895,0.11119986313623018
CLONE_0024,1.4970199700673514,0.20668101579560308,1.1185647141869728,1.7609459785493158,12849435.555104608,792568.2029124399,12016506.275661694,14542659.69486939,94.92445812898104,1.6169875002935123,92.1038629943297,96.6246397293157,3.6862258118233617,0.32523174755598333,3.376959220904565,4.193407413330332,-0.0472415599959121,41543.875152272674,0.5269867198467721,-0.015026391648194436,1.4009808962578791,12256542.935538722,96.2246723730196,3.4481049547980245,0.002737147036366415,-0.09383685215112979,-0.0965739991874962,216457.02762203108,-776837.4032859731,-993294.4309080042,1.1131174206988348,0.520202906444021,-0.5929145142548138,0.17082295105947776,-0.09468774992806153,-0.26551070098753926,1.1650472611403077e-07,4.301553951991148e-07,0.13806162896293414,0.061681168757454226,0.01703446648154003,0.08822892684018215
CLONE_0025,1.7705547556922503,0.15244581239008664,1.5874043730028777,2.078221012491041,12739386.713650867,635293.9062888884,11926227.341847578,13631909.303649168,95.02721482352337,1.7954421422151419,91.72449319133388,96.93158120487992,1.0069740270339567,0.31377648941106606,0.43447431346821763,1.384027216066559,0.02931207951953473,-40761.75869974842,-0.167663372230584,0.08756790993737384,2.078221012491041,11926227.341847578,94.03561582869985,1.384027216066559,0.07914746925955109,0.09713989662748095,0.01799242736792986,-208335.49833307182,-373174.733290439,-164839.23495736718,0.1903994160058856,-0.03255170093040788,-0.2229511169362935,0.16561513014275767,0.16694746666923008,0.0013323365264724107,1.389827309186725e-07,,0.08610059181388202,0.04986848429745368,0.018893978377989857,0.31160335885096435
CLONE_0026,2.6102270837311425,0.10801111280136151,2.4471773381071555,2.822492576406596,10975927.927474871,775732.7617300439,9916202.342317693,12378994.063373331,94.45931252465783,1.371097544503964,91.46690368935829,95.99381126022769,4.783230926284829,0.3114879406390386,4.060858905399218,5.034250551949802,-0.018740311487592864,118321.78280415025,0.4607305004302624,0.04891528801559779,2.5972461588188396,12378994.063373331,95.99381126022769,4.685569090095565,0.004105144383750615,0.03676829531664198,0.03266315093289137,-251957.96578805312,210879.18335640948,462837.1491444626,0.8699324239888284,0.5083599163922597,-0.36157250759656867,0.25304539744177607,-0.09599101823849618,-0.3490364156802722,2.3781379587936603e-07,,0.041379967832372265,0.07067582502871894,0.014515218328860215,0.06512082426592203
CLONE_0027,0.6271863045684318,0.13935054060755317,0.3840927568718109,0.7931078940389167,14902528.89539701,948389.5045467456,13452437.707420623,16223365.73143411,97.15930017996894,1.5859726922920472,95.64753442743059,99.81862714588058,7.906424334825912,0.17766864993756765,7.730354800830821,8.294790218917292,-0.04233924504240418,139765.6154569569,0.10098564425347371,0.0014033995898292467,0.3840927568718109,14632901.808796473,96.06982749955267,7.730354800830821,0.008487685024427276,-0.03488105280041246,-0.043368737824839736,314356.10753228306,-601134.0821095253,-915490.1896418084,-0.0638373374321641,0.3051797043258434,0.36901704175800754,0.16064234435232086,-0.018635930632604363,-0.1792782749849252,4.208589756616092e-08,,0.22218364682126934,0.06363950113458108,0.016323426469087507,0.022471428599209912
CLONE_0028,0.6141341774994169,0.20565158776409803,0.2683105318876344,0.8101632182512387,14732297.096683845,878995.9199474349,13047188.043205487,16194154.765073545,96.55519343162237,1.611645520832667,95.13608462877171,100.0,1.1701533952245324,0.2548444847569005,0.8370470781656676,1.4971382683305703,-0.03573384679486407,253204.38160574716,0.32781328643191476,-0.009816213495614968,0.7562159370602237,14797294.959584206,96.0373660841717,1.071775609375225,-0.01066667601316044,0.12066832134144831,0.13133499735460874,593943.8703085873,226117.38225668942,-367826.4880518979,0.6923737258301249,0.45225869114325995,-0.24011503468686496,0.06844029816496695,0.11527550393152733,0.046835205766560375,4.168624712555212e-08,,0.3348642608795845,0.05966455293284112,0.016691443137725127,0.2177872453125797
CLONE_0029,2.05014289455758,0.12484899243819965,1.9017652516802648,2.2058096128797717,12196841.770726047,1209130.0528057131,10926763.111039758,13950249.856032075,95.03052394970592,1.4793073772887633,93.17486201839309,97.787485223622,6.458386008235954,0.2629000633412205,6.160903314180335,6.941964011003884,-0.024581621796066534,239447.79269425612,0.4037203296691209,-0.056736989243024755,1.9962632994300555,13847931.966274489,96.40916761133526,6.24553139251033,-0.035515492723959305,0.03339769915434528,0.06891319187830458,-136300.92335534544,127906.61130661076,264207.5346619562,-0.13580213974124788,0.7293946865664738,0.8651968263077217,-0.1050613860329696,-0.10513231231977317,-7.092628680356594e-05,1.6808801270818977e-07,,0.06089770264732903,0.09913468384149879,0.01556665496294756,0.04070677456647134
CLONE_0030,1.7307821913268535,0.10963899838982831,1.589095545922435,1.9291676122744081,12664713.343465067,983607.3371866951,11013399.172859095,13781809.300286869,95.42454368869872,1.8750777963189358,91.9766892313479,97.57862148397514,3.9889239657224764,0.3874590606754995,3.3798978933368558,4.449730974916197,-0.01980767742548326,215751.80152732425,0.1954298891518543,-0.03139353255505188,1.7496226514621256,13272740.57110087,94.48976905537722,4.168471230379806,0.04359089913405716,0.010079328222501228,-0.03351157091155593,-144943.0593690223,-90209.88343641117,54733.17593261112,-1.1154781157316735,-0.5077982456069373,0.6076798701247362,-0.2841577861928141,-0.021379219713423547,0.2627785664793906,1.3666177389004455e-07,,0.06334650245183669,0.07766518755785591,0.01964984818178758,0.0971337292733252
CLONE_0031,1.7677994402618036,0.10800156268931335,1.619373836348179,1.960833334608552,12123469.725796424,766023.7244219963,10885909.038770346,12985700.795933371,96.38355794797376,0.5177836036704135,95.849910321844,97.29868174784556,4.130305849590758,0.2699920476800062,3.620920395074142,4.444316055684896,-0.013004075146024564,-8482.367702369222,0.04535996677367741,0.022686750399225804,1.619373836348179,12681160.449784797,96.53015486788979,4.0490837194053295,0.012359557944552894,-0.04073757528424481,-0.05309713322879771,-507206.6624933239,440873.38152493467,948080.0440182586,0.3411643403524601,0.286896916776111,-0.054267423576349116,-0.20700950911808408,-0.027173240469186597,0.17983626864889748,1.4581629518983864e-07,,0.06109378709398448,0.06318518887311973,0.005372115479950765,0.06536853624081838
CLONE_0032,2.0219777196131195,0.1300549558183887,1.8164400577879436,2.2499812817676808,11939404.49638973,1067949.9365114185,10927909.093440678,13600686.569687363,94.94003848839063,2.060814897890094,92.01610859813263,97.40917509671226,4.696024137414144,0.3104621032140373,4.137452841726774,5.234614647708614,0.03042828365645086,77294.12851123798,0.40656311271247103,-0.07482863325522449,2.1082397275261004,11199509.787922984,97.40917509671226,4.74503237784093,-0.03057154855141087,0.053323355615559884,0.08389490416697075,307791.15204460704,-549113.7267673976,-856904.8788120046,1.0991772633183818,1.4159361934790566,0.3167589301606748,-0.07785202681023495,0.02585370369241996,0.10370573050265491,1.6935331408065873e-07,2.2668330364980178e-08,0.06432066708378588,0.08944750442405633,0.02170648896587909,0.0661116923727911
CLONE_0033,1.0287978331948224,0.11508628327852365,0.8173204749167153,1.1658988550654055,13677544.515633563,918139.275050734,12414549.61604707,14757001.539877405,96.11314517951502,1.668776420789131,93.31820063924066,97.69817957604884,5.307289001288955,0.32030473579649094,4.751249113788908,5.629189709541432,0.007602118022249794,69591.44552187154,0.5415994112422831,0.0829303802009619,0.9828933697584797,12657841.623257866,97.5876856011956,5.562501189170073,-0.051016025193486185,-0.02707738456575037,0.023938640627735815,224267.26098521583,-536574.291836976,-760841.5528221917,0.5796289381046014,0.31937415938806973,-0.26025477871653163,0.27155362751279627,-0.02336922094199373,-0.29492284845479,7.521802118932215e-08,,0.11186481877520152,0.0671274930965344,0.017362624203535494,0.0603518549033882
CLONE_0034,1.7547599819588746,0.061711900650001296,1.6656189850523213,1.8323621616024253,11997118.601609573,595732.5828700422,11013912.484279424,12638089.566349661,95.09879245086817,1.355503200010388,93.5153779936678,97.66088468641875,9.663196619266076,0.34504670140412996,8.928475647800788,9.987516531015922,-0.01097278645649187,138331.85594362087,-0.06403262369166572,-0.0201389397790075,1.6731213881397704,12407430.047246287,95.63057747037881,9.987516531015922,0.017559537235070314,-0.04944587274672963,-0.06700540998179995,61883.34942590091,24427.748884071454,-37455.60054182945,0.7092825576586301,0.2358113178210148,-0.4734712398376153,-0.1082691046659887,0.16344015932000674,0.27170926398599543,1.4626511916981883e-07,,0.035168285833566106,0.049656305205661354,0.014253632092084042,0.03570730421447526
CLONE_0035,1.7607132498280496,0.14565764322760652,1.6329037026204811,2.05695260020473,12008243.837902823,703618.6757217698,10971788.74883272,13325580.143889584,95.5868522694172,1.7607542321239216,92.88498865822883,97.85475102802772,7.746917377731615,0.45509238488671905,7.021358792859595,8.312043079710001,-0.03804616285066219,-118532.32561773993,-0.4106600417884215,0.04667016461025199,1.6329037026204811,10971788.74883272,94.37951333623582,7.21703959249116,0.001719972736134906,-0.04166561273579433,-0.043385585471929236,-39976.36295012175,-260640.78301750828,-220664.42006738653,-1.6957325390211528,-0.2202969776654078,1.475435561355745,0.3511605450635545,-0.17094883178409173,-0.5221093768476462,1.466253745006854e-07,,0.0827264991384059,0.05859463592010578,0.018420464638198474,0.0587449643049156
