clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope
CLONE_0051,0.7748731121709015,0.138188122479739,0.6263954701771297,1.0076889657175778,14508259.500095217,858388.6945931772,13278660.044694036,15495719.886843113,95.97262184600564,1.0493797019298745,94.23437560320964,97.37686843047541,3.2697200959928274,0.34374938181474207,2.47236599555036,3.5508371425523264,-0.01414891593798278,182632.58837542078,0.10052744029121946,0.00897246625925279
CLONE_0052,0.7941947730946863,0.09702760160800299,0.6576246027583891,0.9311032986264567,14292435.370554134,1259960.5566423307,12740300.453575056,16409706.190237463,96.49769641188801,0.8716667410090179,95.45756742014179,97.64171284651391,8.376456744202008,0.21872774901229275,8.072622252528063,8.662478622607196,0.0012164418473221065,105061.21475990154,0.22127219475001278,0.051478185103882954
CLONE_0053,1.3899854935689218,0.21186865630955234,1.1033191788565249,1.746494658748048,13474250.763650205,667862.391615545,12627220.994121991,14605482.875103874,94.86898171677699,1.879245721827715,91.80030317026315,96.9547541101393,2.178353432499722,0.2304032899543126,1.7695271325243522,2.504554470155137,-0.0012988348548264171,94814.8252349363,0.4880349380139506,-0.013029277767582056
CLONE_0054,1.6551051522714177,0.18829359068673382,1.352126935677027,1.874245006883846,12423424.452461924,1003804.4563231902,10418357.214274645,13451251.580970827,96.00773925553705,1.4734405582456478,92.926746280965,98.04376538733985,2.1055041372581664,0.23395787132758225,1.624955270781176,2.4522341467511835,-0.049149283643973744,279601.8509469845,0.32829531566104975,0.04754159122330102
CLONE_0055,1.7776662289906149,0.15318176371537895,1.5848892230309386,1.9884141631191956,12756796.908993363,798735.5191060273,11738528.417109087,13623973.024372365,95.99910415549849,1.405853709732083,93.13842600396978,97.79781689186412,7.422689121477753,0.28548412539555973,6.97745335286525,7.770516991082497,-0.03433014014395639,-152803.92113972642,0.05506629775252155,0.05939873306545599
CLONE_0056,2.6534645176578113,0.1954937854121331,2.3422657985427593,2.863356702125844,10352308.733973274,1557853.8803571297,8712269.5338246,13393097.073408544,95.1116577917806,1.313528529561636,92.9910481109961,97.68400175125602,4.975197171189856,0.2854997654673445,4.470871386449272,5.3312816521486655,-0.03450851205408463,12276.831729833415,0.3892562835762814,-0.01670713193244702
CLONE_0057,1.4490757277076138,0.13071785110406928,1.2283958356455271,1.6577259991363953,12837647.430710338,578813.7231855121,11809315.906321326,13700614.827696357,94.88381371223726,2.0219711154927644,91.68392628279292,97.47762633303735,2.837636452922378,0.28681099852784087,2.4278478377198773,3.097733653180486,-0.03202129557392054,136666.9225559291,-0.02170336963114398,0.09368406215405348
CLONE_0058,4.344345434847168,0.16065011934449694,4.129634544273727,4.578399622714891,8155244.492521322,1127117.6729981292,6399749.917610382,9415713.433146885,93.17034084867132,1.5165488881455023,90.94076025232695,95.05024597752681,5.895505048079519,0.26486023976313416,5.574853854015062,6.25300952477959,0.01866564995681482,139458.9686144961,0.39860895845779987,-0.014809205188602412
CLONE_0059,1.2886340385722599,0.11159935062179925,1.1501540850359042,1.439436964362601,13028429.717555663,628330.9419850762,11876913.606456388,13723973.738395948,95.57794541354772,1.036716186244321,94.40595471185284,97.85243163295577,1.501324795259149,0.31014646875955076,0.9027007147180439,1.8607847125592343,-0.015432334208087406,132764.7347928948,-0.08355309705966442,0.08329971835882158
CLONE_0060,10.30565050363037,0.27420289603227455,9.976931618650221,10.793553265774145,2907038.900943323,557305.2154115022,2103321.913831584,3787257.4760085936,88.89948266531343,1.6899666527496477,86.73588009987516,91.84416927759337,2.3854117469566387,0.23687346887191604,2.040301031416291,2.832988849744976,-0.09485641469396207,-47035.14055245552,0.12587548130551438,0.030802577468175843
CLONE_0061,2.344356171910869,0.12478836402763238,2.228903703655103,2.5970301707992745,11187203.515535712,684504.9444029517,9874151.85359113,12013708.12378858,93.89647647038467,3.1400457052810924,89.99676000994506,98.25281438629247,7.166203224534302,0.28199177610641,6.765020038024987,7.545233559362403,-0.022116199858517004,160881.01340156226,0.8763182706452473,0.016916228292312985
CLONE_0062,0.8546229850873514,0.16735291843228478,0.6106358956142995,1.0968209904023198,14701905.313185496,695787.8684936664,14063953.896502428,15700675.081202038,95.71262390601655,1.6940612846694227,92.449887725396,97.87544459780231,8.813648429828813,0.20753506820295864,8.573571048496982,9.263765794897186,-0.005313771827191994,62605.951476383,0.1326045393447936,0.00476788785952398
CLONE_0063,0.7022301659402981,0.11551908022811355,0.5102578989990579,0.8779089596170855,14901360.304200344,929683.0405477177,13918067.629119886,16849368.60617554,96.1891908829707,1.3903216725477927,94.2494474144344,98.1006557043635,3.808848986839166,0.23658002457014632,3.40730703725807,4.184046002826419,0.01894855281055265,84568.5291820823,0.48967972388947434,-0.015283328337193274
CLONE_0064,2.12497520000479,0.15085395755868683,1.819448524048018,2.2523687703623345,11385707.355474329,950988.5126468297,10172988.479529472,12996562.663460715,94.92137582640365,2.337936496100428,89.53259750860023,96.83232986836353,2.876602930688877,0.37484095424128516,2.4440655919762344,3.362777679978456,0.015362662339998508,31319.02849114318,0.6046547566235226,-0.09850394366102695
CLONE_0065,1.320540979943746,0.10710966290812941,1.128162629620901,1.4196217651086387,13172373.018041838,593142.7969341902,12038264.387013024,13914239.330192735,96.08862797966046,1.685747474401147,93.12149742619533,97.55400109842539,5.492801742516392,0.13203395885021435,5.269585320536499,5.734363376325664,-0.003922818895250022,43739.90202849083,0.5131968460417661,0.0269015401709066
CLONE_0066,2.464122672930984,0.1636156608455883,2.163055460378781,2.7175086411421074,10461154.571667768,730116.3613205774,9690581.977722965,11671315.299570544,94.8754194766766,0.9009023144895177,93.00932182474226,95.8405089268182,1.064238257335401,0.3185257290019434,0.3853847727852565,1.4709931206763578,-0.03494402830830202,-27626.424517386542,-0.02255800275130078,-0.0656354667976261
CLONE_0067,2.0664008892705557,0.198634895085662,1.8469920315253674,2.388239011818174,11905616.995754268,366602.92383536545,11266310.453307949,12368288.682827976,96.10896965538215,1.3390283762243496,94.28407236829639,98.93943440512447,8.996180185496888,0.16511524245173184,8.727736840612337,9.191945767285246,-0.05243212858577624,-41933.6979207734,0.4269292523008159,0.0014426160239508006
CLONE_0068,1.4350355443348282,0.16413974738228146,1.1723279541532476,1.6416220894187024,13533796.124058098,1025922.5672177854,11422203.538070433,14870306.447253624,95.08303482417288,1.7327563162029476,92.52682548209056,97.27479235907165,2.697014018832471,0.16874928911607637,2.4379729698643393,2.8669500067104075,-0.044310799478411274,283536.7485391259,0.3649624393242634,-0.009090965132020545
CLONE_0069,0.6504849444057278,0.2315092017118759,0.3486483500993004,1.0535701782617979,14636952.360962443,1048075.5189486312,13595335.119750153,16097041.889959749,95.57055526888101,2.057631765823745,91.14507812964308,97.26255905232206,6.388077495897475,0.36782770467149434,5.749575441644683,6.839108462299234,0.03731022191647093,113977.98262325636,0.3024281423669966,-0.03296028240612685
CLONE_0070,0.6038749597602069,0.14026897880501754,0.36524054273710366,0.7809896234999709,14928954.057342714,1233927.1047204111,12319939.119691305,16253018.598855663,97.27308680474077,2.0194795569585673,93.62960369856418,99.41393437925188,0.7258713958125227,0.16693022100125862,0.5211262935268132,1.0034091757485213,0.015480962373467608,76549.01272163408,0.2175614365726406,-0.03768018486171176
CLONE_0071,0.9962467520364897,0.12113716622503495,0.8417260366681554,1.2228262403880508,14170450.646244626,1057342.420520747,12597831.362486646,15603419.661701294,95.81464513269253,1.0811222926688637,94.31293034689578,97.52194568721991,0.7309221026265494,0.2048128134922009,0.38434160853856186,1.0238100859784258,-0.010406818261787937,360372.03148491844,0.21618345783899606,0.018173309614403717
CLONE_0072,2.772728476619959,0.1385626824147282,2.49374577022892,2.926556923282129,10998903.632328538,877040.5671595926,9919342.46794664,12337003.71123429,94.7753078073099,1.2635551709288584,93.08509600171833,96.56030227631497,7.256011329268757,0.21258117884044522,6.968907028845814,7.522442573800379,-0.013279728189935083,-82975.59462052991,0.11941126228704167,-0.01636388910060502
CLONE_0073,1.720580720417914,0.1965959668962568,1.487720590567359,2.0326399334960183,12176757.9325688,782658.9157756584,11167926.533620795,13618796.777669188,94.91718498205518,1.4994149261127854,92.71863155723084,96.83800567963377,6.422090838962309,0.2599399763997545,5.955380709497658,6.771327558921558,-0.003976306052527039,180374.81901366537,0.3330018358443944,-0.0023921166787519927
CLONE_0074,0.747162654079609,0.17719097807269799,0.4903674884150662,0.9990666232361802,15080163.99597804,776355.5390620175,14159009.62147495,16490271.113948073,96.95440491665744,1.5234268878687043,95.25429258259084,99.58073107857346,2.173795357638909,0.3088946196095569,1.5853925554312953,2.4054112786432125,0.014723450227208197,114283.2942669617,0.41358330640640095,0.024432579966460314
CLONE_0075,1.5869244632658612,0.19506326708428431,1.383697718630104,1.8426655030832753,13137324.462641712,726043.2834630286,11959762.803341273,14059061.230955657,95.3347028630312,1.283967445868632,93.34043648428577,97.31504578162702,5.89437056531786,0.2757609071135773,5.493839855135556,6.306525840151589,-0.05928708275737422,119591.77804321908,-0.20818085703307415,0.018300104924606587
CLONE_0076,1.9076380120595042,0.2331665051961724,1.5560957450263742,2.2681638574082843,12317131.370341947,675617.9769283419,11028761.126010591,13023514.954274498,95.24740423378734,2.1350494253342576,92.45030797393872,99.02540466941856,4.970103800382837,0.23038922181243224,4.6980796155817535,5.279627749597739,-0.03737962616922485,217263.62081184896,0.6370230809008981,0.04720719339147439
CLONE_0077,0.7629567194762782,0.12264939722810615,0.6158392980097306,0.9676308526058149,14547673.98034148,678493.232896767,13283545.228968019,15356931.876444845,96.23837548186138,0.9598139760526911,94.78382622140612,97.46646845757466,4.631460393889193,0.10466315657804065,4.481412802648016,4.762844669949422,0.004810700629493322,144451.99070505807,0.3004083904647342,0.0013335463595692345
