clone_id,process_condition,baseline_score,optimized_score,score_gain,baseline_rank,optimized_rank,rescued,interaction_gain,interaction_risk,pred_late_qp,optimized_late_qp,pred_qp_drop,optimized_qp_drop,pred_late_agg,optimized_late_agg,pred_rescue_score,pred_rescue_label,perfusion_rescue_potential,stress_adaptation_capacity,secretion_burden_index,process_risk_sensitivity,is_aggressive,is_super
CLONE_1398,stress_minimized,0.668615039622886,1.6940995432560348,1.0254845036331488,303.0,23.0,True,0.08864384403096898,0.3057967328494294,1.2361604022777568e-07,1.345738412174526e-07,0.3618518636081545,0.28631560223610886,6.170444145944875,4.53740022536419,0.4920349380904787,0,0.575544851816154,0.7538071107469747,0.5551653543879498,0.4368524754991849,0,0
CLONE_4488,stress_minimized,0.7242404093909133,1.681726236906629,0.9574858275157158,287.0,24.0,True,0.059933064744595956,0.3731815780937495,1.3949313702767602e-07,1.4785338824058253e-07,0.3474153578144456,0.2772698840619456,7.658420798794635,6.106238692507135,0.6138333845779718,1,0.1660174954902824,0.6372211562392815,0.4632336129674371,0.533116540133928,0,0
CLONE_0355,stress_minimized,0.6346964496686489,1.6780173040202613,1.0433208543516124,314.0,25.0,True,0.06940779322981656,0.34045462298214163,4.747367268619659e-07,5.076871554386011e-07,0.4018027474047549,0.3290391172433262,6.68689198214072,5.09543752971929,0.5232023644802632,0,0.3786219765827472,0.55553174498183,0.6168756061904507,0.4863637471173452,0,0
CLONE_4894,stress_minimized,0.6033487832088025,1.6741739283528423,1.0708251451440398,326.0,26.0,True,0.08696561496875543,0.24446493246243015,6.912130684106127e-08,7.513248379793821e-08,0.3758506854767763,0.29540788007377067,6.004673734997889,4.298031653952805,0.4536384145505619,0,0.5298870859446968,0.7726764422849718,0.3493067352508467,0.3492356178034717,0,0
CLONE_3104,stress_minimized,0.6217799998011921,1.6732504104524701,1.051470410651278,319.0,27.0,True,0.07249048069017792,0.2796190661044826,1.6246062256404273e-07,1.7423747118693574e-07,0.3728138540884145,0.29518337937677314,6.782238135172097,5.117781014497476,0.5290998804560785,0,0.5060380455755104,0.5767854375885855,0.4708556276656518,0.3994558087206895,0,0
CLONE_0140,stress_minimized,0.6492969137507479,1.6699195533660522,1.0206226396153042,309.0,28.0,True,0.07188586718129018,0.31637810382308196,1.824985034795893e-07,1.9561756666150728e-07,0.3696005842874399,0.2949108325932865,6.283616932918582,4.66327065750628,0.4986469947414721,0,0.3689209023895148,0.5726731901167587,0.5685490655053023,0.45196871974726,0,0
CLONE_3505,perfusion_rescue,0.49805663189922,1.6678294589042486,1.1697728270050285,362.0,29.0,True,0.3741339750882706,0.40428063850755697,7.327663661177201e-07,1.0069191594843298e-06,0.4188683237229574,0.37121077480356196,8.896097966640836,8.181234732849903,0.6473358442579552,1,0.5312613148172378,0.7160740595648412,0.8221030225430485,0.5053507981344462,0,0
CLONE_4047,stress_minimized,0.6345312383069206,1.6580744037164732,1.0235431654095526,315.0,30.0,True,0.07525360369008965,0.29581494220505,8.020093888077219e-08,8.623634855087893e-08,0.3637803479984267,0.28744554337483064,6.111266530194563,4.466244460840622,0.4806534515904891,0,0.3131503581931127,0.697729465324353,0.2935921409665516,0.4225927745786429,0,0
CLONE_4260,stress_minimized,0.6409206723879649,1.6436229439197243,1.0027022715317595,312.0,31.0,True,0.06973190623632229,0.3131611029137509,5.5824728479856014e-08,5.971749321188147e-08,0.3623158934332901,0.2873687816663902,7.091496406715762,5.467289730212263,0.5507935102607465,0,0.5749791817950303,0.5079035693150363,0.4563657479861267,0.4473730041625013,0,0
CLONE_3587,stress_minimized,0.5954820871742512,1.6424108444665422,1.046928757292291,332.0,32.0,True,0.0622408778634815,0.2626589630998193,4.601557280112631e-08,4.887962244765936e-08,0.3763051203558265,0.29731783740381196,6.2248037374763445,4.539994493196128,0.4678570503670756,0,0.3400601437024891,0.4747218722531794,0.0587169511292373,0.375227090142599,0,0
CLONE_0094,stress_minimized,0.565984959422138,1.6404735345135195,1.0744885750913815,340.0,33.0,True,0.06754138080305584,0.2456220305571006,1.1993656912010217e-07,1.2803725060725502e-07,0.3500012318085894,0.2696509942531574,7.110644631349052,5.405391068017573,0.5812058967041698,0,0.3518410950881205,0.6108740187132189,0.3892066334179938,0.3508886150815723,0,0
CLONE_4969,stress_minimized,0.6031429002445611,1.6326969668803741,1.029554066635813,327.0,34.0,True,0.060356105503052135,0.28699427523005305,8.447744269076116e-08,8.957617213443278e-08,0.3606537659450868,0.28361330796349105,5.675636294984271,4.020029425260335,0.4539306377252706,0,0.0265018793800768,0.7248241780635458,0.0865916608793805,0.4099918217572187,0,0
CLONE_1558,stress_minimized,0.5181586848865081,1.6283488655046678,1.1101901806181598,354.0,35.0,True,0.096945663427386,0.31255403663465336,5.27387984137302e-07,5.785159621431245e-07,0.4289877941661129,0.35399211709688516,6.5998094735478405,4.974874317509425,0.4900949803252972,0,0.5440715651808266,0.6690482083412855,0.7756955334043314,0.4465057666209334,0,0
CLONE_1787,stress_minimized,0.43455742364606553,1.6096088934122896,1.175051469766224,387.0,36.0,True,0.06044441232272942,0.12087673029865124,2.8536749648932196e-08,3.026163671106276e-08,0.3621629867948526,0.2718331252187447,6.568475647964664,4.713527724323046,0.5133621419710429,0,0.1229900266917327,0.6910334015215588,0.1523741496705145,0.1726810432837875,0,0
CLONE_2795,stress_minimized,0.6623678181590159,1.6080525905912277,0.9456847724322118,305.0,37.0,True,0.08870459663477485,0.40690932666065244,1.9031571950549657e-07,2.071975986374886e-07,0.3766403458965278,0.30919309202937995,6.182407861888157,4.67069905388094,0.4818056546083701,0,0.390562537089812,0.6386614559720457,0.6908341957571634,0.5812990380866464,0,0
CLONE_3755,stress_minimized,0.6010923731192058,1.5787651842346504,0.9776728111154446,330.0,38.0,True,0.06548601905340594,0.3401304367194181,5.8311820346428986e-08,6.213042932467401e-08,0.377039756196221,0.30425019113377444,6.60652310643957,5.014679630502872,0.4958191718615907,0,0.3209869512839313,0.6032742515261846,0.4878009799834791,0.4859006238848831,0,0
CLONE_4204,stress_minimized,0.567652905041198,1.564118002016988,0.99646509697579,339.0,39.0,True,0.06299097775311163,0.3172365230236467,4.4405046119435074e-08,4.720216339167031e-08,0.3534239645104264,0.2788028863523181,7.24532967666069,5.626013504289066,0.573664510771798,0,0.4933434479209397,0.4904045562722629,0.0694079555646336,0.4531950328909239,0,0
CLONE_0839,stress_minimized,0.4813199494501632,1.5587175568693727,1.0773976074192095,370.0,40.0,True,0.0774917028437057,0.2496801348269293,1.4244478477784294e-07,1.5348307371148316e-07,0.3499390868616185,0.26991349764777284,7.7261351654040675,6.0257513271963825,0.6322647276262604,1,0.2793271585997653,0.7732094900540145,0.5036078472928391,0.3566859068956133,0,0
CLONE_3717,stress_minimized,0.6143916315385193,1.557885731686414,0.9434941001478948,321.0,41.0,True,0.06914139306353341,0.42075987435825585,3.117439977690929e-07,3.3329841205404304e-07,0.3377201220146473,0.27138091196330777,9.46284944931305,7.967761298542956,0.6242674102693163,1,0.5222969386006934,0.592189682843802,0.5419151595015254,0.6010855347975084,0,0
CLONE_3600,stress_minimized,0.6088654938272988,1.54853691900151,0.9396714251742111,322.0,42.0,True,0.07634623300450753,0.38843805749827415,8.780502826358259e-08,9.450861141036144e-08,0.3660780456667522,0.29715309026661413,5.898970951822075,4.365096620820004,0.4634867660857602,0,0.5120638425893964,0.572493499985437,0.51661441477522,0.5549115107118202,0,0
CLONE_1056,stress_minimized,0.6019494611077403,1.5471341892851602,0.9451847281774199,329.0,43.0,True,0.07343705470088606,0.37824640300237183,6.793291699110452e-08,7.292171033217101e-08,0.3537524112120285,0.28401212345221827,6.86866187304162,5.322557556644466,0.549743862292225,0,0.4474187488507628,0.52707885797182,0.3541223673321617,0.5403520042891027,0,0
CLONE_2665,stress_minimized,0.6392026894264747,1.5402639458204197,0.901061256393945,313.0,44.0,True,0.06847114887326138,0.4278695467259284,8.332074818045806e-08,8.902581553335373e-08,0.3267455281963806,0.26097509193445484,8.150999645443596,6.66444310151471,0.6028144053809692,1,0.3169237753855258,0.5886098311521759,0.3320641608613921,0.6112422096084692,0,0
CLONE_0368,stress_minimized,0.5244263792154802,1.52976859501437,1.0053422157988898,350.0,45.0,False,0.08850910154187192,0.3073075545290997,3.022574527820425e-08,3.290099883621159e-08,0.3720168836574827,0.2966014880198106,6.535916476990965,4.904685542425884,0.4972414007038706,0,0.6121442748347405,0.7314553083778857,0.4564819800617917,0.4390107921844282,0,0
CLONE_4786,stress_minimized,0.46209177657356215,1.5223396786885346,1.0602479021149724,379.0,46.0,False,0.07510340604433456,0.27204844205707657,1.6738716511976694e-07,1.7995851134836687e-07,0.3867465551115482,0.3085104304761144,6.346459469265153,4.672917599733645,0.4833367930560159,0,0.312698772546147,0.9032681702106512,0.586233802639971,0.3886406315101094,0,0
CLONE_2940,stress_minimized,0.4257880677274048,1.5203661779133784,1.0945781101859735,389.0,47.0,False,0.0856709919793761,0.21546639119594202,5.480391571570545e-08,5.949902153942405e-08,0.3570106746359145,0.2742479859315899,7.4184649142338355,5.677024583668966,0.5887720031908409,1,0.3178299075583322,0.9327210876451324,0.1584044859363985,0.3078091302799172,0,0
CLONE_4078,stress_minimized,0.49680873832910594,1.5203599003137764,1.0235511619846704,363.0,48.0,False,0.05810706714619402,0.28630549832392777,3.7284290991854635e-08,3.945077179201657e-08,0.346791965361401,0.2696964052273152,7.461254956225882,5.804821554214596,0.589428769947135,1,0.4557646860605993,0.4859110354245906,0.0209394064688627,0.4090078547484683,0,0
CLONE_3586,stress_minimized,0.5340927916342875,1.5039405707078597,0.9698477790735722,347.0,49.0,False,0.07221001460826422,0.36826196218579693,1.6365767010901882e-07,1.7547539285834557e-07,0.3825244520707466,0.31198540904561034,6.456384382025653,4.898298736648609,0.4945057433914012,0,0.5950130139876999,0.4980251314387621,0.5173388611449388,0.5260885174082813,0,0
CLONE_0288,stress_minimized,0.463357981578686,1.4935809767516235,1.0302229951729376,378.0,50.0,False,0.07037068606319029,0.28902012432383317,8.837768190705626e-08,9.459688001553021e-08,0.3565552061581115,0.2796768161040181,6.900986965530715,5.2478111147193145,0.5556246303439941,0,0.550337192940963,0.5789216044314855,0.3780198380595875,0.4128858918911903,0,0
CLONE_2520,stress_minimized,0.42428523585124744,1.4929843164148842,1.0686990805636367,391.0,51.0,False,0.0724474566338294,0.2600185857485469,1.574354175885765e-07,1.688412131769537e-07,0.3468004867984718,0.26760197365835553,8.358085849720133,6.67010815261839,0.676298762794645,1,0.3895252254359502,0.5827542301784231,0.3211709164541523,0.3714551224979242,0,0
CLONE_2132,stress_minimized,0.5259563892968089,1.4903324162181346,0.9643760269213257,348.0,52.0,False,0.0884236137917519,0.4210582242203053,3.494590316334608e-07,3.803594620826575e-07,0.3989470845447114,0.33263174248233585,6.446379454521879,4.9516493235862455,0.4941139439714524,0,0.5746789833610503,0.5630796319150025,0.7276825230155123,0.6015117488861504,0,0
CLONE_3602,stress_minimized,0.5707566708712617,1.4865958194086195,0.9158391485373578,337.0,53.0,False,0.05982671655207414,0.45947714174750093,4.196199148648734e-07,4.4472439657109967e-07,0.3483582442025503,0.28511641554235034,10.202267603943104,8.753640174040106,0.6173120611566917,1,0.6373666151915905,0.2437000255484124,0.6196615147186693,0.6563959167821443,0,0
CLONE_0252,stress_minimized,0.5677728536137533,1.4802194322428937,0.9124465786291404,338.0,54.0,False,0.10365368353892043,0.44408872528685356,1.6728120347002702e-07,1.8462051639651895e-07,0.3789831902073122,0.3145102882302605,6.6384860958623735,5.171392566206598,0.5122835773096981,0,0.7176655179006846,0.6178689226977169,0.7638900206929633,0.6344124646955052,0,0
CLONE_2174,stress_minimized,0.41490051769448305,1.4794727815689965,1.0645722638745134,396.0,55.0,False,0.06577098601238035,0.24493232555350847,5.22923684810011e-08,5.573168911691926e-08,0.3579712944195158,0.2775658804637965,7.371921084563747,5.665839875227957,0.5848587321041216,1,0.3221925639481348,0.6978932561544479,0.3495303479923798,0.3499033222192978,0,0
CLONE_1091,stress_minimized,0.36478598831794673,1.47500894852642,1.1102229602084732,417.0,56.0,False,0.06850201457293154,0.1916762728702298,2.8003409984632927e-08,2.992169998349203e-08,0.3575137857224457,0.272847887552064,7.285515282225741,5.515526809670017,0.5738027032194579,0,0.4654493800909071,0.6119023152549082,0.1036038974398711,0.2738232469574712,0,0
CLONE_3775,stress_minimized,0.3431333874360282,1.4664160250082943,1.123282637572266,427.0,57.0,False,0.07365982419063229,0.18317215243494564,5.734860275379804e-08,6.157289075022121e-08,0.394298407053397,0.3089521792481927,6.209108194314162,4.428914777236097,0.450639635242374,0,0.2579487549864525,0.7605936219327457,0.1874273391753156,0.2616745034784938,0,0
CLONE_4210,stress_minimized,0.4907202785064412,1.4625185844622886,0.9717983059558474,366.0,58.0,False,0.0656101634225283,0.34861406576829906,7.130438297477708e-08,7.598267519449475e-08,0.3683071069583483,0.29619623221981217,6.738048630519872,5.156385509441831,0.5238118833011015,0,0.170655727335107,0.6857149774864242,0.472905365717136,0.498020093954713,0,0
CLONE_0367,stress_minimized,0.4187168802975165,1.4594700522741486,1.040753171976632,394.0,59.0,False,0.07621376376185249,0.27123201588970364,4.759175945677911e-08,5.1218906569028985e-08,0.3801147265213198,0.30181328779249605,6.901934442324326,5.22741286139197,0.4984839482109486,0,0.5549601184717107,0.6356557331398394,0.4736260191324252,0.3874743084138624,0,0
CLONE_2827,stress_minimized,0.5431680047777291,1.4594318421358017,0.9162638373580726,343.0,60.0,False,0.06269967597649916,0.4123650562989856,9.740044501706297e-08,1.0350742135959964e-07,0.3116774218552336,0.24466662635915246,9.482412713404234,7.977250780963017,0.5429677246110757,0,0.2394088260498521,0.5602423557008634,0.3646992535879855,0.5890929375699795,0,0
CLONE_4256,stress_minimized,0.4456293405700249,1.4592409234000552,1.0136115828300303,383.0,61.0,False,0.07433462215672883,0.3175656888172097,1.4132800493455826e-07,1.5183356878153298e-07,0.3686697058737339,0.2940749609791106,6.846242644522166,5.227321471102817,0.542431740594083,0,0.4443034611446576,0.6705989109955223,0.5614733880992482,0.453665269738871,0,0
CLONE_0473,stress_minimized,0.4653584267706212,1.451424650426353,0.9860662236557318,377.0,62.0,False,0.07010478184794267,0.34652263695717106,1.4448971411989072e-07,1.5461913400753724e-07,0.3276099503445546,0.2553317613011283,9.914782006493969,8.330609170842575,0.5583609712478103,0,0.5341934782910798,0.5272177104830544,0.6341429235304018,0.4950323385102444,0,0
CLONE_0352,stress_minimized,0.503366020451534,1.4473917457607695,0.9440257253092355,360.0,63.0,False,0.06702492671949942,0.3714121353531762,2.5270282518785778e-08,2.696402135278844e-08,0.2999349026616323,0.2296478734898864,9.53962049193508,7.9853150543588916,0.5068629286979829,0,0.3325346669767164,0.5256502724111886,0.0496782053471376,0.5305887647902517,0,0
CLONE_4247,stress_minimized,0.47583999667882304,1.4410639647277685,0.9652239680489455,373.0,64.0,False,0.07669192103887951,0.35516945020103985,5.794093644740744e-08,6.238453817035074e-08,0.364849887498849,0.29326344351493217,6.584565188199823,5.010768528441071,0.5160241887855088,0,0.7362066433699095,0.6029183548582997,0.2810062877630387,0.5073849288586284,0,0
CLONE_2019,stress_minimized,0.4686699107115405,1.4402479622887143,0.9715780515771738,376.0,65.0,False,0.0819821595586976,0.3445509580745377,3.569564341742193e-08,3.862204935161939e-08,0.3581095828260677,0.28567365947203066,7.067755560769256,5.4812167104587015,0.5577638897116293,0,0.5144672915650662,0.7001372277511674,0.4466894228147766,0.4922156543921968,0,0
CLONE_0486,stress_minimized,0.2427244906757885,1.4235164280149597,1.1807919373391713,454.0,66.0,False,0.10192854344893791,0.24400218136660223,5.337091567490032e-07,5.8810935372179e-07,0.434315728030729,0.35383590254005715,7.542963697462566,5.8357663151024886,0.5619692427042215,0,0.5579681061729176,0.7476575456418795,0.7304912837631602,0.3485745448094318,0,0
CLONE_1748,stress_minimized,0.3678631572931629,1.412129764572446,1.0442666072792832,415.0,67.0,False,0.07615705651957548,0.3130426349091336,2.915741393817318e-07,3.1377956759427293e-07,0.3489016052017015,0.27394501599443216,9.834050451788537,8.209701613679497,0.6301270032579924,1,0.4018785147186938,0.7488882304640538,0.5137601559341356,0.4472037641559052,0,0
CLONE_4567,stress_minimized,0.468924461082611,1.411960203778422,0.943035742695811,375.0,68.0,False,0.06641694982625325,0.37546089846795616,4.374132724258632e-08,4.66464927793909e-08,0.3400252428621327,0.2700621147395692,8.3685880556497,6.819141133811248,0.6457675395022282,1,0.2902394865408537,0.6021505801108364,0.2435635975688254,0.5363727120970803,0,0
CLONE_0545,stress_minimized,0.27878556837313684,1.407985312650217,1.1291997442770803,443.0,69.0,False,0.0749767307332164,0.17591965769155118,5.18130042798206e-08,5.5697773950187694e-08,0.3372528771872027,0.2513264498025268,8.43345108755363,6.644554676783492,0.6526037367651408,1,0.4568573294421384,0.7268229816439931,0.1928004030567925,0.251313796702216,0,0
CLONE_2805,stress_minimized,0.4184427093103343,1.3934903045142353,0.975047595203901,395.0,70.0,False,0.08058692308219334,0.3470373243297997,6.789649957097309e-08,7.336806955944927e-08,0.3702967488179559,0.29805973476433983,6.613568697285505,5.0300134864812645,0.5139101473816807,0,0.6453025710837471,0.6295438448106166,0.5285026024684996,0.4957676061854282,0,0
CLONE_2751,stress_minimized,0.41443198876019993,1.3932161705215924,0.9787841817613925,398.0,71.0,False,0.06581772211271371,0.3395803111910776,6.207339779782973e-08,6.615892744467921e-08,0.3706807067539857,0.2978471316492719,6.939082016228658,5.346578389657951,0.5367182339112584,0,0.4282183252992921,0.4949741407309904,0.591987922355379,0.4851147302729681,0,0
CLONE_3605,stress_minimized,0.4124044269624145,1.3905932086417194,0.9781887816793049,400.0,72.0,False,0.07989578680068528,0.33888995342374917,4.4325044476234814e-08,4.786642877963897e-08,0.3710604948870615,0.2981716911609614,7.1157855677316535,5.522453511840152,0.5463228389357735,0,0.3156349638169368,0.8383668197798558,0.1914655701124891,0.4841285048910703,0,0
CLONE_0684,stress_minimized,0.38996587068110294,1.3872274189410752,0.9972615482599723,405.0,73.0,False,0.07619629307700045,0.32059108271366593,5.9254848324297147e-08,6.37698481134485e-08,0.3615919113294353,0.2872391979465285,6.949709564463418,5.334418863719817,0.5504359175399065,0,0.2870187863357825,0.8805613435518188,0.1608851119914652,0.4579872610195228,0,0
CLONE_3009,stress_minimized,0.5109782818251599,1.3856604038182976,0.8746821219931377,357.0,74.0,False,0.05828098693443527,0.45443139028609175,8.353939442218899e-08,8.840815277701922e-08,0.3637390321833612,0.3000935434062485,5.7026008908890455,4.247918559232356,0.4550206300614967,0,0.4023669656283908,0.4980510798192165,0.2985959744058818,0.6491877004087026,0,0
CLONE_4525,stress_minimized,0.32850543601472404,1.374633193548186,1.046127757533462,430.0,75.0,False,0.08522431266944822,0.31289284955740504,2.69484005219616e-07,2.924505943398678e-07,0.3897058379011195,0.3147372658657119,7.543828601327667,5.919300020796554,0.5854978594218269,1,0.4115807139833787,0.7642416703872605,0.5886925391051796,0.4469897850820072,0,0
CLONE_4511,stress_minimized,0.18513411020220558,1.3409273599464913,1.1557932497442858,469.0,76.0,False,0.0787881906744823,0.1429940012460698,2.8231227814095984e-08,3.045551517408773e-08,0.3621957787902401,0.2736352988899257,7.284537141095487,5.4561299425907706,0.5751647018316857,0,0.3950517400036379,0.946477565752493,0.1274158815483858,0.2042771446372426,0,0
CLONE_2060,stress_minimized,0.3691367758723022,1.3277335279950222,0.95859675212272,414.0,77.0,False,0.07400634233157286,0.3680624664559747,9.142973172322956e-08,9.819611174842275e-08,0.3793067548943122,0.3087517522107902,6.342748819103988,4.784423778851157,0.4848734555915644,0,0.5727014253457601,0.6085525189053558,0.4679308479711987,0.5258035235085353,0,0
