clone_id,process_condition,baseline_quality_score,process_quality_score,quality_score_gain,glycan_maturity,process_glycan_maturity,galactosylation_level,process_galactosylation_level,sialylation_capacity,process_sialylation_capacity,mannose_retention_risk,process_mannose_retention_risk,aggregation_propensity,process_aggregation_propensity,product_quality_consistency,process_quality_consistency,quality_response,stress_penalty,pred_late_qp,pred_qp_drop,pred_late_agg,pred_rescue_score,pred_rescue_label,is_aggressive,is_super,quality_pass,quality_risk_flag,production_score,combined_quality_utility,combined_quality_utility_guarded
CLONE_2587,nutrient_limited,-0.25487014843161165,-0.13103179023846512,0.12383835819314654,0.5593518692175666,0.5827178708193957,0.46107767407658,0.45171102083898035,0.6605964281396585,0.6504603406284506,0.2944549794771866,0.24772297627352835,0.2203073768064422,0.1618923728018694,0.6195375143287459,0.6545865167314896,0.6683000800914556,-0.04898529734515146,6.445183888507438e-08,0.4894930185783925,3.1273997596242187,0.2648691918959072,0,0,0,True,PASS,0.15915452213777082,0.04307999718727643,0.04307999718727643
CLONE_2587,mild_temp_shift,-0.25487014843161165,-0.008759655759303984,0.24611049267230767,0.5593518692175666,0.6177668732221394,0.46107767407658,0.48917763378937895,0.6605964281396585,0.6808686031620742,0.2944549794771866,0.24772297627352835,0.2203073768064422,0.15020937200095485,0.6195375143287459,0.6779525183333187,0.6683000800914556,-0.07347794601772718,6.445183888507438e-08,0.4894930185783925,3.1273997596242187,0.2648691918959072,0,0,0,True,PASS,0.15915452213777082,0.09198885097894088,0.09198885097894088
CLONE_2587,perfusion_like,-0.25487014843161165,-0.04178847606769928,0.21308167236391237,0.5593518692175666,0.6060838724212249,0.46107767407658,0.4798109805517793,0.6605964281396585,0.6707325156508663,0.2944549794771866,0.2360399754726138,0.2203073768064422,0.1618923728018694,0.6195375143287459,0.6662695175324042,0.6683000800914556,-0.058782356814181744,6.445183888507438e-08,0.4894930185783925,3.1273997596242187,0.2648691918959072,0,0,0,True,PASS,0.15915452213777082,0.07877732285558277,0.07877732285558277
CLONE_2587,stress_minimized,-0.25487014843161165,0.007662745217169982,0.26253289364878163,0.5593518692175666,0.6177668732221394,0.46107767407658,0.4798109805517793,0.6605964281396585,0.6808686031620742,0.2944549794771866,0.2360399754726138,0.2203073768064422,0.1385263712000403,0.6195375143287459,0.6896355191342333,0.6683000800914556,-0.09797059469030292,6.445183888507438e-08,0.4894930185783925,3.1273997596242187,0.2648691918959072,0,0,0,True,PASS,0.15915452213777082,0.09855781136953047,0.09855781136953047
CLONE_2587,adaptive_perfusion,-0.25487014843161165,-0.05222524736250106,0.2026449010691106,0.5593518692175666,0.6060838724212249,0.46107767407658,0.48917763378937895,0.6605964281396585,0.6707325156508663,0.2944549794771866,0.24772297627352835,0.2203073768064422,0.17357537360278397,0.6195375143287459,0.6662695175324042,0.6683000800914556,-0.04898529734515146,6.445183888507438e-08,0.4894930185783925,3.1273997596242187,0.2648691918959072,0,0,0,True,PASS,0.15915452213777082,0.07460261433766206,0.07460261433766206
CLONE_2654,baseline,0.1105683402942711,0.1105683402942711,0.0,0.6935670737204547,0.6935670737204547,1.0,1.0,0.2452110754458646,0.2452110754458646,0.0620490279902055,0.0620490279902055,0.9049678191016558,0.9049678191016558,0.7641215099008356,0.7641215099008356,0.5382468706712472,0.0,3.071978743244608e-08,0.3620874624153734,7.31365332720674,0.5717153244373251,0,0,0,False,QUALITY_RISK,-0.03767977874790168,0.021619468868967432,-1.9783805311310325
CLONE_2654,rich_media,0.1105683402942711,0.033564052215819734,-0.07700428807845136,0.6935670737204547,0.6968832513103114,1.0,1.0,0.2452110754458646,0.23814478432900882,0.0620490279902055,0.09129351474385736,0.9049678191016558,0.9549772432687326,0.7641215099008356,0.7377035395939261,0.5382468706712472,0.14132582233711538,3.071978743244608e-08,0.3620874624153734,7.31365332720674,0.5717153244373251,0,0,0,False,QUALITY_RISK,-0.03767977874790168,-0.009182246362413113,-2.009182246362413
CLONE_2654,balanced_feed,0.1105683402942711,0.24628464461293054,0.13571630431865944,0.6935670737204547,0.7339192333611619,1.0,1.0,0.2452110754458646,0.2612107329173984,0.0620490279902055,0.03231488009343924,0.9049678191016558,0.8752336712048895,0.7641215099008356,0.8047092125787714,0.5382468706712472,0.023554303722852568,3.071978743244608e-08,0.3620874624153734,7.31365332720674,0.5717153244373251,0,0,0,False,QUALITY_RISK,-0.03767977874790168,0.07590599059643122,-1.9240940094035688
CLONE_2654,nutrient_limited,0.1105683402942711,0.22155540826963616,0.11098706797536506,0.6935670737204547,0.7143320111338796,1.0,0.9923828990942342,0.2452110754458646,0.23662238911702638,0.0620490279902055,0.02051915316335562,0.9049678191016558,0.8530554755680935,0.7641215099008356,0.795268916020973,0.5382468706712472,-0.047108607445705136,3.071978743244608e-08,0.3620874624153734,7.31365332720674,0.5717153244373251,0,0,0,False,QUALITY_RISK,-0.03767977874790168,0.06601429605911346,-1.9339857039408865
CLONE_2654,mild_temp_shift,0.1105683402942711,0.3033041818577021,0.192735841563431,0.6935670737204547,0.745479417254017,1.0,1.0,0.2452110754458646,0.262388448103541,0.0620490279902055,0.02051915316335562,0.9049678191016558,0.842673006861381,0.7641215099008356,0.8160338534343979,0.5382468706712472,-0.07066291116855769,3.071978743244608e-08,0.3620874624153734,7.31365332720674,0.5717153244373251,0,0,0,False,QUALITY_RISK,-0.03767977874790168,0.09871380549433983,-1.9012861945056603
CLONE_2654,perfusion_like,0.1105683402942711,0.28268167843107844,0.17211333813680735,0.6935670737204547,0.7350969485473046,1.0,1.0,0.2452110754458646,0.2537997617747028,0.0620490279902055,0.01013668445664314,0.9049678191016558,0.8530554755680935,0.7641215099008356,0.8056513847276855,0.5382468706712472,-0.05653032893484616,3.071978743244608e-08,0.3620874624153734,7.31365332720674,0.5717153244373251,0,0,0,False,QUALITY_RISK,-0.03767977874790168,0.09046480412369037,-1.9095351958763096
CLONE_2654,stress_minimized,0.1105683402942711,0.3264173038714091,0.215848963577138,0.6935670737204547,0.745479417254017,1.0,1.0,0.2452110754458646,0.262388448103541,0.0620490279902055,0.01013668445664314,0.9049678191016558,0.8322905381546685,0.7641215099008356,0.8264163221411104,0.5382468706712472,-0.09421721489141027,3.071978743244608e-08,0.3620874624153734,7.31365332720674,0.5717153244373251,0,0,0,False,QUALITY_RISK,-0.03767977874790168,0.10795905429982264,-1.8920409457001774
CLONE_2654,adaptive_perfusion,0.1105683402942711,0.26488787582160084,0.15431953552732974,0.6935670737204547,0.7350969485473046,1.0,1.0,0.2452110754458646,0.2537997617747028,0.0620490279902055,0.02051915316335562,0.9049678191016558,0.8634379442748059,0.7641215099008356,0.8056513847276855,0.5382468706712472,-0.047108607445705136,3.071978743244608e-08,0.3620874624153734,7.31365332720674,0.5717153244373251,0,0,0,False,QUALITY_RISK,-0.03767977874790168,0.08334728307989933,-1.9166527169201006
CLONE_1056,baseline,0.37328272672295154,0.37328272672295154,0.0,0.7828642123322535,0.7828642123322535,0.5545802264912362,0.5545802264912362,0.8592431392023833,0.8592431392023833,0.0602017733832518,0.0602017733832518,0.6009493081911588,0.6009493081911588,0.9074309624509,0.9074309624509,0.6502778357178243,0.0,6.793291699110452e-08,0.3537524112120285,6.86866187304162,0.549743862292225,0,0,0,True,PASS,0.22596932426395397,0.284894685247553,0.284894685247553
CLONE_1056,rich_media,0.37328272672295154,0.3231273956115044,-0.050155331111447155,0.7828642123322535,0.7865451465547837,0.5545802264912362,0.5889045565777075,0.8592431392023833,0.8514212950677352,0.0602017733832518,0.09259354305918588,0.6009493081911588,0.6563466345814494,0.9074309624509,0.8781679304288252,0.6502778357178243,0.15643688269296,6.793291699110452e-08,0.3537524112120285,6.86866187304162,0.549743862292225,0,0,0,True,PASS,0.22596932426395397,0.26483255280297413,0.26483255280297413
CLONE_1056,balanced_feed,0.37328272672295154,0.5736650783892534,0.20038235166630186,0.7828642123322535,0.8275716850718584,0.5545802264912362,0.6042645706826868,0.8592431392023833,0.8753186025248807,0.0602017733832518,0.027257807138646676,0.6009493081911588,0.5680053419465536,0.9074309624509,0.9523991633283266,0.6502778357178243,0.026072813782159997,6.793291699110452e-08,0.3537524112120285,6.86866187304162,0.549743862292225,0,0,0,True,PASS,0.22596932426395397,0.36504762591407375,0.36504762591407375
CLONE_1056,nutrient_limited,0.37328272672295154,0.49491473460751434,0.1216320078845628,0.7828642123322535,0.8058697690466099,0.5545802264912362,0.5444347751426888,0.8592431392023833,0.8505535871965805,0.0602017733832518,0.014190659954538824,0.6009493081911588,0.5434354164052676,0.9074309624509,0.9419392975224348,0.6502778357178243,-0.05214562756431999,6.793291699110452e-08,0.3537524112120285,6.86866187304162,0.549743862292225,0,0,0,True,PASS,0.22596932426395397,0.33354748840137816,0.33354748840137816
CLONE_1056,mild_temp_shift,0.37328272672295154,0.617133640955965,0.24385091423301347,0.7828642123322535,0.8403781041181446,0.5545802264912362,0.5850165805368783,0.8592431392023833,0.8766222432139887,0.0602017733832518,0.014190659954538824,0.6009493081911588,0.5319326380480893,0.9074309624509,0.9649448542367912,0.6502778357178243,-0.07821844134648,6.793291699110452e-08,0.3537524112120285,6.86866187304162,0.549743862292225,0,0,0,True,PASS,0.22596932426395397,0.38243505094075836,0.38243505094075836
CLONE_1056,perfusion_like,0.37328272672295154,0.5843183097906238,0.21103558306767228,0.7828642123322535,0.8288753257609665,0.5545802264912362,0.5748711291883309,0.8592431392023833,0.8679326912081861,0.0602017733832518,0.0026878815973605807,0.6009493081911588,0.5434354164052676,0.9074309624509,0.953442075879613,0.6502778357178243,-0.06257475307718399,6.793291699110452e-08,0.3537524112120285,6.86866187304162,0.549743862292225,0,0,0,True,PASS,0.22596932426395397,0.3693089184746219,0.3693089184746219
CLONE_1056,stress_minimized,0.37328272672295154,0.6323578068714081,0.25907508014845654,0.7828642123322535,0.8403781041181446,0.5545802264912362,0.5748711291883309,0.8592431392023833,0.8766222432139887,0.0602017733832518,0.0026878815973605807,0.6009493081911588,0.520429859690911,0.9074309624509,0.9764476325939695,0.6502778357178243,-0.10429125512863999,6.793291699110452e-08,0.3537524112120285,6.86866187304162,0.549743862292225,0,0,0,True,PASS,0.22596932426395397,0.3885247173069356,0.3885247173069356
CLONE_1056,adaptive_perfusion,0.37328272672295154,0.5749874389908529,0.20170471226790138,0.7828642123322535,0.8288753257609665,0.5545802264912362,0.5850165805368783,0.8592431392023833,0.8679326912081861,0.0602017733832518,0.014190659954538824,0.6009493081911588,0.5549381947624458,0.9074309624509,0.953442075879613,0.6502778357178243,-0.05214562756431999,6.793291699110452e-08,0.3537524112120285,6.86866187304162,0.549743862292225,0,0,0,True,PASS,0.22596932426395397,0.36557657015471356,0.36557657015471356
CLONE_0706,baseline,0.3261106526388836,0.3261106526388836,0.0,0.817628865968326,0.817628865968326,0.5487703194814981,0.5487703194814981,0.6362533041750494,0.6362533041750494,0.0046568800632155,0.0046568800632155,0.5186164259771833,0.5186164259771833,0.7298004778847663,0.7298004778847663,0.5841792196739904,0.0,1.7294492219322396e-07,0.6165174010041675,8.27838251275733,0.3972177455161078,0,0,0,True,PASS,-1.9045593697779937,-1.0122913608112427,-1.0122913608112427
CLONE_0706,rich_media,0.3261106526388836,0.26853605487961396,-0.05757459775926965,0.817628865968326,0.8190582564297932,0.5487703194814981,0.5797378367637245,0.6362533041750494,0.6268409024397769,0.0046568800632155,0.03763534653902245,0.5186164259771833,0.5732784768464699,0.7298004778847663,0.7005869721030684,0.5841792196739904,0.18824803470545245,1.7294492219322396e-07,0.6165174010041675,8.27838251275733,0.3972177455161078,0,0,0,True,PASS,-1.9045593697779937,-1.0353211999149505,-1.0353211999149505
CLONE_0706,balanced_feed,0.3261106526388836,0.48719956821354354,0.16108891557465993,0.817628865968326,0.8594273011327401,0.5487703194814981,0.5956371309215173,0.6362533041750494,0.651443604503739,0.0046568800632155,0.0,0.5186164259771833,0.4879735297340181,0.7298004778847663,0.7719126597736895,0.5841792196739904,0.03137467245090875,1.7294492219322396e-07,0.6165174010041675,8.27838251275733,0.3972177455161078,0,0,0,True,PASS,-1.9045593697779937,-0.9478557945813787,-0.9478557945813787
CLONE_0706,nutrient_limited,0.3261106526388836,0.4010787982976064,0.07496814565872278,0.817628865968326,0.8393124503618058,0.5487703194814981,0.539145959813887,0.6362533041750494,0.627873787199432,0.0046568800632155,0.0,0.5186164259771833,0.46440746499348373,0.7298004778847663,0.762325854474986,0.5841792196739904,-0.0627493449018175,1.7294492219322396e-07,0.6165174010041675,8.27838251275733,0.3972177455161078,0,0,0,True,PASS,-1.9045593697779937,-0.9823041025477536,-0.9823041025477536
CLONE_0706,mild_temp_shift,0.3261106526388836,0.5168136208412182,0.19070296820233457,0.817628865968326,0.8718378269520255,0.5487703194814981,0.5776433984843314,0.6362533041750494,0.6530123381262843,0.0046568800632155,0.0,0.5186164259771833,0.45356567279674387,0.7298004778847663,0.7840094388684659,0.5841792196739904,-0.09412401735272623,1.7294492219322396e-07,0.6165174010041675,8.27838251275733,0.3972177455161078,0,0,0,True,PASS,-1.9045593697779937,-0.9360101735303088,-0.9360101735303088
CLONE_0706,perfusion_like,0.3261106526388836,0.47465797328505804,0.14854732064617443,0.817628865968326,0.8609960347552855,0.5487703194814981,0.5680190388167203,0.6362533041750494,0.6446328211506669,0.0046568800632155,0.0,0.5186164259771833,0.46440746499348373,0.7298004778847663,0.7731676466717259,0.5841792196739904,-0.07529921388218098,1.7294492219322396e-07,0.6165174010041675,8.27838251275733,0.3972177455161078,0,0,0,True,PASS,-1.9045593697779937,-0.9528724325527729,-0.9528724325527729
CLONE_0706,stress_minimized,0.3261106526388836,0.5200321729661016,0.193921520327218,0.817628865968326,0.8718378269520255,0.5487703194814981,0.5680190388167203,0.6362533041750494,0.6530123381262843,0.0046568800632155,0.0,0.5186164259771833,0.44272388060000395,0.7298004778847663,0.7948512310652057,0.5841792196739904,-0.125498689803635,1.7294492219322396e-07,0.6165174010041675,8.27838251275733,0.3972177455161078,0,0,0,True,PASS,-1.9045593697779937,-0.9347227526803554,-0.9347227526803554
CLONE_0706,adaptive_perfusion,0.3261106526388836,0.4769940688299966,0.150883416191113,0.817628865968326,0.8609960347552855,0.5487703194814981,0.5776433984843314,0.6362533041750494,0.6446328211506669,0.0046568800632155,0.0,0.5186164259771833,0.47524925719022365,0.7298004778847663,0.7731676466717259,0.5841792196739904,-0.0627493449018175,1.7294492219322396e-07,0.6165174010041675,8.27838251275733,0.3972177455161078,0,0,0,True,PASS,-1.9045593697779937,-0.9519379943347974,-0.9519379943347974
CLONE_0107,baseline,0.5462610528939907,0.5462610528939907,0.0,0.9517955915477389,0.9517955915477389,0.596814592717244,0.596814592717244,0.5891709231765189,0.5891709231765189,0.2182973520960502,0.2182973520960502,0.2428668325836672,0.2428668325836672,0.7995502290849288,0.7995502290849288,0.6131754236974342,0.0,9.352211613801665e-08,0.3769396922086573,5.487991985426047,0.4212884117073754,0,0,0,True,PASS,0.4670394843669585,0.49872811177777143,0.49872811177777143
CLONE_0107,rich_media,0.5462610528939907,0.48912111974082717,-0.05713993315316357,0.9517955915477389,0.9548008521240107,0.596814592717244,0.623996253417271,0.5891709231765189,0.5810444295158164,0.2182973520960502,0.25031265296284183,0.2428668325836672,0.2971456419244075,0.7995502290849288,0.7707855256824182,0.6131754236974342,0.1625298732140492,9.352211613801665e-08,0.3769396922086573,5.487991985426047,0.4212884117073754,0,0,0,True,PASS,0.4670394843669585,0.475872138516506,0.475872138516506
CLONE_0107,balanced_feed,0.5462610528939907,0.7335905096569949,0.18732945676300417,0.9517955915477389,0.9949681928855192,0.596814592717244,0.6378346297648866,0.5891709231765189,0.6067063930456813,0.2182973520960502,0.18652738811726766,0.2428668325836672,0.21109686860488466,0.7995502290849288,0.8429937135447325,0.6131754236974342,0.027088312202341536,9.352211613801665e-08,0.3769396922086573,5.487991985426047,0.4212884117073754,0,0,0,True,PASS,0.4670394843669585,0.573659894482973,0.573659894482973
CLONE_0107,nutrient_limited,0.5462610528939907,0.6648791212181878,0.11861806832419708,0.9517955915477389,0.9740591000216875,0.596814592717244,0.5883938788100967,0.5891709231765189,0.5797259804368791,0.2182973520960502,0.17377033514815282,0.2428668325836672,0.1872080613987955,0.7995502290849288,0.8329454917958519,0.6131754236974342,-0.05417662440468307,9.352211613801665e-08,0.3769396922086573,5.487991985426047,0.4212884117073754,0,0,0,True,PASS,0.4670394843669585,0.5461753391074502,0.5461753391074502
CLONE_0107,mild_temp_shift,0.5462610528939907,0.7686682463322361,0.22240719343824533,0.9517955915477389,1.0,0.596814592717244,0.6220767344386858,0.5891709231765189,0.6080608086557984,0.2182973520960502,0.17377033514815282,0.2428668325836672,0.17607630716182116,0.7995502290849288,0.8552090002698005,0.6131754236974342,-0.0812649366070246,9.352211613801665e-08,0.3769396922086573,5.487991985426047,0.4212884117073754,0,0,0,True,PASS,0.4670394843669585,0.5876909891530695,0.5876909891530695
CLONE_0107,perfusion_like,0.5462610528939907,0.748150115278203,0.20188906238421223,0.9517955915477389,0.9963226084956363,0.596814592717244,0.6136560205315386,0.5891709231765189,0.5986158659161587,0.2182973520960502,0.1626385809111785,0.2428668325836672,0.1872080613987955,0.7995502290849288,0.8440772460328262,0.6131754236974342,-0.06501194928561967,9.352211613801665e-08,0.3769396922086573,5.487991985426047,0.4212884117073754,0,0,0,True,PASS,0.4670394843669585,0.5794837367314563,0.5794837367314563
CLONE_0107,stress_minimized,0.5462610528939907,0.7848315632555959,0.23857051036160515,0.9517955915477389,1.0,0.596814592717244,0.6136560205315386,0.5891709231765189,0.6080608086557984,0.2182973520960502,0.1626385809111785,0.2428668325836672,0.16494455292484683,0.7995502290849288,0.8663407545067748,0.6131754236974342,-0.10835324880936614,9.352211613801665e-08,0.3769396922086573,5.487991985426047,0.4212884117073754,0,0,0,True,PASS,0.4670394843669585,0.5941563159224135,0.5941563159224135
CLONE_0107,adaptive_perfusion,0.5462610528939907,0.7376900042096864,0.1914289513156957,0.9517955915477389,0.9963226084956363,0.596814592717244,0.6220767344386858,0.5891709231765189,0.5986158659161587,0.2182973520960502,0.17377033514815282,0.2428668325836672,0.19833981563576986,0.7995502290849288,0.8440772460328262,0.6131754236974342,-0.05417662440468307,9.352211613801665e-08,0.3769396922086573,5.487991985426047,0.4212884117073754,0,0,0,True,PASS,0.4670394843669585,0.5752996923040496,0.5752996923040496
CLONE_0590,baseline,-0.2036748365186098,-0.2036748365186098,0.0,0.7147949489310776,0.7147949489310776,0.4394810431419204,0.4394810431419204,0.934140757209422,0.934140757209422,0.2665689104653804,0.2665689104653804,0.5545453050090832,0.5545453050090832,0.4702041585968067,0.4702041585968067,0.49713657933065203,0.0,3.982961642458678e-07,0.4651526814706528,6.215167320248035,0.4168467826198945,0,0,0,False,QUALITY_RISK,0.29576814170517374,0.0959909504156603,-1.9040090495843396
CLONE_0590,rich_media,-0.2036748365186098,-0.26881013122596936,-0.06513529470735957,0.7147949489310776,0.7154072458766418,0.4394810431419204,0.4590467698418344,0.934140757209422,0.9247816883616797,0.2665689104653804,0.2977425246692842,0.5545453050090832,0.6056616507996,0.4702041585968067,0.44277417193199986,0.49713657933065203,0.18718137695484588,3.982961642458678e-07,0.4651526814706528,6.215167320248035,0.4168467826198945,0,0,0,False,QUALITY_RISK,0.29576814170517374,0.06993683253271647,-1.9300631674672835
CLONE_0590,balanced_feed,-0.2036748365186098,-0.04065467543415658,0.16302016108445322,0.7147949489310776,0.7531205672963467,0.4394810431419204,0.4720493945181895,0.934140757209422,0.9514923043516786,0.2665689104653804,0.23852662685500928,0.5545453050090832,0.5265030213987121,0.4702041585968067,0.5088417459236672,0.49713657933065203,0.031196896159140983,3.982961642458678e-07,0.4651526814706528,6.215167320248035,0.4168467826198945,0,0,0,True,PASS,0.29576814170517374,0.1611990148494416,0.1611990148494416
CLONE_0590,nutrient_limited,-0.2036748365186098,-0.0971243188092091,0.10655051770940069,0.7147949489310776,0.7347376805176907,0.4394810431419204,0.43271779769739344,0.934140757209422,0.9246850612343153,0.2665689104653804,0.2266834472921543,0.5545453050090832,0.5046884760425505,0.4702041585968067,0.5001182559767262,0.49713657933065203,-0.06239379231828197,3.982961642458678e-07,0.4651526814706528,6.215167320248035,0.4168467826198945,0,0,0,True,PASS,0.29576814170517374,0.13861115749942057,0.13861115749942057
CLONE_0590,mild_temp_shift,-0.2036748365186098,0.003408371429298715,0.20708320794790852,0.7147949489310776,0.7646517778976103,0.4394810431419204,0.45977077947550127,0.934140757209422,0.9530521491596357,0.2665689104653804,0.2266834472921543,0.5545453050090832,0.49471711024924403,0.4702041585968067,0.5200609875633393,0.49713657933065203,-0.09359068847742294,3.982961642458678e-07,0.4651526814706528,6.215167320248035,0.4168467826198945,0,0,0,True,PASS,0.29576814170517374,0.17882423359482372,0.17882423359482372
CLONE_0590,perfusion_like,-0.2036748365186098,-0.023926235450211025,0.17974860106839877,0.7147949489310776,0.7546804121043037,0.4394810431419204,0.45300753403097427,0.934140757209422,0.9435964531845288,0.2665689104653804,0.2167120814988478,0.5545453050090832,0.5046884760425505,0.4702041585968067,0.5100896217700328,0.49713657933065203,-0.07487255078193836,3.982961642458678e-07,0.4651526814706528,6.215167320248035,0.4168467826198945,0,0,0,True,PASS,0.29576814170517374,0.16789039084301982,0.16789039084301982
CLONE_0590,stress_minimized,-0.2036748365186098,0.01868473785059395,0.22235957436920373,0.7147949489310776,0.7646517778976103,0.4394810431419204,0.45300753403097427,0.934140757209422,0.9530521491596357,0.2665689104653804,0.2167120814988478,0.5545453050090832,0.48474574445593754,0.4702041585968067,0.5300323533566458,0.49713657933065203,-0.12478758463656393,3.982961642458678e-07,0.4651526814706528,6.215167320248035,0.4168467826198945,0,0,0,True,PASS,0.29576814170517374,0.1849347801633418,0.1849347801633418
