clone_id,process_condition,baseline_quality_score,process_quality_score,quality_score_gain,glycan_maturity,process_glycan_maturity,galactosylation_level,process_galactosylation_level,sialylation_capacity,process_sialylation_capacity,mannose_retention_risk,process_mannose_retention_risk,aggregation_propensity,process_aggregation_propensity,product_quality_consistency,process_quality_consistency,quality_response,stress_penalty,pred_late_qp,pred_qp_drop,pred_late_agg,pred_rescue_score,pred_rescue_label,is_aggressive,is_super,quality_pass,quality_risk_flag,production_score,combined_quality_utility,combined_quality_utility_guarded,combined_rank
CLONE_4119,stress_minimized,0.5987083332320297,0.8317665775542138,0.23305824432218414,0.8533704792932566,0.905116277372683,0.862518065190951,0.8791219350284469,0.5915015841570969,0.6104316124326786,0.2009674973890842,0.14922169930965784,0.2001716484776551,0.12772753116645819,0.542802756840334,0.6048977145356456,0.5349159615885273,-0.13340374027001503,4.431578743821606e-07,0.333860552094779,3.722193628999589,0.3840073552972247,0,0,0,True,PASS,2.0466283512416688,1.5606836417666867,1.5606836417666867,11.0
CLONE_3269,stress_minimized,0.8359274748365987,1.0676882848426823,0.23176081000608362,0.9655935735291435,1.0,0.663426899498918,0.6807422640299987,0.9245321899396104,0.9446533948361528,0.1132573839242405,0.053298405024610924,0.3642519980190731,0.28030942755959165,0.8202452891802393,0.8921960638597948,0.6991795779925916,-0.0963384615658616,2.253633287405869e-07,0.3256902681688782,3.109497286918599,0.352782702509728,0,0,0,True,PASS,1.7754446629432352,1.492342111703014,1.492342111703014,12.0
CLONE_3290,stress_minimized,0.3269958278806805,0.5616413352063682,0.23464550732568767,0.77966074201384,0.8314811110749794,0.8180430391628268,0.8351375833221009,0.9135774824267836,0.9340731879875215,0.3342156759047973,0.2823953068436579,0.3894316776550963,0.3168831609695011,0.5059871200201863,0.5681715628935536,0.5364073812227884,-0.14501737382859797,8.042182062891282e-07,0.4113942770666858,4.352387003759505,0.393076520674585,0,0,0,True,PASS,2.1093649008188677,1.4902754745738678,1.4902754745738678,13.0
CLONE_2723,stress_minimized,0.3130238360984361,0.5811596398681946,0.26813580376975854,0.8402164575046053,0.9006761492049622,0.8710957289930871,0.8860487765187365,0.9105309475510862,0.9334082402551634,0.4823861109482299,0.421926419247873,0.487435832978181,0.40279226459768125,0.6397415944287496,0.7122932244691779,0.7091938340071388,-0.10219938444613248,4.591528155245988e-07,0.3499252170699415,3.3005801010554863,0.4248315411805428,0,0,0,True,PASS,2.070349434708394,1.4746735167723142,1.4746735167723142,14.0
CLONE_3249,mild_temp_shift,0.9461069126745283,1.1029567687749644,0.1568498561004361,0.8791550213742594,0.9422433749483315,0.6337019297336657,0.659170565358266,0.721443807964249,0.7433981211869914,0.0,0.0,0.0,0.0,0.8094540311538536,0.8725423847279258,0.7617670714814435,-0.06461215113906656,1.911849503480225e-07,0.3230568128219704,3.1033733132847527,0.3387678560253555,0,0,0,True,PASS,1.7197230454447785,1.473016534776853,1.473016534776853,15.0
CLONE_0231,stress_minimized,0.3362961514258948,0.5920032562421136,0.2557071048162188,0.6762488510955155,0.7337516066391143,0.7386290604446925,0.7549282689808299,0.8990911107789512,0.9179845231680321,0.3894763909089677,0.3319736353653688,0.2615680573819657,0.18106419962092724,0.9138334814433708,0.9828367880956895,0.650055110871978,-0.1149714362854824,1.968748527448736e-07,0.2955119916635477,2.8906996161098646,0.2711396160527892,0,0,0,True,PASS,1.9977675870786182,1.4354618547440163,1.4354618547440163,16.0
CLONE_0678,stress_minimized,0.6905864331599523,0.9184905921325911,0.22790415897263883,0.6448808998189737,0.7083364616419446,1.0,1.0,0.801271517939314,0.8233825547655015,0.1233160950332309,0.059860533210259914,0.4547370948876092,0.3658993083354498,0.99509802477002,1.0,0.7691112364594197,-0.09476318785209711,1.9096023337753673e-07,0.315996763730515,3.199302507583319,0.3271475969346299,0,0,0,True,PASS,1.7479838254366422,1.4161865321150215,1.4161865321150215,17.0
CLONE_3750,stress_minimized,0.6181727805040191,0.8587223329639888,0.24054955245996967,0.8707760042702355,0.9246932850386684,0.8207016933141218,0.8362817096664423,0.4293669726763988,0.44804168688779833,0.1055547139919856,0.05163743322355261,0.3659241421043486,0.2904399490285424,0.8105114803885285,0.875212217310648,0.5783456153686596,-0.1413069350612451,2.7289844680236757e-07,0.329779718420214,3.495504296776484,0.3643229682564478,0,0,0,True,PASS,1.751341644675836,1.394293919991097,1.394293919991097,18.0
CLONE_4059,stress_minimized,0.3376854565415853,0.5937287652285628,0.25604330868697744,0.8859791631255425,0.9429155323334095,0.670088334705166,0.688752801529194,0.5570848955308456,0.5763288901684136,0.1723193014086288,0.11538293220076179,0.5279970180715111,0.4482861011804973,0.7496601629285988,0.8179838059780392,0.6387273841573404,-0.13010322436225982,6.450693283284838e-07,0.3596568677425796,5.178674573066878,0.4483226374999663,0,0,0,True,PASS,1.9277973056672597,1.394169889491781,1.394169889491781,19.0
CLONE_3627,stress_minimized,0.5979420741005581,0.7711616191937944,0.17321954509323634,1.0,1.0,0.5865977035618103,0.6031289876227224,0.934756099502019,0.9531529075721381,0.4369315615196008,0.38050119597693366,0.2030511711444015,0.12404865938466755,0.8329696843880012,0.9006861230392017,0.6286073108533419,-0.08012424533743348,2.5925862077244818e-08,0.2904141458686954,2.3205637889505804,0.2536859920767185,0,0,0,True,PASS,1.7981448054064697,1.3873515309213995,1.3873515309213995,20.0
CLONE_3581,stress_minimized,0.22090546724915303,0.3882321692260125,0.16732670197685948,1.0,1.0,0.5886285565773915,0.6026738252030086,0.6320323306907336,0.6528839914758107,0.3073389287377577,0.25266741307203056,0.6197066480375643,0.5431665261055463,0.6955577411104112,0.7611635599092839,0.5934303133145434,-0.1332074049998532,4.088160684660179e-07,0.362582720677385,2.774032421979511,0.4123046546312422,0,0,0,True,PASS,1.9971975894477882,1.353611421359078,1.353611421359078,21.0
CLONE_4292,stress_minimized,0.39803628384207507,0.6606002290032805,0.26256394516120546,0.7894826541099548,0.8480952735412267,0.5928158824570972,0.6108079111534054,0.9062355018862208,0.9265094553837242,0.3928216054308019,0.33420898599953003,0.174850310537989,0.09279264333420834,0.9017022029486332,0.9720373462661596,0.6722523886254379,-0.12107382630527269,9.937740377513104e-08,0.3052416949901428,2.6095948923090084,0.2901127246952656,0,0,0,True,PASS,1.7762045983302583,1.3299628505994674,1.3299628505994674,22.0
CLONE_0080,stress_minimized,0.8204982639521936,1.1064708236071716,0.28597255965497803,0.9275350887147086,0.9918005262011467,0.8166853600377305,0.8342959694229877,0.7276374652218809,0.7503680856523474,0.2381914929314558,0.17392605544501777,0.1578289964888979,0.06785738400788463,0.7499169775096655,0.8270355024933911,0.7853087497287607,-0.05728974915706952,4.1304046608883856e-08,0.3187772405048468,2.9291147131874222,0.3190646570730971,0,0,0,True,PASS,1.4584213229645546,1.3176411232216014,1.3176411232216014,23.0
CLONE_1591,stress_minimized,1.202800124456237,1.3751782492720632,0.17237812481582626,1.0,1.0,0.9045935310584402,0.9216006204039691,1.0,1.0,0.2388832695199298,0.17941196069212725,0.1750638329479205,0.09180400058899692,0.8818398426910167,0.9532054132843797,0.689426176556051,-0.11008681096870132,2.718107011828022e-07,0.3571622108537792,4.642762837058293,0.406233400619736,0,0,0,True,PASS,1.241457910692822,1.2949460461245184,1.2949460461245184,24.0
CLONE_1210,stress_minimized,0.64652188701098,0.9088574185772185,0.26233553156623846,0.8374336750461743,0.896164135756009,0.9126683953105093,0.930428634870871,0.666513434782859,0.6858696632376431,0.2125238950738907,0.153793434364056,0.3866100350263145,0.30438739003254595,0.7806308535392976,0.8511074063910993,0.6746092141966941,-0.11241247689881388,2.3113868583382385e-07,0.357848480715048,3.2537471456672193,0.3950623975693983,0,0,0,True,PASS,1.506050258226863,1.267173122367005,1.267173122367005,25.0
CLONE_0894,stress_minimized,0.5551288772513712,0.7202688019900609,0.16513992473868977,1.0,1.0,0.3651072491504793,0.3837626166836884,0.7188469383576711,0.741368781596021,0.2106465613791328,0.14386940376468393,0.2353055768343834,0.14181755617415504,0.9965556795716918,1.0,0.835543152288977,-0.07529568959501567,2.0149199712064206e-07,0.3182436754540512,3.729970881873194,0.3354484629537501,0,0,1,True,PASS,1.6164562377988705,1.2579812634753467,1.2579812634753467,26.0
CLONE_3146,stress_minimized,0.11518451623217028,0.3704295903996061,0.2552450741674358,0.6779263380428433,0.7356107740068554,0.5972968681669506,0.611896210201363,0.6645950868690582,0.6845869220678638,0.3626546105376305,0.30497017457361836,0.239256880103779,0.15849866975416202,0.9066139973998552,0.9758353205566697,0.6536887192802424,-0.10845595952025747,5.510729524711625e-07,0.3248821008615645,5.745677550163638,0.4274491474116852,0,0,0,True,PASS,1.832100041278878,1.2474318609271693,1.2474318609271693,27.0
CLONE_1361,stress_minimized,0.13071700532030844,0.39537431564986714,0.2646573103295587,0.916943050249644,0.9765293725579591,0.3722018383716927,0.38812075126962187,0.4569463345672982,0.47787333671164806,0.2790424576282829,0.21945613531996766,0.2301513905441174,0.14673053931247607,0.765042821245036,0.8365464080150142,0.6917264461663046,-0.07841959937035144,1.658457914373905e-07,0.2990419383357655,3.412391288517401,0.2855900512001941,0,0,0,True,PASS,1.7647254572462243,1.2169850006076814,1.2169850006076814,28.0
CLONE_3186,stress_minimized,0.8860469304655966,1.0619242405349676,0.17587731006937102,0.9625496802787364,1.0,0.9287748836303272,0.9494834400740361,0.5696469235225521,0.5874308970077098,0.0,0.0,0.6602337933828144,0.5773437471576329,0.919343982398593,0.9903925934487485,0.6841435175025918,-0.09357839885252794,2.7382799464663066e-07,0.3491351174695895,4.626384910312626,0.4039974562302507,0,0,0,True,PASS,1.3114181986026627,1.2116206153755846,1.2116206153755846,29.0
CLONE_0970,stress_minimized,0.7089868335249597,0.9648273202928317,0.25584048676787197,0.8210217736407781,0.8788168564905798,0.7738138415824396,0.7888601048610732,0.955938958295311,0.9753271066929521,0.1764790438828411,0.11868396103303933,0.4100019617824773,0.32908884579275477,0.9000106765205887,0.9693647759403509,0.6559016569960356,-0.0835345018260464,5.983315154529785e-08,0.3164535683619022,3.5314896742944883,0.312312755951568,0,0,0,True,PASS,1.361120628289692,1.202603305090948,1.202603305090948,30.0
CLONE_0654,stress_minimized,0.6450240672151544,0.8318406929192854,0.18681662570413105,0.906265692451276,0.9651509874880887,0.4498484652828984,0.46541344368134896,0.5096458086289813,0.5287180533199873,0.0,0.0,0.1717513095690805,0.08931189651754262,0.9559541339516802,1.0,0.6777059007362551,-0.09598250269365861,2.663843021475453e-07,0.3525657138560559,4.086183066978245,0.417580294798043,0,0,0,True,PASS,1.4091857629525648,1.178247734939253,1.178247734939253,31.0
CLONE_4774,stress_minimized,0.39427119459912063,0.6353061802479696,0.24103498564884895,0.6518869241372602,0.7143647811672796,0.8898534199150111,0.9083783278818975,0.3067623947011054,0.3276938958482806,0.3083065597597955,0.24582870272977603,0.032877081985549,0.0,0.9012071026397408,0.9761805310757641,0.749557140600389,-0.07385035416699456,8.068394051802526e-08,0.3247708385357325,2.824799219686908,0.3388209020331557,0,0,0,True,PASS,1.5291037214928287,1.171584704994885,1.171584704994885,32.0
CLONE_2358,stress_minimized,0.08853663673866946,0.34176273885231284,0.2532261021136434,0.7262844957678223,0.7820620817505413,0.6237057693660902,0.6437464876998354,0.7468567522087706,0.7668953513082167,0.2335010190143572,0.17772343303163823,0.4516525370510204,0.3735639166752138,0.6202695347507668,0.6872026379300296,0.6155517196543787,-0.13450706808207166,4.67545331273147e-07,0.3143944140018362,5.801222306527843,0.4048211800426153,0,0,0,True,PASS,1.7084078307456707,1.1617497939883275,1.1617497939883275,33.0
CLONE_4843,stress_minimized,0.8032002857622483,1.0618323588736145,0.25863207311136616,0.8771356123761114,0.9349285812010446,0.8258508061863897,0.8429561052779577,0.7404814397690174,0.7612470489318387,0.2179154915748161,0.1601225227498828,0.1900901047674922,0.10917994841258559,0.824788967027938,0.894140529617858,0.6558593764986655,-0.10716031026389601,7.29739360038093e-08,0.3561482244089398,3.1128931857850723,0.3937074700746866,0,0,0,True,PASS,1.1976513412817869,1.143323748318518,1.143323748318518,34.0
CLONE_1371,stress_minimized,0.7960609140655378,0.9928695635914385,0.19680864952590071,1.0,1.0,0.7797943116870059,0.7982232536735936,0.6223692650725501,0.6463692650725501,0.0880618777223356,0.02440585682895574,0.3780933941207838,0.288974964870052,0.6820728498186289,0.7584600748906848,0.7731204178675972,-0.09149482679851906,6.791834791961246e-08,0.3275403075992024,3.7297100694099616,0.3417962852357144,0,0,0,True,PASS,1.2433538526620258,1.143160137033791,1.143160137033791,35.0
CLONE_1145,stress_minimized,0.322898613615756,0.550100500129519,0.22720188651376305,0.8180894108749956,0.8800879651826009,0.6112602227764695,0.6287016662052348,1.0,1.0,0.3711187531220588,0.3091201988144535,0.5403934036797696,0.45359542764912225,1.0,1.0,0.739971086152105,-0.08567042324249163,9.178410266847059e-08,0.2993541026179964,3.6641637442098296,0.2800658209554899,0,0,0,True,PASS,1.5290959331329685,1.1374977599315887,1.1374977599315887,36.0
CLONE_2670,stress_minimized,0.250671690545884,0.47697412705471,0.22630243650882598,0.7708549010851924,0.8301074730589308,0.6913255108105884,0.7079600296881552,0.8009559393356047,0.8192457966552461,0.3858776105856391,0.3266250386119006,0.5022126326725892,0.4192590319093554,1.0,1.0,0.6850514394747691,-0.09001540205684284,1.182509520933004e-07,0.3282965398112064,2.8825646768404374,0.3531999162099145,0,0,0,True,PASS,1.57224735212204,1.1341380620951078,1.1341380620951078,37.0
CLONE_0151,stress_minimized,0.08805068671819263,0.3084528022604217,0.22040211554222908,0.7218107166821862,0.7709713236297066,0.7841836152484223,0.7984969473770671,0.3849755675346754,0.4039193117108959,0.1521875822853999,0.10302697533787958,0.4509665973552639,0.38214174762873543,0.5031667571473545,0.5621594854843789,0.4832121389504066,-0.13597579426340733,4.005827611170113e-07,0.305255200956132,5.626054978337682,0.361787084200382,0,0,0,True,PASS,1.672054835860818,1.1266140224206593,1.1266140224206593,38.0
CLONE_0101,stress_minimized,0.09377030293038964,0.27354040163018695,0.17977009869979732,0.9923678419199484,1.0,0.5293952904669434,0.546583049395654,0.5855732464838656,0.6042692632120265,0.4135711380928499,0.3590010369466574,0.6126988489677213,0.5363007073630518,0.8341648958780898,0.8996490172535209,0.5914020229238498,-0.15241768832861052,1.1858235879797264e-06,0.4788826066132283,7.312104299341598,0.5393995700988946,0,0,0,True,PASS,1.6881802711575256,1.12232432334659,1.12232432334659,39.0
CLONE_1908,stress_minimized,0.06695409909279464,0.3280848641491937,0.26113076505639904,0.7662083250903544,0.8248908724497861,0.4365886041085897,0.45248042059788984,0.6958668280000755,0.7170098188383068,0.3051279325463488,0.2464453851869171,0.3274774061415458,0.24532183983834144,0.8687392083819907,0.9391582652133087,0.6736509471886338,-0.12191759021651745,2.656789395330958e-07,0.3276142113940773,3.88899580885688,0.3654880023168315,0,0,0,True,PASS,1.6489700821228341,1.1206159949333778,1.1206159949333778,40.0
CLONE_3007,stress_minimized,0.9888907056975007,1.2106886025077115,0.22179789681021078,0.8906837643799657,0.9442380021915516,0.7045010378206844,0.7200595505976033,0.8823120059265562,0.8985461087132388,0.1334964375292423,0.07994219971765637,0.0518119820878752,0.0,0.8985081983848959,0.962773283758799,0.5710847562317187,-0.07220054710403126,2.7234500476572538e-08,0.2478110846525194,6.409448945579114,0.2649184625043692,0,0,0,True,PASS,1.0602274548935762,1.1204119139392303,1.1204119139392303,41.0
CLONE_0197,stress_minimized,0.4556426484739991,0.6727400596495335,0.21709741117553444,0.7866790228625249,0.8448044423343712,0.7069637249811463,0.7259636111958059,0.5975767856268083,0.617145331133147,0.0148280191301653,0.0,0.3633148263724532,0.28193923911186836,0.598500394067108,0.6682508974333236,0.6625083894369261,-0.0952617776579141,1.7362645462773435e-07,0.332937724605663,3.826769226850768,0.3626428725284245,0,0,0,True,PASS,1.4162606459473126,1.118852411428201,1.118852411428201,42.0
CLONE_0535,stress_minimized,-0.34600584127624157,-0.08558591330432341,0.26041992797191815,0.7012888906771851,0.758816965438424,0.3968452656109619,0.4176230177932418,0.9272655197367842,0.9462153507823019,0.5011673249985037,0.44363925023726475,0.5552651940033947,0.4747258893376602,0.7892440007563277,0.8582776904698144,0.6505614952247785,-0.14695212226890755,1.517743855165553e-06,0.4926308799500265,8.984754889540932,0.607211714565369,1,0,0,True,PASS,1.8990817128262867,1.1052146623740426,1.1052146623740426,43.0
CLONE_0030,stress_minimized,0.31529995225922613,0.4902915008095915,0.17499154855036536,0.7808396294563467,0.8313966346726811,0.4086415181774367,0.4250785454214576,0.7687349663811809,0.7845998122453316,0.0,0.0,0.3861695676363969,0.3153897603335286,0.7696255596412174,0.8302939659008187,0.5111401043266899,-0.12657627177523592,1.3419771807999753e-07,0.3336464162825793,3.1505623305984365,0.366940755885456,0,0,0,True,PASS,1.4977840347678586,1.0947870211845516,1.0947870211845516,44.0
CLONE_0298,stress_minimized,0.18410431371189695,0.36966153031213755,0.1855572166002406,1.0,1.0,0.6318763978990825,0.6542442281341267,0.9135549862999568,0.9325890881765069,0.3827180120272002,0.32396825540125307,0.6884109102760959,0.6061612509997699,0.5041004412529679,0.5746001492041044,0.6749951325189419,-0.08406203571219552,1.195073781367471e-07,0.320110893475266,3.1157224596797763,0.331619265734995,0,0,0,True,PASS,1.576679470553362,1.0938722944568722,1.0938722944568722,45.0
CLONE_0069,stress_minimized,0.48079328159305373,0.6883782967583579,0.2075850151653042,0.919839942312846,0.9788425456660399,0.8004178104455049,0.8183791278136449,0.2614037674782817,0.2812660993493747,0.0038532927583856,0.0,0.5820240375954253,0.4994203929009539,0.7047440851542763,0.7755472091781089,0.6800520670638769,-0.07190852034243407,4.8726490537610356e-08,0.3461616569075905,2.674207091756611,0.392950925165757,0,0,0,True,PASS,1.3331032042919615,1.07521324127852,1.07521324127852,46.0
CLONE_2755,stress_minimized,0.9566501827631051,1.120926444945668,0.16427626218256286,1.0,1.0,0.972441200241147,0.9911780846296354,0.6580255423606661,0.6796690441094041,0.0342408353411202,0.0,0.5259295908021339,0.43825526080255606,0.6684324237906346,0.7435818495045584,0.7524904285653975,-0.07123306068035339,9.836080809401137e-08,0.3662016305977196,3.652331239408138,0.3850915112435514,0,0,0,True,PASS,1.03802030749653,1.0711827624761852,1.0711827624761852,47.0
CLONE_3110,stress_minimized,0.5812353390911889,0.8205297858493297,0.23929444675814082,0.9288982591802072,0.9863016529750439,1.0,1.0,0.8898868920520815,0.9101019522225428,0.5153364847609022,0.4579330909660655,0.384728150549433,0.30436339923666156,0.6128940121046713,0.6817780846584754,0.6480678758967348,-0.09396622480945616,1.0884961803747209e-07,0.3431665966174911,3.649758756532094,0.3855805473153474,0,0,0,True,PASS,1.2378471119659245,1.0709201815192866,1.0709201815192866,48.0
CLONE_0229,stress_minimized,0.15470884286568085,0.3805269399576437,0.22581809709196285,0.5800858240386173,0.6380478286070332,0.58321914007712,0.5984121008266285,0.6199321932048737,0.6388642571717285,0.2187383420831762,0.16077633751476023,0.0369785961817339,0.0,0.7599852166419461,0.8295396221240452,0.6592400913683194,-0.06987455708078191,4.976169185444076e-08,0.3390116296578987,2.154540509820164,0.3750791867156721,0,0,0,True,PASS,1.5252864414388712,1.0673826408463802,1.0673826408463802,49.0
CLONE_4325,stress_minimized,0.9094440647501926,1.1485414789910005,0.23909741424080788,0.9393952038370766,0.9988296521429887,0.9181567566767976,0.9379834122400817,0.403910982597047,0.42418875028360986,0.0313917105646355,0.0,0.2586885134126663,0.17548028578438946,0.7309352880915927,0.8022566260586871,0.6886889661182404,-0.09163586075318436,2.5377447168733026e-08,0.3857516883066495,2.564984484852538,0.3588897669724155,0,0,0,True,PASS,1.0072239454144558,1.0637509588450738,1.0637509588450738,50.0
CLONE_3895,balanced_feed,1.3300058319102355,1.415354271499763,0.08534843958952743,1.0,1.0,0.8118003773040978,0.8582327925747041,1.0,1.0,0.0,0.0,0.0182540790245164,0.0,0.6274054738983522,0.6765501692090187,0.7515570806558634,0.02293969788920117,8.950082230044664e-08,0.3633455736318267,4.486685443009587,0.3883825526770101,0,0,0,True,PASS,0.8223328866838843,1.0595414406102357,1.0595414406102357,51.0
CLONE_1554,stress_minimized,1.0448243284411338,1.222534180465591,0.1777098520244571,0.8824926733534814,0.941918027150838,0.6802052412470162,0.695948759596996,0.9844404960620564,1.0,0.0,0.0,0.2447622051813605,0.16156670986506114,0.9731207934501368,1.0,0.6885070759471336,-0.10983478706497747,5.1035207950259684e-08,0.3645933735794013,3.6497819496545785,0.3794019321664167,0,0,0,True,PASS,0.9437985271960831,1.0552927885038863,1.0552927885038863,52.0
CLONE_1341,stress_minimized,0.3628030383563215,0.5577807162944212,0.19497767793809967,0.8541387288148848,0.9103573666815996,0.6591916635765616,0.6767310952460392,0.2885829823873619,0.3085015624675688,0.0,0.0,0.2481323519365757,0.16942625892317503,0.448246469100017,0.5157088345400747,0.6243727573342949,-0.07612855401977887,8.948833057819573e-08,0.3423300885435157,3.0544474139542643,0.3889814175412436,0,0,0,True,PASS,1.3554885193192336,1.0364053981093087,1.0364053981093087,53.0
CLONE_4629,stress_minimized,0.9982467780267381,1.1651522311315687,0.16690545310483063,1.0,1.0,1.0,1.0,0.326150729696796,0.3485658722244266,0.1495225205121332,0.08979833297797275,0.155125514557114,0.0715116520092894,0.7484856425627882,0.8201546676037806,0.6944837506832087,-0.08737311864110914,3.692393119244699e-08,0.3474548692071799,4.01236314225121,0.3898078172476751,0,0,0,True,PASS,0.9478989738293246,1.0348002767502222,1.0348002767502222,54.0
CLONE_4735,stress_minimized,-0.052914891734681925,0.18982834911053162,0.24274324084521354,0.705159366661407,0.758647276386956,0.5376813875576588,0.5572793221388799,0.9219787001604228,0.9402469270476249,0.2557948109967681,0.20230690127121914,0.581938917248796,0.5070558436330275,0.6218924262221598,0.6860779178928186,0.5697581945109793,-0.13883555218354823,3.364365740857508e-07,0.365466991619785,3.5977398200477677,0.402509764662828,0,0,0,True,PASS,1.596779528299039,1.033999056623636,1.033999056623636,55.0
