clone_id,productivity,stability,quality_potential,G_platform,CN_true,CN_obs,k_decay_i
CLONE_0058,204.39664125096695,0.7405879413406742,0.8755943699778139,0.5515589908412195,4,4,0.02950459595691938
CLONE_0059,57.98211009080885,0.5819430824457377,0.8622684255397581,0.48344525808698124,3,3,0.04658538016704647
CLONE_0060,512.7021290700746,0.5504004049434282,0.3579653168087102,0.5522396414790832,5,5,0.057505181913614825
CLONE_0061,120.56305708395519,0.572878084476655,0.6190086998058852,0.5157677643861704,6,6,0.054693474667920565
CLONE_0062,38.12349183280927,0.5436014761889264,0.5601488726150359,0.4652319206049774,3,3,0.0366097784464756
CLONE_0063,34.664496295062634,0.6693723935933104,0.8222859470375568,0.522567704179274,4,4,0.0323652938855837
CLONE_0064,107.35731253495088,0.6099311696265453,0.7851974567990339,0.45267249253930003,6,7,0.06078669183518463
CLONE_0065,60.563855740421275,0.23500355385466204,0.7876600580429896,0.3816936027885343,4,4,0.048477751896967056
CLONE_0066,120.18883445158106,0.7060272884188435,0.7056169962594355,0.4982598250641396,4,4,0.03824808469138899
CLONE_0067,90.1324817725992,0.6430235382416583,0.719686582581004,0.38905623402047007,2,2,0.06134246339491531
CLONE_0068,64.05815446982302,0.7233920022081972,0.770567335357513,0.552085445061448,2,2,0.04343855731035207
CLONE_0069,38.70455461764895,0.5944822066678925,0.6977521191583214,0.49671960454238323,3,3,0.04242244523666838
CLONE_0070,26.91355046181037,0.7460247009966372,0.8811283050798439,0.6220249889397476,5,5,0.04025979587741298
CLONE_0071,48.32619920896634,0.4006245539292612,0.6022625443010933,0.4711363790867107,2,2,0.04135356675517179
CLONE_0072,127.55836797577625,0.8097329359545979,0.6408762337802569,0.498247627451181,3,3,0.040982623273891176
CLONE_0073,82.11386738511116,0.6649036282032376,0.7510402267848483,0.37416986212925124,4,4,0.05427695847104831
CLONE_0074,27.16358139267592,0.5586018775650393,0.6975387025580367,0.4045763595988252,2,2,0.07367636567958823
CLONE_0075,76.32944400006087,0.5469626435390582,0.5706734093706418,0.35719651410543374,3,3,0.035263225265726464
CLONE_0076,93.93000670850506,0.6951542999567637,0.8521768141406807,0.5931789784596625,3,2,0.045914057761051424
CLONE_0077,38.89895883330896,0.7219476714875354,0.6598550764328083,0.4598754646331774,4,4,0.047990817822265476
CLONE_0078,83.58176539539129,0.6173027036747015,0.6421201053835545,0.6140759224784245,4,4,0.0561576934228933
CLONE_0079,71.93480654678945,0.7497295354528863,0.6927490967506371,0.2812612682283016,4,4,0.06401412642088421
CLONE_0080,32.54139760382683,0.6789196837720151,0.644259309347323,0.6322370987245287,3,3,0.048047133671668074
CLONE_0081,85.34598732237316,0.6481800905820725,0.7610216737440263,0.4940482781909529,2,2,0.04263822730383179
CLONE_0082,104.53349667847078,0.41063437099659905,0.7089115891467039,0.5297016358419999,3,3,0.05777410442047223
CLONE_0083,146.15701751039296,0.79480267028403,0.667731744197565,0.4080506039545054,3,3,0.03318170268164979
CLONE_0084,154.29434368956103,0.6730854182648661,0.682667932341801,0.5460073606300521,4,4,0.029254230326510457
CLONE_0085,26.496077667705276,0.639392700014756,0.9028528130099096,0.4673291282647986,3,4,0.095546842462989
CLONE_0086,35.42122648495089,0.5681026604741827,0.7983472618171625,0.3970232063940493,3,2,0.04085599078407444
CLONE_0087,97.90781632930253,0.3988979144306915,0.4864129187789245,0.39587485693349456,3,3,0.04508689711882764
CLONE_0088,92.85129812114482,0.746655435826442,0.8836488967255068,0.39439556377521023,2,2,0.05728145748887858
CLONE_0089,96.215366392652,0.6858813443383182,0.8495084798713912,0.5332219454097276,2,2,0.05453112121766596
CLONE_0090,1025.1535165351695,0.5176879109818665,0.8187299789195486,0.444610496509266,3,3,0.06238548161407205
CLONE_0091,105.04605579825102,0.5777020944554905,0.8639495149141176,0.3603067956625197,4,4,0.06320797261847946
CLONE_0092,148.51906868498773,0.5874466344323286,0.7741364560158797,0.5322687942620229,2,2,0.03486241765490851
CLONE_0093,130.57804233907248,0.6355663193719804,0.8242058339021849,0.3185474166265869,3,3,0.06867211179029174
CLONE_0094,118.4194510447378,0.7387847975757056,0.6991822464148864,0.6142411651090743,4,4,0.056809324339898784
CLONE_0095,60.995095074549184,0.5846845008212913,0.9039237699602664,0.6671323973460846,4,4,0.05495567313952801
CLONE_0096,115.8847947963913,0.6040199589071009,0.7741992683948713,0.38714043981589613,3,4,0.055570503145378605
CLONE_0097,41.73419665602725,0.8266262022440809,0.565526233963817,0.5910620864186518,3,3,0.028615561161317637
CLONE_0098,62.274549807460176,0.5671410952209214,0.9117508273144979,0.5305081299862608,4,4,0.04744362945569441
CLONE_0099,51.368946148322316,0.4418206838601015,0.7258348584632339,0.45635795434543075,4,4,0.03926679128356083
CLONE_0100,69.76729489005324,0.587258296956516,0.7208851664960055,0.46041294339150673,2,2,0.037877967998719585
CLONE_0101,397.33480439133507,0.4016707812151199,0.6837752390975183,0.5570177511044216,6,6,0.04425877271530551
CLONE_0102,18.945632702671396,0.8222033367734727,0.7024822806518503,0.4965043621645546,3,4,0.06145996843544876
CLONE_0103,111.82494391676927,0.42945128566837726,0.7542743740630841,0.287414761166888,4,4,0.053721931442843665
CLONE_0104,22.472815463890445,0.8980336139255501,0.6449789970735724,0.6738291000560731,2,2,0.055778677434741554
CLONE_0105,50.837702540752716,0.42429592166413826,0.5287938138089054,0.5378303054324609,3,2,0.044720848672608116
CLONE_0106,150.0038107038128,0.6574106090908776,0.5980587156536066,0.4954491823476435,3,3,0.054932076550974644
CLONE_0107,68.51913157694227,0.6648859971029674,0.8149193733900145,0.43746709616035023,2,3,0.04757277299076634
CLONE_0108,31.161920805018536,0.7077259092943451,0.7402717063471935,0.4834719799448399,2,2,0.06338985942608728
CLONE_0109,41.444425200515816,0.73632428637513,0.9504100575255966,0.6092630499939553,2,2,0.0594977139915204
CLONE_0110,107.6825497120968,0.6352478566098655,0.7607360662316349,0.5228756320228757,2,2,0.05203816601082874
CLONE_0111,42.37149598927826,0.5994091768989667,0.8897078527799165,0.5327981158538923,3,2,0.040923304492423866
CLONE_0112,79.37278150608863,0.7111394323278697,0.6383498837091128,0.3924060383348215,3,3,0.05353151155573785
CLONE_0113,77.22925683786967,0.6822509959795101,0.6763927049696763,0.4694454697123392,5,6,0.053124391936398445
CLONE_0114,42.21377926597502,0.6195362063582832,0.7691402882295084,0.5044668879967372,2,2,0.051514148711311714
CLONE_0115,319.0845802273681,0.7913502910423182,0.745462038993483,0.5606494475610005,3,3,0.04439190973430605
CLONE_0116,102.76178770052212,0.6561982735973751,0.7255389014108079,0.46368016543838053,2,2,0.0424525724376246
CLONE_0117,16.44910396142298,0.6418131567823652,0.6482968108623256,0.580482415990656,2,2,0.05419646068832798
CLONE_0118,81.0862562186731,0.7201266616647152,0.49906053680073426,0.40118654035766427,4,4,0.04035032053073999
CLONE_0119,45.969095368567956,0.7352914688699609,0.8472819676190034,0.5060841279583488,4,4,0.04694986999364188
CLONE_0120,132.19353734742486,0.5851781752825606,0.8283248451046978,0.4914595288270936,4,5,0.0579013088335108
CLONE_0121,36.98785432767295,0.4745795959011432,0.6555235892487223,0.37041560913215454,2,2,0.055834670705430835
CLONE_0122,64.59738204156903,0.7216444263725981,0.8146175823290158,0.4958256332812472,3,3,0.03743874676284655
CLONE_0123,102.56424906166504,0.32674099067565215,0.7191296628853687,0.44919801119254893,4,4,0.05387433375031905
CLONE_0124,137.83231513276752,0.5528460998018343,0.9358288524504879,0.6212415136977413,4,4,0.08309573326311384
CLONE_0125,31.203565782972458,0.6041991367275819,0.5495025457692276,0.46416414760703945,4,4,0.05920002027921602
CLONE_0126,58.16091820676488,0.7244637803685932,0.7373073083227368,0.5306626462011524,4,3,0.04668280726192518
CLONE_0127,50.943494820877454,0.5944183364226118,0.7048228328910774,0.3939198695429464,4,4,0.06933131400880606
CLONE_0128,44.5839760145136,0.8632606386705004,0.7856817570445906,0.520687960331738,3,3,0.08664506098148372
CLONE_0129,248.75129615129705,0.4379703165978455,0.9462789391761978,0.46374717699480533,4,4,0.06204513686228422
CLONE_0130,95.23129996880215,0.4624824055748072,0.7230328753270359,0.4324905881388792,4,4,0.032431616274199625
CLONE_0131,30.700474704562364,0.5950595178825688,0.9042993362626641,0.7294556007835374,3,3,0.05833640115568191
CLONE_0132,142.2090580878893,0.5563601750363865,0.7194416647065236,0.46911259029820596,5,6,0.0700507452207437
CLONE_0133,320.7217434314547,0.6193865822376103,0.9095732494320502,0.48146296865923344,4,4,0.02984562903198844
CLONE_0134,139.77650343265864,0.9163262519259048,0.8917101901800455,0.5782753944003207,2,2,0.0631998471365373
CLONE_0135,22.58943904249989,0.5646613731001155,0.7070191395216483,0.433165049052615,2,2,0.04752436711310131
CLONE_0136,50.3690096918427,0.36982724232933095,0.7029001889828561,0.5352278595796954,3,3,0.06946913970188305
CLONE_0137,163.32167004285753,0.6395188032683424,0.846765932611486,0.5445347023805175,2,2,0.04911841411961415
CLONE_0138,42.92755430918108,0.5693661675924395,0.6633099945900391,0.5213982090955128,3,4,0.05447976972802596
CLONE_0139,100.27324745310145,0.8444344274681499,0.8156214681470804,0.6907693975733026,3,3,0.05470861351339551
CLONE_0140,127.39371596065727,0.5769174620855927,0.6823908541079049,0.43008749916152095,5,4,0.059772798173748524
CLONE_0141,39.397153880742074,0.5221562404098105,0.8266399096696002,0.6313843321273412,4,4,0.05591311773031837
CLONE_0142,70.69223295499359,0.4750112092821254,0.7337470058849055,0.5412185307152764,4,4,0.03993482388328423
CLONE_0143,7.391818416078434,0.6807129065973698,0.6663607458538192,0.578911688639905,3,3,0.046816788802421926
CLONE_0144,37.07344693152394,0.5972931348564494,0.9165166370584087,0.5298225668313911,5,4,0.049917811956446345
CLONE_0145,63.59723388215423,0.6659182515938349,0.8114516134445058,0.6586754348734772,4,4,0.0680071220747674
CLONE_0146,29.052088283714006,0.4879605927044377,0.7461767282266976,0.47202243572082303,3,3,0.05643583701887522
CLONE_0147,210.87962011180568,0.6842432904553938,0.8365495382176468,0.5433973006304628,2,2,0.04242023270484498
CLONE_0148,28.48815223318126,0.7890205907909901,0.5124114458913014,0.6122821993509191,5,4,0.03972970623394246
CLONE_0149,56.26354585628397,0.326351534935471,0.9343111802327144,0.4512565646958258,6,6,0.05889226808967664
CLONE_0150,78.4698951026274,0.4898414048220603,0.7751125299013573,0.5866546410140356,3,3,0.04440344512687014
CLONE_0151,192.10009742892862,0.5898716339189012,0.46369060644702614,0.4983691584188102,3,3,0.06035969337455567
CLONE_0152,24.97384818295047,0.7656649455075477,0.9220151834018615,0.3935989019774318,3,3,0.049307512297581416
CLONE_0153,145.60204143972538,0.8108513989366274,0.635680746781204,0.3756492722911901,2,1,0.07202760742562525
CLONE_0154,66.88179704332234,0.517122834522062,0.9224067243764122,0.4920539336335724,2,2,0.041586227239746205
CLONE_0155,38.74189551460993,0.8118378702077873,0.7773589013924417,0.5858437487492402,5,4,0.07164431331214638
CLONE_0156,96.50545147351563,0.7852023288505217,0.4900115843893884,0.32571296992172805,4,3,0.06393660947555489
CLONE_0157,76.8207699622345,0.7442274802499311,0.8088607157981111,0.5175321877825121,2,2,0.04478726540454368
CLONE_0158,44.56558797628843,0.6623249859737362,0.8068162044942522,0.5774543729007113,2,2,0.040142667884636093
CLONE_0159,79.17234481366202,0.5797064704215085,0.8978894778605453,0.3900070794944918,6,6,0.08095917534658674
CLONE_0160,50.10993511601222,0.590467146546935,0.8370793718878033,0.4447543999305602,2,2,0.039899582056901806
CLONE_0161,72.94393815078294,0.523102805701453,0.5886171774424533,0.5499152877384025,2,3,0.05398027519203172
CLONE_0162,113.46007186942613,0.5508198020993667,0.9198074769587485,0.5737061126637889,3,3,0.05450880349331663
CLONE_0163,208.96318203122829,0.5852760546808378,0.7254496208125217,0.6367843626174227,2,1,0.050125212091272624
CLONE_0164,27.618835443350893,0.5410106096057282,0.9593728038094964,0.44887448313026473,2,1,0.060785961459920115
CLONE_0165,290.9504548092967,0.4174177810127907,0.7031923002787701,0.42911768027577907,2,2,0.039621833942043674
CLONE_0166,17.57479617379025,0.8653683686809647,0.7564541803669225,0.640708351306361,2,3,0.08106808132735924
CLONE_0167,66.67620887807621,0.5643360749633672,0.6131078037605077,0.43432425148941445,5,5,0.04068637895652383
CLONE_0168,101.55901591774088,0.5121298314123272,0.698892612364571,0.544271242504936,2,2,0.04823281793662354
CLONE_0169,89.2808989669556,0.3934250187461983,0.6713062318109029,0.6822411009621121,3,3,0.0348997190690736
CLONE_0170,43.73862044831509,0.7620559773093342,0.9533315112527045,0.5654837073853802,2,2,0.06494568348677633
CLONE_0171,61.61312627702393,0.5420092150456393,0.5689014404335324,0.5681101080019797,3,2,0.08016209122490248
CLONE_0172,48.43148927776551,0.6499787364002368,0.9042289663312408,0.6100025975375857,2,2,0.08260403171646942
CLONE_0173,46.91919905420026,0.49447860992926485,0.8895797662197735,0.5457971921714029,3,2,0.0664004122003431
CLONE_0174,129.20302749418255,0.7135385142304088,0.9686895116315088,0.5685222831007046,3,3,0.04556944773658089
CLONE_0175,96.05705740531997,0.6316848204899127,0.7483203361382685,0.4700592729941328,5,5,0.05002149755833462
CLONE_0176,42.00315770715771,0.3461450370395346,0.6280563498387243,0.6001252147327335,2,2,0.04612231521457286
CLONE_0177,142.77440178445764,0.7376673353812166,0.7259010032350587,0.5361166294392974,5,5,0.03691933263894625
CLONE_0178,79.93624760927071,0.7407763261768345,0.8372681321481112,0.37347814207355107,2,2,0.04643961292267148
CLONE_0179,124.44298591863881,0.6218174172255948,0.7743073789806638,0.5212447935949313,3,3,0.0627534386338783
CLONE_0180,115.08827134688646,0.47382218201224197,0.7694490951640327,0.31878157871880036,6,6,0.04025672216704535
CLONE_0181,46.09663775648669,0.7278384094293497,0.9434049211012969,0.5621443894758897,8,8,0.028269296113240305
CLONE_0182,50.66745945550423,0.6310489879984882,0.8304840608158648,0.47957561152276,5,5,0.03655332581369842
CLONE_0183,123.08105350384298,0.6360051973288271,0.8123001592464809,0.660818405336328,3,3,0.06134891493715414
CLONE_0184,113.02878921707395,0.5287478822266175,0.4814733421265487,0.5427381922178316,4,5,0.03254006279414914
CLONE_0185,73.3402621558903,0.6380830615625472,0.646164492149759,0.5801681148065972,4,4,0.04443488958280026
CLONE_0186,74.36347515702612,0.7870952970436551,0.6840915470388229,0.4092109706769857,3,3,0.045427494270965374
CLONE_0187,165.1773059386675,0.6872321966729494,0.479416958053108,0.5596153575421309,2,2,0.05333129221398162
CLONE_0188,45.67161752516773,0.42528290704345806,0.5836473000526081,0.44417612570853204,3,3,0.053020265887107655
CLONE_0189,105.2218293336701,0.6202854772435338,0.7322850630642685,0.5942785205158659,3,3,0.055261562976190205
CLONE_0190,56.37687382302162,0.6150760531241882,0.736690135970647,0.40337472223903253,2,2,0.04817562719006508
CLONE_0191,60.31361602484006,0.6276476880898992,0.8357237531475201,0.5096069608971198,3,2,0.039483807099323386
CLONE_0192,147.47949616465993,0.5447315189893494,0.7126247054615671,0.4000495026858177,3,3,0.06263808802373202
CLONE_0193,130.35244751219952,0.5781348779432433,0.7905739479443726,0.5110065925534996,4,4,0.03217185610347772
CLONE_0194,129.21430919514077,0.3917264908613321,0.7212323161835019,0.6699304291930563,3,3,0.06078465080147826
CLONE_0195,177.5163344330542,0.6711752533937863,0.7741298413874895,0.5627779185870998,3,3,0.06655616509304223
CLONE_0196,73.97208354669286,0.5004314783944114,0.8189345398063177,0.4971450371105635,4,3,0.08967657789178357
CLONE_0197,107.35522871453698,0.39017867952176344,0.9279570684058427,0.2969726615962628,3,3,0.041408036308659
CLONE_0198,55.73800924991697,0.7384841237896811,0.6742043786123697,0.4532642044076552,3,2,0.043465834263417366
CLONE_0199,88.83748293130739,0.7765528833984274,0.7862540084581244,0.5414369371025444,3,3,0.050671062936142944
CLONE_0200,63.262169486742366,0.5934650364026686,0.882093098814414,0.45541866043521145,3,3,0.04973490459944561
CLONE_0201,73.4226884634487,0.8642717723576531,0.5694539546852209,0.6223424301319778,2,2,0.06160104292458732
CLONE_0202,106.45344126704019,0.7851277750454314,0.9593500584984251,0.50625926221348,3,2,0.0569765075581571
CLONE_0203,43.513891169981356,0.664209099867985,0.9370926277083619,0.5932719926427431,5,5,0.04578939260993675
CLONE_0204,304.5040428906342,0.5142045296724218,0.5043760680968714,0.5179211449013946,3,3,0.04878884264180722
CLONE_0205,32.70426917475205,0.6235689944703043,0.819129455744805,0.47587032109554855,2,2,0.0631399190836968
CLONE_0206,31.890167265399285,0.5058047162740434,0.655407031186886,0.45885220228896695,5,4,0.03643296613902277
CLONE_0207,160.52733596482153,0.6819159574022012,0.6789673437896577,0.41235123966931647,4,5,0.04716246306027746
CLONE_0208,130.00344014684404,0.5479559403791221,0.8185110088070668,0.5947928110451609,4,4,0.0574378693803126
CLONE_0209,111.85880488673874,0.5000548872325405,0.9036696184996975,0.46261883661036446,4,4,0.038296397089232805
CLONE_0210,104.478948476159,0.679171413714002,0.7039968096201198,0.5455741307077056,2,2,0.0206307507756356
CLONE_0211,71.49716176014945,0.7416465914236542,0.6769686337621512,0.45412668001810197,4,5,0.07178439544535091
CLONE_0212,39.29224007417393,0.3729274502309419,0.7880252711026918,0.4063536054974482,5,5,0.049744738784442764
CLONE_0213,74.79131886866283,0.42954630084119283,0.8514680042237337,0.5484225784097028,3,3,0.036511645809153524
CLONE_0214,40.75160423567917,0.5945561137428514,0.606226841223502,0.4350327710277157,2,2,0.06293659753166977
CLONE_0215,137.46515347876158,0.9019932371736257,0.9531633635755825,0.46501462939452765,3,3,0.047462786704162874
CLONE_0216,61.54104718187816,0.7337083004022787,0.6457809609399201,0.39244627231660034,3,3,0.03860258654966659
CLONE_0217,36.934342194558816,0.6901312584931008,0.9052865433751133,0.4569585072146236,2,2,0.054841937860067594
CLONE_0218,58.2798306928724,0.7070639799931413,0.8197889648172474,0.5021093647111259,4,4,0.05064858537975358
CLONE_0219,96.78260500528036,0.6024094958211254,0.8388953122550633,0.4748657421789545,4,4,0.04289373602335215
CLONE_0220,45.64620174881622,0.6183507484123528,0.6841153438029409,0.5711094993278291,2,2,0.04124870897319215
CLONE_0221,43.723780409598774,0.7226619387908959,0.48495470968187554,0.5127303131669384,6,6,0.03868639976579629
CLONE_0222,92.01299805751032,0.786724034978458,0.7854966247530984,0.7465999120833415,4,3,0.06009406227853303
CLONE_0223,79.71759119366733,0.6762743009809412,0.770007691321047,0.5370538692685641,2,2,0.03659581486799897
CLONE_0224,49.30377025594094,0.5144777135751608,0.5859107479297294,0.35264780970363707,4,4,0.04096206359946092
CLONE_0225,52.21226143215378,0.707530715160437,0.8866155515631576,0.48138140134576013,4,4,0.05128055210861126
CLONE_0226,88.4281565231601,0.5920769180137687,0.7368610628091302,0.4889550840929196,5,5,0.07200559521075726
CLONE_0227,23.824616426245388,0.7965123405090597,0.6376576381679491,0.44651270746240085,2,2,0.051689155539694866
CLONE_0228,27.277507423394564,0.48802180097548337,0.8404305301942128,0.5063531060641573,4,4,0.05792020672188828
CLONE_0229,41.78790297375399,0.5088376229919459,0.8417450883207507,0.4439394599162722,3,3,0.05129407535562559
CLONE_0230,57.72032806061617,0.6077693110217969,0.6639527675396178,0.5290888471336412,2,2,0.0627169798769796
CLONE_0231,79.44932784149673,0.5075656641802154,0.9278907761553371,0.3389356996931553,2,1,0.08115928340648339
CLONE_0232,191.55957085748588,0.19488859328210753,0.9818611941774263,0.5987970855831313,2,2,0.04481718284715135
CLONE_0233,128.55893128511028,0.7566106174895114,0.5680083970755119,0.3653073917972116,4,4,0.05017581862423157
CLONE_0234,62.29086718657699,0.6372506787809544,0.7274003583525057,0.4769552276172762,3,3,0.052216838106362275
CLONE_0235,60.07023448239451,0.6418694907792053,0.8201926379408815,0.4362372214855412,1,1,0.057081240318518724
CLONE_0236,34.96851360479725,0.5026107837695852,0.9624225384962262,0.52674246219882,3,3,0.0516828884806833
CLONE_0237,71.71734313853574,0.8139730666677536,0.6392460546599,0.48397189636019927,4,4,0.043644956339717794
CLONE_0238,54.663186035085815,0.5428014075229384,0.629404739444548,0.5220052092920231,2,2,0.04991138038262779
CLONE_0239,85.42670145965802,0.6193345749520534,0.6394820659616076,0.5960220447624239,2,2,0.09183018819986133
CLONE_0240,41.568802945494575,0.5727370292269603,0.9449580774257503,0.5668511719332034,4,3,0.05408159628801571
CLONE_0241,89.04156337050668,0.7166463506383631,0.6735074202959233,0.5031768496520791,1,1,0.031010640778584647
CLONE_0242,196.5069055058505,0.48883903296994324,0.645539574224222,0.5401204886127201,2,2,0.04529965925879101
CLONE_0243,67.67184109639618,0.8205099183787913,0.817817833934555,0.6650771030925245,3,3,0.050167719793318
CLONE_0244,89.69597381300584,0.6378348653198669,0.8237613074375916,0.5699098624002521,2,2,0.048273337766182964
CLONE_0245,107.17205202263924,0.8517224773838991,0.923845402003398,0.47433799897677315,2,2,0.04915179728266383
CLONE_0246,51.64494554054725,0.6629302477742425,0.7973284064840811,0.6099857972869364,2,2,0.053709492727854635
CLONE_0247,78.50493642582869,0.735508609668214,0.8095093820274756,0.5341862319565256,2,2,0.05677953138253658
CLONE_0248,65.73958408859374,0.5042064484696736,0.7387328484615964,0.4165453963902315,2,2,0.053342431729557084
CLONE_0249,77.7983412813726,0.7709234434295575,0.5536996345643579,0.48419206977561907,4,3,0.06341365023885485
