clone_id,productivity,stability,quality_potential,G_platform,platform_group,CN_true,CN_obs,k_decay_i
CLONE_0110,135.81838746899226,0.6875099005999761,0.7951587429620068,0.717476933974385,1,3,3,0.02897452863822884
CLONE_0111,51.20584126067872,0.6732788853943283,0.9381786623458385,0.7635172222187118,1,3,3,0.03303310733304412
CLONE_0112,98.36755194824606,0.8051513367134382,0.7019273401926898,0.7238361241506753,1,3,3,0.044812843739203655
CLONE_0113,80.93280673199301,0.7926719840970565,0.748516780760296,0.7384023862932739,1,2,2,0.042721242412838596
CLONE_0114,53.12140501958609,0.6699600113598598,0.80218428571848,0.6898769950055768,1,3,3,0.03439870157906833
CLONE_0115,346.8732532740792,0.8524409165023125,0.7836293311017495,0.6843208278812151,1,2,2,0.035719813735794276
CLONE_0116,122.44100222320736,0.7348485698514595,0.7790335621580307,0.7470704178419915,1,2,2,0.03488174463876204
CLONE_0117,19.107939337810745,0.700157201036106,0.6865617826092906,0.7623414083925488,1,2,2,0.03105125733738835
CLONE_0118,97.79407711518994,0.8356644538740281,0.5771088325172631,0.7844601774636881,1,3,3,0.043324675247162964
CLONE_0119,59.21151483344723,0.8020999161013652,0.8897969173723712,0.7065308063910541,1,5,5,0.039613607507158324
CLONE_0120,165.22288137262126,0.6734723064195139,0.8864982538952424,0.7719863932684506,1,4,4,0.033662888659327345
CLONE_0121,45.34767785736724,0.5760728061361367,0.7261504354816267,0.7680204314403104,1,2,1,0.03145988362718135
CLONE_0122,71.94379417356996,0.8021014949728112,0.8673097067924469,0.7163292293025572,1,2,2,0.03176758419686718
CLONE_0123,112.5170907593632,0.43841143803646865,0.7935582447843956,0.7699826131883228,1,2,2,0.03419420936502219
CLONE_0124,144.40788406738204,0.6277071707999758,0.9826504020775084,0.7579792338801404,1,2,2,0.03232959121398346
CLONE_0125,36.850518297013494,0.702926347366573,0.614942905308015,0.7633848768614536,1,3,3,0.03855810992666225
CLONE_0126,68.00542578951354,0.8152202429532103,0.7967696068207437,0.7900296351836965,1,3,3,0.03492120088675414
CLONE_0127,56.55542737812996,0.7155994984694329,0.7863844508046078,0.7622580449687438,1,2,2,0.028167768740438016
CLONE_0128,52.710006927194044,0.9195728024518346,0.8209844080749918,0.6636193431264192,1,3,2,0.027364535277293586
CLONE_0129,292.1201051204534,0.5321968412676119,1.0,0.7404644764030963,1,3,3,0.037707537085270464
CLONE_0130,118.11882429609669,0.5446598300068429,0.7766187540888922,0.682433919055648,1,4,5,0.02732465899552975
CLONE_0131,35.07496335193319,0.6239946048409621,0.9190691796758597,0.7355015994635149,1,3,3,0.030844195413969544
CLONE_0132,161.12605776297227,0.6572989706852705,0.7851733013267761,0.7338108554035961,1,3,3,0.03042596556735943
CLONE_0133,372.4546861373328,0.7046771294935676,0.9649361114335622,0.7135003809984781,1,3,3,0.026989988109656162
CLONE_0134,159.9351671224327,0.9625829915084604,0.9209096834236216,0.6996978634462875,1,2,2,0.03404800054658232
CLONE_0135,26.905826482527456,0.6430273753040875,0.7603005797312868,0.7151338312056641,1,2,2,0.0319019707840372
CLONE_0136,55.61230312762552,0.44333796194884323,0.7503825517107614,0.7209997106975007,1,2,3,0.029534755557852642
CLONE_0137,218.37688514995844,0.6826906764079151,0.8749288400822399,0.7271566827764685,1,4,4,0.0444345861967631
CLONE_0138,47.71705639469234,0.6482742007190068,0.7148403424482356,0.7341566277485927,1,2,2,0.022569517039982397
CLONE_0139,123.37891719793872,0.876905106209084,0.8336008642754671,0.7479648878631155,1,4,4,0.028552239520378896
CLONE_0140,134.26260546164133,0.6918778931570706,0.7579195121139732,0.721741630512113,1,2,2,0.029806542473801448
CLONE_0141,47.48986801555355,0.5814859622629664,0.8630900114972966,0.7670891501497111,1,4,4,0.026508978821573763
CLONE_0142,86.35010473121814,0.5449421340154346,0.7781480098727169,0.729929363138412,1,4,4,0.045600844868012275
CLONE_0143,9.375194288070203,0.7374493558175834,0.7025394698416654,0.7574360313261155,1,4,4,0.045528733205311055
CLONE_0144,38.11253418882456,0.6923551694230604,0.9771214976858269,0.7219847156576489,1,2,1,0.029328835121591765
CLONE_0145,72.27194880474326,0.7338684911753026,0.8538092446901506,0.804011308840274,1,3,3,0.039312815422927236
CLONE_0146,35.47883111162031,0.5702047847605227,0.800928400463162,0.7446139598892592,1,3,3,0.03554222189661614
CLONE_0147,248.1236890979989,0.7528329369501655,0.8824987116453851,0.7764843042375104,1,2,2,0.04166482815029432
CLONE_0148,30.958852632358255,0.8565848964453493,0.5531122150156601,0.7101080144836849,1,3,3,0.031981556668068054
CLONE_0149,65.95558043001714,0.42864635721615973,1.0,0.7176688257005563,1,4,3,0.03467369629881969
CLONE_0150,92.63238747747351,0.5449479509371937,0.8095109676821081,0.7235579354777137,1,3,2,0.04010985211016291
CLONE_0151,236.15908111472373,0.677430408502766,0.5224282155793253,0.7975335952261452,1,3,3,0.03920010123510456
CLONE_0152,28.59407364678735,0.8682492006267037,0.9913026977544996,0.7247384305934558,1,2,2,0.03324769050678369
CLONE_0153,175.53813703792443,0.8989124450243856,0.6962334699036822,0.7060932738631707,1,2,2,0.02821500065221623
CLONE_0154,86.08271913279695,0.5855855052603685,0.968979871167931,0.7676583693260608,1,3,4,0.028983785482107505
CLONE_0155,42.62207088267063,0.8892261201841045,0.825427628758269,0.7327892854917958,1,3,3,0.024627468492780698
CLONE_0156,124.23963174633144,0.8971639786201332,0.5659356321544267,0.7245774275263764,1,4,4,0.03657373058914363
CLONE_0157,89.53514932741804,0.8052301779169729,0.8491196776050519,0.7126844472509098,1,2,2,0.033550933302234597
CLONE_0158,62.420215368212546,0.6970576594444916,0.829105516105378,0.7452285884716691,1,5,5,0.03394120127875619
CLONE_0159,82.7882118529311,0.7182868680778126,0.9899769807065291,0.7612233738124011,1,2,2,0.03237754610912808
CLONE_0160,65.03500718128656,0.6655894625068988,0.8886472525955652,0.7536570617313354,1,3,3,0.02737794136729575
CLONE_0161,91.3652767525888,0.5697994605981647,0.6188658123527762,0.7166896442229173,1,3,2,0.034060305949456054
CLONE_0162,133.61478322454366,0.6039952558982751,0.9527575955023305,0.7009539455463418,1,3,3,0.03558868492458432
CLONE_0163,248.62414782124452,0.5908606369506879,0.7248642012526982,0.597998355967629,1,3,2,0.028531645407334875
CLONE_0164,37.588367469962115,0.598339230031914,0.9981532717452104,0.7022801999592817,1,4,4,0.03236209485475116
CLONE_0165,399.6961306681026,0.4822303595391936,0.7475857367896468,0.7199431876058812,1,4,4,0.029488129351073894
CLONE_0166,21.587143885853866,0.89643124792511,0.7749774835378204,0.7293138295280435,1,3,2,0.03146603806591982
CLONE_0167,75.9998002146405,0.6700698302893577,0.6824356601385898,0.7229973149803365,1,3,3,0.027410610872726775
CLONE_0168,120.33507981198161,0.5863196361322963,0.7490419044612072,0.8053590372379704,1,2,2,0.031218486792648787
CLONE_0169,103.46676626397937,0.4337628501928866,0.6946281335903197,0.7453008220835645,1,3,3,0.041485666271381554
CLONE_0170,54.24985926878952,0.8009083097200307,0.977696904298516,0.6930364514398187,1,3,3,0.030143010252205053
CLONE_0171,67.96003490891567,0.614733147912016,0.615793713096586,0.7499480253541074,1,2,2,0.02934442027257337
CLONE_0172,60.1440087350841,0.6898092301014829,0.9293279803449643,0.7424461480447715,1,3,3,0.029622152048846943
CLONE_0173,55.61340090029033,0.5528439196410313,0.9264222766979989,0.6989943046182461,1,3,3,0.031585803904776145
CLONE_0174,163.5615639674221,0.7687636892193249,1.0,0.739490254630428,1,4,4,0.04252483630894453
CLONE_0175,109.1521413277759,0.7349528377440357,0.8157988889624502,0.7464036461257177,1,3,3,0.04012882648968496
CLONE_0176,52.52239475836761,0.3914981079682777,0.6572972967730706,0.7601816513774053,1,3,4,0.03180829439477984
CLONE_0177,156.78136391691947,0.8135642610578586,0.7728512373761295,0.6756055446834766,1,3,3,0.029512596573504173
CLONE_0178,112.18389169855598,0.8226756344222672,0.8944766159482602,0.7497372979988022,1,4,5,0.024955470491974576
CLONE_0179,151.08987563946528,0.6994066898626479,0.8255678616528541,0.7705617206682075,1,3,3,0.028347603657146916
CLONE_0180,123.17487213679772,0.6310002063715368,0.8754848180372592,0.7829860065516627,1,2,3,0.024168710009465022
CLONE_0181,46.95951588038412,0.8223630692578201,1.0,0.6934056984521711,1,3,3,0.036315973564806946
CLONE_0182,60.77337708970187,0.7217851965666852,0.8891216160038873,0.7267324739218461,1,4,4,0.03970882741822961
CLONE_0183,151.8818964823295,0.6707949149408104,0.8320188345281545,0.7296090899813873,1,4,4,0.030721275163376995
CLONE_0184,130.46661088807753,0.6091850714919889,0.5331961856351214,0.7505088146041473,1,3,3,0.034426420050129185
CLONE_0185,83.35793231198257,0.7061676552657608,0.6886228889867132,0.7261757593821238,1,3,3,0.02760210250543452
CLONE_0186,97.23064012743903,0.8681737197557264,0.7385267511455624,0.7094451808224843,1,4,4,0.024294675048213327
CLONE_0187,191.68196744216033,0.7447643890501797,0.5170730408926901,0.7374150905614713,1,2,2,0.032772548707193386
CLONE_0188,55.833739017902985,0.5083714502761636,0.6390322356715379,0.7209894057600711,1,3,4,0.034423566768257884
CLONE_0189,115.22821063252346,0.6872485673704943,0.77485670367276,0.7473122241709126,1,2,1,0.041965009129936025
CLONE_0190,77.68729690545243,0.6823535343782459,0.7829322495272646,0.7065247432074078,1,4,4,0.04428817016535568
CLONE_0191,72.1552665115416,0.6934251186768714,0.87812535428215,0.6998646777199917,1,3,2,0.031169961996403477
CLONE_0192,184.45148774255708,0.6460569009884327,0.7816872701552801,0.7680469765692448,1,3,3,0.037265102760908865
CLONE_0193,153.26692563433187,0.6733435199919646,0.8533753810404577,0.7926344788565652,1,3,3,0.03407294352586615
CLONE_0194,151.56524842373935,0.4417291085561541,0.7518028076490191,0.7813140815551773,1,3,3,0.032511074329384486
CLONE_0195,211.0930718951247,0.7321319736455763,0.8129159097707326,0.7289320837340608,1,3,3,0.032317810118785706
CLONE_0196,92.0703196140939,0.5853948401460662,0.8746098715578885,0.761018054625428,1,4,4,0.03180099796281927
CLONE_0197,144.39442544860597,0.4938846198543888,0.9993629107279978,0.710344459844532,1,4,4,0.03200689770298767
CLONE_0198,68.40794981321743,0.8247130289479467,0.7319445856754694,0.7457792940869942,1,3,3,0.04166794576578227
CLONE_0199,97.74959880129678,0.847321260091352,0.8316796139910889,0.7134970735874111,1,2,2,0.03356308634613976
CLONE_0200,82.93957806435891,0.6767065487616646,0.9381506201563472,0.7664683188153338,1,4,4,0.04220418271266823
CLONE_0201,84.41413723061281,0.9143510004475329,0.6015203143092902,0.7628773417145659,1,2,2,0.02840296878813275
CLONE_0202,130.29191231059013,0.8691510460915528,1.0,0.7877461813320974,1,3,3,0.021249433149367267
CLONE_0203,47.681195062071616,0.7384023364630454,0.9827650950382467,0.7242424624790149,1,3,3,0.030319950312628845
CLONE_0204,370.4268804207421,0.5933494112596271,0.556803257481676,0.7750161167254319,1,3,3,0.028669466722190475
CLONE_0205,38.83565808556917,0.6995132840856123,0.8705946115129454,0.7457305403052774,1,2,1,0.02597678629934865
CLONE_0206,33.46517600389072,0.617319100976631,0.7283511544162865,0.7332761017951073,1,2,2,0.03950145947628034
CLONE_0207,190.97234776860998,0.7865048388380209,0.7488039564260667,0.740880322907874,1,3,3,0.026596545264732614
CLONE_0208,137.8009770181033,0.6321334519425502,0.8723198888580525,0.7781127340539931,1,2,2,0.03546896069651869
CLONE_0209,139.24942415026413,0.5851498346205978,0.9594436394785699,0.727149782307241,1,4,4,0.043963917368957765
CLONE_0210,131.39894920887028,0.7291306138420415,0.7366923534539384,0.7286612133488592,1,3,3,0.027350995511419323
CLONE_0211,76.32842537169769,0.8315346047716906,0.7350603901515931,0.6659991119499759,1,2,2,0.031393456790088495
CLONE_0212,50.4675598962289,0.472831884578291,0.8539947995170635,0.7266998303113881,1,5,4,0.03981112174328951
CLONE_0213,89.47774757358196,0.49534433147027596,0.8938850553899467,0.7387832954431292,1,3,2,0.030536729482225255
CLONE_0214,61.13659810101013,0.6457017341774514,0.6412112397570794,0.7079943233919844,1,6,5,0.03416147382310052
CLONE_0215,153.6661160334359,0.985410643290232,1.0,0.7003199129978026,1,2,2,0.035770881713576314
CLONE_0216,75.30675864338863,0.817568216954818,0.7017444265487252,0.6731164189673071,1,3,3,0.03335738915881444
CLONE_0217,47.31137158039802,0.7547755558594031,0.9489959101376291,0.7134710760470919,1,3,3,0.030386337956720355
CLONE_0218,68.30452417404445,0.7996972870144028,0.8806588966427376,0.7708605758768916,1,3,3,0.02890770092745187
CLONE_0219,111.78531617116876,0.6833572078883798,0.8910010478650482,0.6851889785746855,1,3,3,0.027578129821349544
CLONE_0220,61.032651508259654,0.6615129277173308,0.712270980897749,0.7536830105508067,1,4,4,0.03554207342231962
CLONE_0221,47.92916086428706,0.8270604992414654,0.5521250398046876,0.7561897323239416,1,3,3,0.029445974508295815
CLONE_0222,94.34523563572036,0.844326656647261,0.8193743373831154,0.7970453856190488,1,2,2,0.0388860868778841
CLONE_0223,93.57235908352587,0.7429478143203907,0.8145197648822935,0.7605602070990004,1,2,2,0.0412485176270876
CLONE_0224,55.24756282151766,0.6431145353746817,0.6730641106577846,0.7582642838929325,1,2,2,0.02732271137912724
CLONE_0225,61.06537480955149,0.7984901981654617,0.9462301153764704,0.741763492430343,1,3,3,0.03630548989882104
CLONE_0226,105.93242042342685,0.6818075097236085,0.794744405353385,0.7310838622002198,1,4,4,0.04426029251893325
CLONE_0227,30.920873066799643,0.8716392221154248,0.6892289431105117,0.755438197495182,1,3,3,0.02858665724059812
CLONE_0228,31.89888306640488,0.5788859952236434,0.899973627439877,0.7662587533644164,1,3,3,0.0389133111766342
CLONE_0229,47.381017660883494,0.6036174825603116,0.9051793060102961,0.7360570107783446,1,2,2,0.035358177435530304
CLONE_0230,78.26000311476471,0.6620824081445668,0.7004715929977698,0.7674169474455783,1,4,4,0.03753646089644088
CLONE_0231,114.09742016841331,0.6078835409070581,0.9989131863165437,0.8072876980254561,1,4,5,0.029014029551610324
CLONE_0232,237.9989114721748,0.23509959883891773,1.0,0.7331431953681384,1,3,3,0.0432508906344207
CLONE_0233,164.25978530346902,0.8625315526566468,0.6394019088886929,0.7339682763894789,1,4,4,0.029393969091950106
CLONE_0234,75.66814650415724,0.7152521665696121,0.7789700023883996,0.7283332304485756,1,3,3,0.03577812652307752
CLONE_0235,77.28911847829114,0.7033179503087151,0.8638269094554846,0.7349845672933206,1,2,3,0.03219318400710138
CLONE_0236,45.0249809644818,0.571407950102696,1.0,0.7655703904495158,1,4,4,0.0352243663957485
CLONE_0237,83.65291782743677,0.9027853954567755,0.6972502528112106,0.7336182163647675,1,3,3,0.028042665561931007
CLONE_0238,69.29135623254778,0.5990623625951623,0.6668265994865048,0.7366010666540986,1,3,3,0.027035086360673966
CLONE_0239,105.95792547122436,0.6581984650020263,0.6638561272368761,0.7236325770132445,1,3,3,0.03392983508002299
CLONE_0240,44.00773861374615,0.6559273435152995,0.9980265595204192,0.7452351085665903,1,2,2,0.0307580641113596
CLONE_0241,112.12917048390855,0.7609024313046544,0.7042474076631123,0.7159623011437654,1,2,2,0.03060142339154296
