clone_id,process_condition,baseline_quality_score,process_quality_score,quality_score_gain,glycan_maturity,process_glycan_maturity,galactosylation_level,process_galactosylation_level,sialylation_capacity,process_sialylation_capacity,mannose_retention_risk,process_mannose_retention_risk,aggregation_propensity,process_aggregation_propensity,product_quality_consistency,process_quality_consistency,quality_response,stress_penalty,pred_late_qp,pred_qp_drop,pred_late_agg,pred_rescue_score,pred_rescue_label,is_aggressive,is_super,quality_pass,quality_risk_flag,production_score,combined_quality_utility,combined_quality_utility_guarded,obj_productivity,obj_stability,obj_quality,obj_risk_safety,obj_rescue_value,is_pareto,weighted_multiobj_score,pareto_rank,candidate_archetype
CLONE_0469,stress_minimized,0.2448467694647124,0.4789871049335731,0.2341403354688607,0.9122906716988792,0.9640676657127186,0.7939420469085038,0.8113060146682874,0.6079724901508471,0.6272597740972589,0.3926244949754789,0.3408475009616395,0.4243335423305838,0.3518457507112086,0.4986622814689813,0.5607946742855885,0.5355398802767876,-0.1331212817459784,1.8976204207896885e-07,0.34179506888409,11.258060776078617,0.53139642418466,0,0,0,True,PASS,-0.55078392574914,-0.1388755134760547,-0.1388755134760547,0.030019527692559934,0.8543052553740728,0.700918272312363,0.7175100566833685,0.53139642418474,True,0.5158626283816525,74.0,Stability-led
CLONE_0080,stress_minimized,0.8204982639521936,1.1064708236071716,0.285972559654978,0.9275350887147086,0.9918005262011468,0.8166853600377305,0.8342959694229877,0.7276374652218809,0.7503680856523474,0.2381914929314558,0.1739260554450177,0.1578289964888979,0.0678573840078846,0.7499169775096655,0.8270355024933911,0.7853087497287607,-0.0572897491570695,4.1304046608883856e-08,0.3187772405048468,2.9291147131874222,0.3190646570730971,0,0,0,True,PASS,1.4584213229645546,1.3176411232216014,1.3176411232216014,0.003091755263812588,0.8880894864826537,0.8943992634436906,0.9013973502109291,0.31906465707314513,True,0.5692613079755511,23.0,Risk-safe
CLONE_1091,stress_minimized,0.6855909841923279,0.8594612382030107,0.1738702540106828,1.0,1.0,0.4124299442775502,0.4274866938502463,0.6420842297672824,0.6606508621808511,0.0885220472233461,0.0312956439181887,0.133916926046729,0.0537999614195087,0.8515505021819177,0.9202221861481066,0.644528066103147,-0.0702898149995888,2.8003409984632927e-08,0.3575137857224457,7.285515282225741,0.5738027032194579,0,0,0,True,PASS,-0.0016692510551964,0.3427829446480864,0.3427829446480864,0.0006792444721829005,0.8312342360907665,0.8182352802506934,0.9652968284730832,0.5738027032195443,True,0.5731842352153985,18.0,Risk-safe
CLONE_2324,stress_minimized,0.3171099530260124,0.5451922748756234,0.2280823218496109,0.7212866208386025,0.7756739501459806,0.7940268557886873,0.8123021515322828,0.2681879061581563,0.2880116664604297,0.0370680617742398,0.0,0.3419362339135222,0.2657939728831928,0.6698033794792884,0.735068174648142,0.5877465861475617,-0.1445517460717674,1.962758247362828e-07,0.3041896940556336,5.74635418943803,0.3549089233940697,0,0,0,True,PASS,1.1863283996807763,0.9298739497587152,0.9298739497587152,0.03120101782713349,0.9095002395922649,0.7213322552049917,0.8916055206942641,0.3549089233941231,True,0.5408251375113929,48.0,Stability-led
CLONE_3602,stress_minimized,0.2054399788997327,0.4170756359358565,0.2116356570361237,0.8451298978383613,0.891885955269532,0.7820402183576254,0.7998845289715826,0.4567735947689187,0.4701853951265964,0.3392840660264085,0.2925280085952378,0.429405002767021,0.363946522363382,0.6761749713540389,0.7322822402714437,0.4351211486234133,-0.1341400359774593,4.196199148648734e-07,0.3483582442025503,10.202267603943104,0.6173120611566917,1,0,0,True,PASS,0.1946485454387574,0.2836193816375971,0.2836193816375971,0.07171186275161723,0.8446722079765628,0.6818282273795706,0.7322805547889217,0.6173120611567845,True,0.5324783465997072,56.0,Stability-led
CLONE_1371,stress_minimized,0.7960609140655378,0.9928695635914384,0.1968086495259007,1.0,1.0,0.7797943116870059,0.7982232536735936,0.6223692650725501,0.6463692650725501,0.0880618777223356,0.0244058568289557,0.3780933941207838,0.288974964870052,0.6820728498186289,0.7584600748906848,0.7731204178675972,-0.091494826798519,6.791834791961246e-08,0.3275403075992024,3.7297100694099616,0.3417962852357144,0,0,0,True,PASS,1.2433538526620258,1.143160137033791,1.143160137033791,0.007919139917472574,0.8752275657550371,0.8593709691190613,0.8721989418195135,0.34179628523576583,True,0.5572734672025181,32.0,Stability-led
CLONE_3822,stress_minimized,-0.0338963470094515,0.2295755493651372,0.2634718963745888,0.8105665404102514,0.869477689400641,0.5597114461535165,0.5772257170473258,0.4299319457672137,0.4506141017419607,0.2461506709587786,0.187239521968389,0.5402137460703907,0.4577381374838454,0.737290655867097,0.8079840346555643,0.6782229798077901,-0.1145224287980958,3.169119592561457e-07,0.2425305150518889,3.335837688787441,0.1493946412904045,0,0,0,True,PASS,2.5569816974361768,1.626019238207761,1.626019238207761,0.05308237468331709,1.0,0.6240136554515565,0.7369691389094024,0.14939464129042698,True,0.49741296123333734,80.0,Stability-led
CLONE_3239,stress_minimized,0.7210993253631016,0.9492228383188436,0.228123512955742,0.8916898411783957,0.946335606566072,1.0,1.0,0.3135496226137909,0.333439047445155,0.0671546090509632,0.0125088436632868,0.4872995371910964,0.4107954656483495,0.7980524773583516,0.8636273958235632,0.5929153077535264,-0.1194136638366059,1.1510777100279659e-07,0.3221363545841887,6.582143327944546,0.4608331194963703,0,0,0,True,PASS,0.6481669327313129,0.7685892949663252,0.7685892949663252,0.016478504078387114,0.8831591740089143,0.8459127527318226,0.8273706145478577,0.4608331194964396,True,0.5632424783400773,27.0,Stability-led
CLONE_1861,stress_minimized,0.8041334323600229,1.0506361260628578,0.2465026937028349,0.8351352776248022,0.8901608215781801,0.9674216090718486,0.9850043007783936,0.5434398341023,0.5610804748557161,0.1157095951140644,0.0606840511606865,0.3392529632596308,0.2622172017249017,0.8489689207634753,0.9149995735075288,0.6005108790675571,-0.1090337151592708,3.0625361481186266e-08,0.3504202159629481,4.261325153516972,0.3912359964935162,0,0,0,True,PASS,0.8461957391126276,0.9279718938927196,0.9279718938927196,0.001154822180172557,0.841645765631747,0.8771829559939491,0.8683163775535097,0.39123599649357504,True,0.5573423950612724,31.0,Quality-led
CLONE_1591,stress_minimized,1.202800124456237,1.3751782492720632,0.1723781248158262,1.0,1.0,0.9045935310584402,0.9216006204039692,1.0,1.0,0.2388832695199298,0.1794119606921272,0.1750638329479205,0.0918040005889969,0.8818398426910167,0.9532054132843796,0.689426176556051,-0.1100868109687013,2.718107011828022e-07,0.3571622108537792,4.642762837058293,0.406233400619736,0,0,0,True,PASS,1.241457910692822,1.2949460461245184,1.2949460461245184,0.04490176837913242,0.8317502572557218,0.977253650728653,0.8893943584063451,0.4062334006197971,True,0.5981664884699789,7.0,Quality-led
CLONE_3290,stress_minimized,0.3269958278806805,0.5616413352063682,0.2346455073256876,0.77966074201384,0.8314811110749794,0.8180430391628268,0.8351375833221009,0.9135774824267836,0.9340731879875216,0.3342156759047973,0.2823953068436579,0.3894316776550963,0.3168831609695011,0.5059871200201863,0.5681715628935536,0.5364073812227884,-0.1450173738285979,8.042182062891282e-07,0.4113942770666858,4.352387003759505,0.393076520674585,0,0,0,True,PASS,2.1093649008188677,1.4902754745738678,1.4902754745738678,0.1414714956711136,0.7521515814707848,0.7264042282319556,0.7556059049303818,0.3930765206746441,True,0.5271213598605016,61.0,Risk-safe
CLONE_4625,stress_minimized,0.2800458252082038,0.4711499681707225,0.1911041429625187,0.9947724715524164,1.0,0.7528433107907112,0.7691997970589457,0.6260503872104789,0.6462543214536809,0.4397761764228873,0.3795424799671535,0.6554959763486699,0.5711688013106426,0.8152641373902999,0.8875445731371804,0.7046739291146753,-0.110515151828403,5.537450196275659e-06,0.3579097053829755,8.834886556306435,0.9999999999988496,1,0,1,True,PASS,12.06360846405099,7.426625065698883,7.426625065698883,0.9999998186168932,0.8306531282168442,0.698501736323647,0.6122867152089887,0.999999999999,True,0.8325990125905969,1.0,Rescue-value
CLONE_0531,stress_minimized,-0.2342040702131461,-0.0083995690817068,0.2258045011314393,0.7832430237468447,0.8331875198030331,0.7319605696102843,0.7496817955675875,0.3182520571212891,0.334781615066243,0.3949193090574786,0.3449748130012902,0.583469141504991,0.5135468470263272,0.5407075188417585,0.6006409141091845,0.4988899211237675,-0.1361750320060955,7.531469540356756e-07,0.4040891730500763,11.341511379110129,0.534095251423219,0,0,0,True,PASS,0.2284597591606996,0.133716027863737,0.133716027863737,0.13220803327572353,0.7628735887037483,0.5506353981176142,0.6498829251019709,0.5340952514232994,True,0.48078794116049584,84.0,Stability-led
CLONE_2806,stress_minimized,0.9941213426609992,1.1589964772742725,0.1648751346132733,0.9271655683171788,0.9799569586632962,1.0,1.0,0.3485802673593277,0.3645796661090821,0.0,0.0,0.2766189229204905,0.202710976435926,0.7818274655660269,0.8451771339813678,0.5558278069223493,-0.0855200406148204,1.0324505942000653e-07,0.4067159110322821,4.252139551273362,0.3514047639338417,0,0,0,True,PASS,0.5842873214993316,0.814170983809308,0.814170983809308,0.014326808597939894,0.7590182153127226,0.9105952462698488,0.9173316441227742,0.3514047639338945,True,0.5564907202211943,34.0,Risk-safe
CLONE_2358,stress_minimized,0.0885366367386694,0.3417627388523128,0.2532261021136434,0.7262844957678223,0.7820620817505413,0.6237057693660902,0.6437464876998354,0.7468567522087706,0.7668953513082167,0.2335010190143572,0.1777234330316382,0.4516525370510204,0.3735639166752138,0.6202695347507668,0.6872026379300296,0.6155517196543787,-0.1345070680820716,4.67545331273147e-07,0.3143944140018362,5.801222306527843,0.4048211800426153,0,0,0,True,PASS,1.7084078307456707,1.1617497939883277,1.1617497939883277,0.08040472366832678,0.8945223445719098,0.6586059292719834,0.7751773504451351,0.4048211800426762,True,0.5244360889039137,63.0,Stability-led
CLONE_3146,stress_minimized,0.1151845162321702,0.3704295903996061,0.2552450741674358,0.6779263380428433,0.7356107740068554,0.5972968681669506,0.611896210201363,0.6645950868690582,0.6845869220678638,0.3626546105376305,0.3049701745736183,0.239256880103779,0.158498669754162,0.9066139973998552,0.9758353205566695,0.6536887192802424,-0.1084559595202574,5.510729524711625e-07,0.3248821008615645,5.745677550163638,0.4274491474116852,0,0,0,True,PASS,1.832100041278878,1.2474318609271693,1.2474318609271693,0.09555522309419302,0.879129127156882,0.6674451878613685,0.8109909584841546,0.4274491474117495,True,0.5357472478387746,52.0,Stability-led
CLONE_4839,stress_minimized,0.7084486972286808,0.957289922764946,0.2488412255362652,0.8174126989655518,0.8728260290282034,0.8753091521083688,0.8932018517689059,0.6200785172627069,0.6386604270673353,0.0617399381896385,0.0063266081269869,0.2395852677309521,0.1620066056432399,0.5765551459234843,0.6430511419986662,0.608266601253031,-0.0977419170174661,9.744087432972357e-08,0.3974184098483694,6.064276506147012,0.4445509626751195,0,0,0,True,PASS,0.1698212240903069,0.4848087035601626,0.4848087035601626,0.013274027474561722,0.7726645473451947,0.8484001917644582,0.9313513739286199,0.4445509626751864,True,0.5547729680093337,38.0,Risk-safe
CLONE_0734,stress_minimized,0.5774074265871015,0.8030561956053425,0.2256487690182409,0.8321183102338297,0.8818498878756968,0.7514371466286669,0.7698546800224288,0.9354040557648658,0.9518968907153832,0.279561549454468,0.2298299718126008,0.1340171193156841,0.06439291061707,0.5101067079041935,0.5697846010744342,0.4946315528373436,-0.1413061326664568,3.036067173659716e-07,0.4052087250731339,7.0850314761151,0.5376990437019912,0,0,0,True,PASS,0.3112598690771835,0.507978399688447,0.507978399688447,0.05066902857424721,0.7612303752927401,0.8008431101882245,0.880011815938308,0.5376990437020721,True,0.5534292379388317,40.0,Risk-safe
CLONE_0654,stress_minimized,0.6450240672151544,0.8318406929192854,0.186816625704131,0.906265692451276,0.9651509874880888,0.4498484652828984,0.4654134436813489,0.5096458086289813,0.5287180533199873,0.0,0.0,0.1717513095690805,0.0893118965175426,0.9559541339516802,1.0,0.6777059007362551,-0.0959825026936586,2.663843021475453e-07,0.3525657138560559,4.086183066978245,0.417580294798043,0,0,0,True,PASS,1.4091857629525648,1.178247734939253,1.178247734939253,0.04391751126407245,0.8384967284823914,0.8097186441722636,0.963577366281811,0.4175802947981058,True,0.5695988945408481,22.0,Risk-safe
CLONE_0231,stress_minimized,0.3362961514258948,0.5920032562421136,0.2557071048162188,0.6762488510955155,0.7337516066391143,0.7386290604446925,0.7549282689808299,0.8990911107789512,0.917984523168032,0.3894763909089677,0.3319736353653688,0.2615680573819657,0.1810641996209272,0.9138334814433708,0.9828367880956896,0.650055110871978,-0.1149714362854824,1.968748527448736e-07,0.2955119916635477,2.8906996161098646,0.2711396160527892,0,0,0,True,PASS,1.9977675870786185,1.4354618547440163,1.4354618547440163,0.03130967138831557,0.9222368669697671,0.735766151736624,0.7907760345945827,0.27113961605283,True,0.5235121795390745,64.0,Stability-led
CLONE_2179,stress_minimized,-0.1823444238275435,0.0368435729010011,0.2191879967285447,0.8133801869559402,0.8621953600890262,0.5055179614946947,0.5209246397540016,0.7335620422962629,0.7506084614687974,0.2650898077782586,0.2162746346451726,0.7054869707631114,0.6371457283767911,0.5114171889792466,0.5699953967389497,0.4763034626617194,-0.1118707633883156,1.730617633883955e-07,0.3577215008969445,8.718475708453246,0.6787452616353934,1,0,0,True,PASS,-0.0482149038044781,-0.0141915131222864,-0.0141915131222864,0.026990379261365906,0.8309293638263459,0.5645858604040518,0.6519633049793383,0.6787452616354955,True,0.48109847355514224,83.0,Stability-led
CLONE_4119,stress_minimized,0.5987083332320297,0.8317665775542138,0.2330582443221841,0.8533704792932566,0.905116277372683,0.862518065190951,0.8791219350284469,0.5915015841570969,0.6104316124326786,0.2009674973890842,0.1492216993096578,0.2001716484776551,0.1277275311664581,0.542802756840334,0.6048977145356456,0.5349159615885273,-0.133403740270015,4.431578743821606e-07,0.333860552094779,3.722193628999589,0.3840073552972247,0,0,0,True,PASS,2.0466283512416688,1.5606836417666867,1.5606836417666867,0.07598125097359612,0.8659510781045406,0.8096957911262556,0.8870562514795042,0.38400735529728247,True,0.5698677119462047,20.0,Risk-safe
CLONE_0427,stress_minimized,-0.1879686766930921,0.0536817890090697,0.2416504657021618,0.6754920807744541,0.7289060322341957,0.5517698797003019,0.5694445441462828,0.412664232095526,0.4332601977644559,0.199842930596921,0.1464289791371794,0.3304398113643348,0.2556602793206965,0.4586885814854743,0.5227853232371642,0.5682790291948321,-0.1205431307895638,1.990665482493411e-07,0.3029613076780262,5.727151741451746,0.3463056615445444,0,0,0,True,PASS,1.2070030199442108,0.7456745275701543,0.7456745275701543,0.031707207927796216,0.9113031937453658,0.5697778273739028,0.8360224073849686,0.34630566154459647,True,0.4942511852330927,81.0,Stability-led
CLONE_0150,stress_minimized,0.8012024971911142,1.01940782208358,0.2182053248924658,0.9571679097208882,1.0,0.9001922862810698,0.917413275317274,1.0,1.0,0.0704088408406317,0.0162116711385446,0.6054062249118273,0.5295301873289054,0.4690510438254118,0.5340876474679163,0.5839433940417404,-0.1124928840484947,8.481546226374224e-08,0.4458309665572964,8.807021624174174,0.5804117834326962,0,0,0,True,PASS,-0.9420079279513652,-0.1574416279373871,-0.1574416279373871,0.010983991011012592,0.7016074094838928,0.867553888297925,0.7774388789097164,0.5804117834327834,True,0.5351621614542994,53.0,Quality-led
CLONE_1834,stress_minimized,-0.5831442724432324,-0.3345631105824243,0.2485811618608081,0.5180307723529319,0.5738569527916915,0.5552072792784164,0.5711104148201539,0.4442249949983785,0.4630617455152625,0.3335630234671098,0.2777368430283502,0.7222712266279232,0.6441145740136598,0.8718447718032638,0.9388361883297752,0.6165236087751913,-0.134468204507011,3.20313264245127e-07,0.3107735847442294,6.87037967324155,0.4701034550854516,0,0,1,True,PASS,1.1241308471574902,0.5406532640615244,0.5406532640615244,0.053699313948959465,0.8998367873780788,0.4500647483900646,0.6240561692817754,0.4701034550855223,True,0.44921210965863834,91.0,Stability-led
CLONE_3249,mild_temp_shift,0.9461069126745284,1.1029567687749644,0.1568498561004361,0.8791550213742594,0.9422433749483315,0.6337019297336657,0.659170565358266,0.721443807964249,0.7433981211869914,0.0,0.0,0.0,0.0,0.8094540311538536,0.8725423847279258,0.7617670714814435,-0.0646121511390665,1.911849503480225e-07,0.3230568128219704,3.1033733132847527,0.3387678560253555,0,0,0,True,PASS,1.7197230454447785,1.473016534776853,1.473016534776853,0.030277619214910984,0.8818081788881471,0.8933157248727417,1.0,0.33876785602540643,True,0.5926506383628287,9.0,Risk-safe
CLONE_3269,stress_minimized,0.8359274748365987,1.0676882848426823,0.2317608100060836,0.9655935735291435,1.0,0.663426899498918,0.6807422640299987,0.9245321899396104,0.9446533948361528,0.1132573839242405,0.0532984050246109,0.3642519980190731,0.2803094275595916,0.8202452891802393,0.8921960638597948,0.6991795779925916,-0.0963384615658616,2.253633287405869e-07,0.3256902681688782,3.109497286918599,0.352782702509728,0,0,0,True,PASS,1.7754446629432352,1.492342111703014,1.492342111703014,0.03647699966878518,0.8779429461395056,0.8824408909545938,0.8639500854251073,0.35278270250978105,True,0.5720126949319293,19.0,Quality-led
CLONE_0492,stress_minimized,0.5972526836906977,0.7963206453950853,0.1990679617043875,0.7111093204842527,0.7739188631461159,0.6214500319296236,0.6414800386836673,0.6147477038993009,0.6357644293832619,0.0196166657731073,0.0,0.1838235702938664,0.0958902105672579,1.0,1.0,0.7561908532372641,-0.1109038415211179,4.787079966920183e-08,0.4921879207577922,8.015059446367884,0.4962929180331087,0,0,0,True,PASS,-1.1723159649299058,-0.3848613207999092,-0.3848613207999092,0.0042828533346447135,0.6335673655494377,0.7987662420692394,0.9608946383087359,0.4962929180331834,True,0.5214533771772195,66.0,Risk-safe
CLONE_2827,stress_minimized,0.7445486723241677,0.9859343800775624,0.2413857077533947,0.7875846359195237,0.8409803120067346,0.8222156196867109,0.84105558651878,0.7272196681400963,0.7450630611199084,0.0861403430827157,0.0327446669955047,0.1481075837298145,0.0733536372077191,0.6534481772191314,0.7175229885237846,0.5679135217442197,-0.1084316972891845,9.740044501706297e-08,0.3116774218552336,9.482412713404234,0.5429677246110757,0,0,0,True,PASS,-0.067898614926283,0.3536345830752552,0.3536345830752552,0.013266694280230706,0.8985101877814715,0.8572325452205435,0.9567316357305662,0.5429677246111574,True,0.5957966999662001,8.0,Risk-safe
CLONE_0486,stress_minimized,0.1912965942044922,0.4521820661599825,0.2608854719554903,0.8021729704358551,0.8604560683318814,0.7483286584568538,0.7658708445860832,0.5232581643521873,0.5437253699911736,0.2088335602792759,0.1505504623832496,0.5453956501110367,0.4637993130566,0.6638048391036164,0.733744556578848,0.665661957920525,-0.1166848247648796,5.337091567490032e-07,0.434315728030729,7.542963697462566,0.5619692427042215,0,0,0,True,PASS,0.491193251251387,0.4755887772148252,0.4755887772148252,0.09240572388247976,0.7185088075324945,0.6926530929700353,0.7494596160400404,0.561969242704306,True,0.5132026185901883,76.0,Mixed
CLONE_0894,stress_minimized,0.5551288772513712,0.7202688019900609,0.1651399247386897,1.0,1.0,0.3651072491504793,0.3837626166836884,0.7188469383576711,0.741368781596021,0.2106465613791328,0.1438694037646839,0.2353055768343834,0.141817556174155,0.9965556795716918,1.0,0.835543152288977,-0.0752956895950156,2.0149199712064209e-07,0.3182436754540512,3.729970881873194,0.3354484629537501,0,0,1,True,PASS,1.6164562377988705,1.257981263475347,1.257981263475347,0.03214714337914828,0.8888726222629081,0.7753160941188306,0.8834928838637814,0.33544846295380054,True,0.5473164698709809,45.0,Stability-led
CLONE_3826,stress_minimized,0.7633448988509896,0.9481658852173608,0.1848209863663711,1.0,1.0,0.8558240972435606,0.8739248929417365,0.6714616651216914,0.6925397039568219,0.3581505823829416,0.2984020295186178,0.2698517775321924,0.186203803522139,0.809879480178205,0.8815777436153935,0.6949710572864761,-0.1047765110907825,2.299848279246098e-07,0.3134092750623793,6.640102207133029,0.4562744894477078,0,0,0,True,PASS,0.959575462163282,0.9550116313849136,0.9550116313849136,0.03731526154826804,0.8959682742685048,0.8455868473297088,0.8023710004738909,0.4562744894477765,True,0.5677680441664699,25.0,Stability-led
CLONE_4059,stress_minimized,0.3376854565415853,0.5937287652285628,0.2560433086869774,0.8859791631255425,0.9429155323334096,0.670088334705166,0.688752801529194,0.5570848955308456,0.5763288901684136,0.1723193014086288,0.1153829322007617,0.5279970180715111,0.4482861011804973,0.7496601629285988,0.8179838059780392,0.6387273841573404,-0.1301032243622598,6.450693283284838e-07,0.3596568677425796,5.178674573066878,0.4483226374999663,0,0,0,True,PASS,1.9277973056672597,1.394169889491781,1.394169889491781,0.11260457776315715,0.8280887448193945,0.7362982024958213,0.7701279276148985,0.44832263750003376,True,0.5438251258090195,47.0,Stability-led
CLONE_3505,stress_minimized,-0.1057238365556939,0.1586067464367793,0.2643305829924732,0.5377633749930953,0.5966766515865872,0.7597974660105521,0.7784654186094709,0.4908809112198909,0.5109059480537987,0.3367877166579811,0.2778744400644891,0.3653861688862454,0.2829075816553567,0.8195275055150552,0.8902234374272455,0.6782655318698384,-0.1371452119634182,7.327663661177201e-07,0.4188683237229574,8.896097966640836,0.6473358442579552,1,0,0,True,PASS,0.7068989546836151,0.4875820713848808,0.4875820713848808,0.12851133892335118,0.7411816100472643,0.60213083376017,0.771305291128427,0.6473358442580526,True,0.51775181022157,70.0,Risk-safe
