clone_id,overall_score,score_productivity,score_quality,score_stability,omics_score,rl_robustness_score,decision,bottleneck,recommended_intervention,post_engineering_score,engineering_gain,success_probability,off_target_risk,engineering_complexity,engineering_success,realized_gain,engineering_confidence,expected_net_benefit,portfolio_group,titer_before_g_L,qp_before_pg_cell_day,stability_before_pct,quality_before_pct,experimental_outcome,response_multiplier,base_titer_frac,base_qp_frac,base_stability_delta,base_quality_delta,titer_after_g_L,qp_after_pg_cell_day,stability_after_pct,quality_after_pct,delta_titer_g_L,delta_qp_pg_cell_day,delta_stability_pct,delta_quality_pct,experimental_roi_score,engineering_result_class,predicted_score,observed_score,prediction_error,observed_success
CLONE_1371,39.65760656187063,0.7788509888229258,85.93709691190612,87.5227565755037,29.691647453778696,68.50954145376288,Advance with Monitoring,productivity,XBP1s_secretory_support,55.2307711762457,15.573164614375074,0.8,0.15,0.4,True,15.573164614375074,0.408,12.45853169150006,Other,1.4230881262380308,7.327954774503762,96.21443558817444,93.3792263320306,strong_success,1.0,0.14,0.16,1.0,0.5,1.5232330287807918,7.776493585499415,99.13127665528673,95.29346055380314,0.1001449025427609,0.4485388109956529,2.916841067112273,1.9142342217725312,0.8780513291606804,Neutral / Small Change,55.2307711762457,56.10882250540639,0.8780513291606837,0
CLONE_4629,39.418285469309765,0.2165905018445139,91.24933375223004,84.59981293066927,27.003494863331913,65.47819551806491,Advance with Monitoring,productivity,XBP1s_secretory_support,54.98682596216925,15.568540492859483,0.8,0.15,0.4,False,-0.6222121244838194,0.408,12.454832394287587,Other,1.3943970866996616,10.183553413028076,91.11138847710704,94.82858624131016,negative_tradeoff,-0.35,0.14,0.16,1.0,0.5,1.2266508918471783,11.15313177086825,89.68398314969656,95.48148579034032,-0.1677461948524832,0.9695783578401738,-1.4274053274104688,0.6528995490301668,-2.353848988710837,Negative Outcome,54.98682596216925,52.63297697345841,-2.353848988710837,0
CLONE_3186,39.34445050796506,4.5141965919170985,88.06635810859984,84.35319585332488,24.51139228528717,63.35712906556814,Engineer,productivity,XBP1s_secretory_support,56.328375051097126,16.98392454313207,0.8,0.15,0.4,False,-0.4525342972791622,0.408,13.587139634505656,High Gain / Low Risk,1.7862003974873637,10.131779488550391,90.43722721847708,93.56993429969803,negative_tradeoff,-0.35,0.14,0.16,1.0,0.5,1.7390311305349964,10.034234263845786,88.5744868141373,94.2814822202626,-0.0471692669523671,-0.0975452247046071,-1.8627404043397744,0.7115479205645698,-2.1236793913855028,Negative Outcome,56.328375051097126,54.204695659711625,-2.123679391385501,0
CLONE_0678,39.31345987794156,3.0109172040157848,83.64366415996052,89.21705087401998,26.533721180332805,65.36074686246188,Engineer,productivity,XBP1s_secretory_support,51.986899388625964,12.673439510684403,0.8,0.15,0.4,True,12.673439510684403,0.408,10.138751608547524,Other,1.1722257990363398,5.437413194559583,92.89896524495852,88.31156403759394,strong_success,1.0,0.14,0.16,1.0,0.5,0.9484063458742044,3.638370713269497,92.84632967958171,87.14748285540183,-0.2238194531621353,-1.799042481290086,-0.0526355653768035,-1.1640811821921062,-4.574160300963362,Negative Outcome,51.986899388625964,47.4127390876626,-4.574160300963364,0
CLONE_1591,39.03313688234016,4.477601471727066,97.7253650728653,83.17502572557218,21.86211444081412,60.42232576645873,Engineer,productivity,XBP1s_secretory_support,52.083301217314094,13.050164334973935,0.8,0.15,0.4,True,13.050164334973935,0.408,10.44013146797915,Other,1.2926506154580952,10.081000409742252,93.43731401112156,98.85024195247564,strong_success,1.0,0.14,0.16,1.0,0.5,1.1228212073500607,12.134721927549364,95.51041718767468,100.0,-0.1698294081080344,2.053721517807112,2.0731031765531185,1.1497580475243725,-0.7206870481606359,Neutral / Small Change,52.083301217314094,51.36261416915346,-0.7206870481606344,0
CLONE_3007,38.97662864942185,0.0408174237186011,92.65342154035692,99.22494867529066,11.224678860092911,51.81611294793402,Engineer,productivity,XBP1s_secretory_support,54.3520535909399,15.375424941518055,0.8,0.15,0.4,True,15.375424941518055,0.408,12.300339953214444,Other,1.361468988875687,7.24289701475732,98.36298271592982,91.11073492136534,strong_success,1.0,0.14,0.16,1.0,0.5,1.4334905310201485,7.791544079927608,99.55610938041934,89.20795832717691,0.0720215421444614,0.5486470651702877,1.193126664489526,-1.902776594188424,-0.6720519061668605,Neutral / Small Change,54.3520535909399,53.68000168477304,-0.6720519061668639,0
CLONE_2526,38.48366779432967,0.2596936242508691,80.62117658862171,84.94678667889718,27.089179691605676,68.4514136635278,Engineer,productivity,XBP1s_secretory_support,52.95800555366082,14.47433775933115,0.8,0.15,0.4,True,14.47433775933115,0.408,11.57947020746492,Other,1.2597769011289377,6.72925795914836,91.22025853044684,90.03460835482166,strong_success,1.0,0.14,0.16,1.0,0.5,1.227910447165024,6.760274571336993,91.12561822479628,91.11489399552208,-0.0318664539639135,0.0310166121886323,-0.0946403056505573,1.08028564070041,-1.3899103306356655,Neutral / Small Change,52.95800555366082,51.56809522302515,-1.389910330635665,0
CLONE_0894,38.45727910402831,3.201970794830738,77.53160941188307,88.88726222629082,18.321967992344543,74.30955574844299,Engineer,productivity,XBP1s_secretory_support,55.585773769218854,17.128494665190544,0.8,0.15,0.4,True,17.128494665190544,0.408,13.702795732152437,High Gain / Low Risk,1.7386603728903554,10.247983232027572,94.80369451221722,91.94418720461086,partial_success,0.5,0.14,0.16,1.0,0.5,1.9153920938337288,11.939220399306956,95.77359566188726,95.17987064332584,0.1767317209433734,1.6912371672793842,0.9699011496700364,3.235683438714972,2.0799922150108694,Neutral / Small Change,55.585773769218854,57.66576598422972,2.0799922150108685,0
CLONE_1502,38.351938273877906,0.038590956455226,90.11375279528076,79.62145340944788,27.157775393973083,56.74354879475438,Engineer,productivity,XBP1s_secretory_support,53.03589012283548,14.683951848957577,0.8,0.15,0.4,True,14.683951848957577,0.408,11.747161479166062,Other,1.2749235289424583,10.074348151057574,90.45030739428628,90.86670352375654,partial_success,0.5,0.14,0.16,1.0,0.5,1.1768262049839475,12.381460720206348,90.79592371830834,89.33089903606052,-0.098097323958511,2.3071125691487744,0.3456163240220604,-1.5358044876960264,-1.098058091097315,Neutral / Small Change,53.03589012283548,51.93783203173817,-1.0980580910973146,0
CLONE_3826,38.033421335417245,3.718850756284927,84.55868473297087,89.59682742685048,19.077136366064,65.41596809817591,Engineer,productivity,XBP1s_secretory_support,51.708813932746665,13.67539259732942,0.8,0.15,0.4,True,13.67539259732942,0.408,10.940314077863537,Other,1.3328666124804234,11.052592480243574,95.98408440326897,89.38205212864223,strong_success,1.0,0.14,0.16,1.0,0.5,1.2310092982044627,14.168190789595748,98.1370518890683,88.73260553423808,-0.1018573142759606,3.1155983093521744,2.152967485799337,-0.6494465944041536,0.030380694252415,Neutral / Small Change,51.708813932746665,51.73919462699908,0.03038069425241474,0
CLONE_4425,37.88027675796117,1.9923209927297865,87.05763858093508,82.69278901513675,22.144867457329408,68.15724284147811,Engineer,productivity,XBP1s_secretory_support,57.31157429580428,19.431297537843108,0.8,0.15,0.4,True,19.431297537843108,0.408,15.545038030274489,High Gain / Low Risk,1.9660282418668775,6.959107671228254,90.01915363799726,91.763510934168,partial_success,0.5,0.14,0.16,1.0,0.5,2.3879328454934696,6.22569401557203,89.16607399718124,91.86298798179948,0.4219046036265919,-0.7334136556562241,-0.85307964081602,0.099477047631467,1.3467879873228623,Neutral / Small Change,57.31157429580428,58.65836228312714,1.3467879873228625,0
CLONE_2985,37.408394236212494,0.5415831695166421,84.3428719936895,84.07638191190844,18.858403835466035,64.01719122552647,Engineer,productivity,XBP1s_secretory_support,53.45684163523942,16.048447399026927,0.8,0.15,0.4,True,16.048447399026927,0.408,12.838757919221544,High Gain / Low Risk,1.470635083354198,7.554881862542896,91.29370083332968,89.41705492911719,strong_success,1.0,0.14,0.16,1.0,0.5,1.6247508770513852,8.265847428391494,91.50220761343304,88.8618414479429,0.1541157936971871,0.710965565848598,0.2085067801033489,-0.5552134811742917,0.1728290138189198,Neutral / Small Change,53.45684163523942,53.62967064905834,0.17282901381891946,0
CLONE_0834,37.281411382074566,5.982796858488476,77.8927211795186,86.55373733386386,23.478992430959757,59.34777545328286,Engineer,productivity,XBP1s_secretory_support,53.916467791450415,16.63505640937585,0.8,0.15,0.4,True,16.63505640937585,0.408,13.30804512750068,High Gain / Low Risk,1.8160218940964048,10.57702185752344,92.10620388060396,84.61361603326554,strong_success,1.0,0.14,0.16,1.0,0.5,2.075598501684053,12.71864390347368,92.21804165090572,82.48762088666635,0.259576607587648,2.141622045950239,0.1118377703017614,-2.125995146599194,1.458046744196969,Neutral / Small Change,53.916467791450415,55.374514535647386,1.4580467441969702,0
CLONE_4843,37.25944308805849,0.8705629072372953,88.06352499048438,83.32385276446136,21.327689904530143,62.14322627836517,Engineer,productivity,XBP1s_secretory_support,50.90994671563158,13.650503627573087,0.8,0.15,0.4,True,13.650503627573087,0.408,10.92040290205847,Other,1.1873410988085005,10.229670384560652,88.73603415423108,92.12380644561549,partial_success,0.5,0.14,0.16,1.0,0.5,0.980162303537766,12.46532818927852,86.74076173203291,92.17665090782452,-0.2071787952707344,2.235657804717869,-1.9952724221981697,0.0528444622090376,-2.201642669332437,Negative Outcome,50.90994671563158,48.70830404629914,-2.2016426693324362,0
CLONE_1719,37.14808712493222,0.8995774558454848,92.18441931629852,73.06057959154926,21.74014282252951,61.871973206801755,Engineer,productivity,XBP1s_secretory_support,52.559321675881854,15.411234550949636,0.8,0.15,0.4,True,15.411234550949636,0.408,12.32898764075971,Other,1.4088831916609783,7.329516310179975,88.35526079891787,91.59284868539318,partial_success,0.5,0.14,0.16,1.0,0.5,1.392288495809736,7.164133434830629,88.99944121451473,89.94939311480402,-0.0165946958512424,-0.165382875349346,0.644180415596864,-1.643455570589154,-1.8818060807676191,Neutral / Small Change,52.559321675881854,50.67751559511424,-1.8818060807676176,0
CLONE_2827,36.94011997976733,1.313676935607998,85.72325452205435,89.85101877814715,22.365906196841983,54.562154071687175,Engineer,productivity,XBP1s_secretory_support,53.66196515918706,16.72184517941973,0.8,0.15,0.4,True,16.72184517941973,0.408,13.377476143535786,High Gain / Low Risk,1.5934144942078663,8.049058666066925,94.6654976800557,91.9509517605332,failure,-0.1,0.14,0.16,1.0,0.5,1.5861208440069945,7.605564498416827,94.65708058832554,92.31134040648595,-0.0072936502008722,-0.4434941676500976,-0.008417091730152,0.3603886459527814,-1.6364528136413792,Neutral / Small Change,53.66196515918706,52.025512345545685,-1.6364528136413767,0
CLONE_0908,36.737344513999176,1.3417414514806143,78.87147563894749,87.61156763716484,15.708050446681082,68.19376433227207,Engineer,productivity,XBP1s_secretory_support,50.93535735915457,14.198012845155397,0.8,0.15,0.4,True,14.198012845155397,0.408,11.358410276124316,Other,1.279338678218455,6.216687316461741,93.30262261540756,86.28717129989033,strong_success,1.0,0.14,0.16,1.0,0.5,1.2224903536325953,5.523879733162499,94.01029280037125,85.10803494853963,-0.0568483245858597,-0.692807583299242,0.707670184963689,-1.1791363513507065,-2.388337688263178,Negative Outcome,50.93535735915457,48.547019670891395,-2.388337688263178,0
CLONE_2723,36.58784564596918,7.876118997274227,73.24225850733987,84.23722962463773,20.136671640494168,69.21444077112446,Engineer,productivity,XBP1s_secretory_support,53.83924168266053,17.251396036691347,0.8,0.15,0.4,True,17.251396036691347,0.408,13.801116829353075,High Gain / Low Risk,1.9877304544501295,8.127944830966412,91.54097299061203,88.86161738311782,partial_success,0.5,0.14,0.16,1.0,0.5,2.1930664028857474,6.947294729583369,91.38909229054931,91.13651899064412,0.2053359484356178,-1.1806501013830424,-0.1518807000627191,2.274901607526317,0.0650527535210171,Neutral / Small Change,53.83924168266053,53.904294436181544,0.06505275352101592,0
CLONE_1145,36.4493628184423,1.2117925410167203,72.28456781967898,91.65976397459272,20.27560240857222,66.80426479823677,Engineer,productivity,XBP1s_secretory_support,51.74808543860469,15.298722620162389,0.8,0.15,0.4,True,15.298722620162389,0.408,12.238978096129912,Other,1.4104299545711347,10.012825257913748,91.9999688262444,83.79301189959271,partial_success,0.5,0.14,0.16,1.0,0.5,1.3826853786117832,11.987582298477534,90.0769127131688,82.56813196108835,-0.0277445759593515,1.974757040563787,-1.9230561130756172,-1.2248799385043585,-1.224086396231534,Neutral / Small Change,51.74808543860469,50.523999042373156,-1.2240863962315345,0
CLONE_3527,36.41136909857655,2.716301966172691,85.78047881399388,86.04884876251411,18.260070619115712,61.28309742296428,Engineer,productivity,XBP1s_secretory_support,52.32798159898999,15.916612500413445,0.8,0.15,0.4,True,15.916612500413445,0.408,12.733290000330756,Other,1.5628916608603154,11.581696686316906,91.85727188422464,90.38367806946609,strong_success,1.0,0.14,0.16,1.0,0.5,1.716324730948233,15.41701056389542,91.9263039000766,90.10058579515756,0.1534330700879176,3.835313877578514,0.0690320158519597,-0.2830922743085153,2.07513782263631,Neutral / Small Change,52.32798159898999,54.4031194216263,2.0751378226363073,0
CLONE_1045,36.39676478792112,4.308824275696624,85.60261158814707,85.97182991114532,15.712736197633747,64.28856753268586,Engineer,productivity,XBP1s_secretory_support,51.69335156346233,15.296586775541208,0.8,0.15,0.4,True,15.296586775541208,0.408,12.237269420432966,Other,1.565014560727482,9.23480352506225,91.98386633318168,92.58013130176111,partial_success,0.5,0.14,0.16,1.0,0.5,1.5471816920092527,9.82401600883395,91.66979455839152,93.75040712781562,-0.0178328687182292,0.5892124837716999,-0.3140717747901504,1.1702758260545068,-0.9750844466667246,Neutral / Small Change,51.69335156346233,50.7182671167956,-0.9750844466667274,0
CLONE_1091,36.18652014344423,0.0547659822041508,81.82352802506934,83.12342360907665,17.252198536240044,57.16701743307742,Engineer,productivity,XBP1s_secretory_support,56.3910765124621,20.204556369017872,0.8,0.15,0.4,True,20.204556369017872,0.408,16.1636450952143,High Gain / Low Risk,1.965807845237442,10.024590910089376,89.98234643300589,86.9041531376612,strong_success,1.0,0.14,0.16,1.0,0.5,2.6026304451689035,13.08871414344631,89.47893052917347,85.25785666301027,0.6368225999314614,3.064123233356934,-0.5034159038324191,-1.6462964746509243,4.995626644845016,Moderate Improvement,56.3910765124621,61.38670315730712,4.995626644845018,1
CLONE_1437,36.14339083561131,5.598173423220868,85.23929116210928,82.58064903454235,19.731967311188075,59.47617938353612,Engineer,productivity,XBP1s_secretory_support,52.61639638613544,16.473005550524135,0.8,0.15,0.4,True,16.473005550524135,0.408,13.178404440419309,High Gain / Low Risk,1.77653436497656,10.514687545525948,91.05807520979408,91.25542215729416,strong_success,1.0,0.14,0.16,1.0,0.5,2.014555326483297,12.692175496426682,91.51614664229506,91.79661205920036,0.238020961506737,2.177487950900735,0.4580714325009865,0.5411899019061934,2.0604757961961315,Neutral / Small Change,52.61639638613544,54.67687218233157,2.0604757961961297,0
CLONE_3239,36.10860744594343,1.6349002649406614,84.59127527318226,88.31591740089144,24.3923129322626,54.96691083484655,Engineer,productivity,XBP1s_secretory_support,50.49318558803163,14.384578142088202,0.8,0.15,0.4,False,2.7826026858416326,0.408,11.507662513670562,Other,1.317317281008058,7.232928575570764,94.36815032596782,93.1426211233014,negative_tradeoff,-0.35,0.14,0.16,1.0,0.5,1.0352986206829469,5.827656764841046,94.32422661118964,94.62833525472506,-0.2820186603251111,-1.405271810729718,-0.0439237147781881,1.4857141314236486,-4.138864764877355,Negative Outcome,50.49318558803163,46.354320823154275,-4.138864764877354,0
CLONE_3546,36.07501202943109,0.0614510716758461,91.01265467237091,84.06217322483862,18.722093888674944,46.95945521132116,Engineer,productivity,XBP1s_secretory_support,54.22010185363747,18.14508982420638,0.8,0.15,0.4,False,1.5626984053187771,0.408,14.516071859365104,High Gain / Low Risk,1.7087087816095896,8.742455553953098,95.71599762785974,90.01034849327333,negative_tradeoff,-0.35,0.14,0.16,1.0,0.5,1.7818018442141144,8.755630401201557,97.89527647967554,87.1241236414315,0.0730930626045247,0.0131748472484591,2.179278851815809,-2.886224851841831,-0.984087090821232,Neutral / Small Change,54.22010185363747,53.23601476281624,-0.9840870908212338,0
CLONE_1361,36.02827769958798,2.555323589212211,67.51367502418574,91.7055816341954,20.923457300764316,64.18217125683037,Engineer,productivity,XBP1s_secretory_support,50.086590399645935,14.058312700057954,0.8,0.15,0.4,False,-2.820690215311122,0.408,11.246650160046364,Other,1.322555266967855,11.893776681479846,95.19727664665794,83.72501122722262,negative_tradeoff,-0.35,0.14,0.16,1.0,0.5,1.0076298301908704,13.48125804194927,94.80914336590573,83.52696201502108,-0.3149254367769847,1.5874813604694236,-0.3881332807522284,-0.1980492122015391,-3.113460301172666,Negative Outcome,50.086590399645935,46.97313009847327,-3.1134603011726654,0
