rl_state,best_action,state_value
P1_B3_R2_G3_O3,no_action,8.255209375620087
P1_B3_R3_G0_O1,no_action,6.537463909610551
P1_B3_R3_G0_O2,perfusion_rescue,7.196625258013565
P1_B3_R3_G0_O3,perfusion_rescue,6.710590779524215
P1_B3_R3_G1_O1,perfusion_rescue,7.525613856651457
P1_B3_R3_G1_O2,stress_mitigation,7.523107413731285
P1_B3_R3_G1_O3,perfusion_rescue,7.027007336680678
P1_B3_R3_G2_O2,stress_mitigation,7.432098783043708
P1_B3_R3_G2_O3,no_action,6.843293174483274
P1_B3_R3_G3_O3,adaptive_feed,5.600416530478617
P2_B0_R0_G0_O0,stress_mitigation,9.013283323159964
P2_B0_R0_G0_O1,perfusion_rescue,8.971508592835422
P2_B0_R0_G1_O0,mild_temp_shift,9.321099304308545
P2_B0_R0_G1_O1,perfusion_rescue,9.114339241634863
P2_B0_R0_G2_O0,adaptive_feed,9.663224928858906
P2_B0_R0_G2_O1,stress_mitigation,9.55716395905904
P2_B0_R0_G3_O0,adaptive_feed,9.771486368659508
P2_B0_R0_G3_O1,stress_mitigation,9.770214381556048
P2_B0_R1_G0_O0,perfusion_rescue,8.765693855932135
P2_B0_R1_G0_O1,no_action,8.895044205939211
P2_B0_R1_G0_O2,adaptive_feed,6.364623218648564
P2_B0_R1_G1_O0,mild_temp_shift,9.306624567322519
P2_B0_R1_G1_O1,no_action,9.485693855799292
P2_B0_R1_G2_O0,adaptive_feed,9.572967738318061
P2_B0_R1_G2_O1,no_action,9.500224483567054
P2_B0_R1_G2_O2,adaptive_feed,7.687448861198739
P2_B0_R1_G2_O3,adaptive_feed,8.103853907444854
P2_B0_R1_G3_O0,mild_temp_shift,9.621533904088167
P2_B0_R1_G3_O1,adaptive_feed,9.924090916657759
P2_B0_R2_G0_O0,perfusion_rescue,8.489036876111616
P2_B0_R2_G0_O1,mild_temp_shift,8.725755763584456
P2_B0_R2_G1_O0,perfusion_rescue,8.257680168039894
P2_B0_R2_G1_O1,no_action,8.447404350138726
P2_B0_R2_G3_O0,perfusion_rescue,9.467454578893138
P2_B0_R3_G1_O0,perfusion_rescue,7.999179161833331
P2_B1_R0_G0_O0,stress_mitigation,8.915519175563059
P2_B1_R0_G0_O1,stress_mitigation,8.697787622714218
P2_B1_R0_G0_O2,stress_mitigation,2.412550366805824
P2_B1_R0_G0_O3,adaptive_feed,8.266863179229363
P2_B1_R0_G1_O0,perfusion_rescue,9.151099369595878
P2_B1_R0_G1_O1,stress_mitigation,9.334733980411972
P2_B1_R0_G1_O2,stress_mitigation,9.189772493350596
P2_B1_R0_G1_O3,adaptive_feed,8.309206482206646
P2_B1_R0_G2_O0,no_action,9.511170402597346
P2_B1_R0_G2_O1,mild_temp_shift,9.586165331773607
P2_B1_R0_G2_O2,stress_mitigation,9.571529328755073
P2_B1_R0_G3_O0,no_action,9.657035226898621
P2_B1_R0_G3_O1,adaptive_feed,9.847517662790663
P2_B1_R0_G3_O2,stress_mitigation,9.632544282047649
P2_B1_R1_G0_O0,stress_mitigation,8.65189558506857
P2_B1_R1_G0_O1,stress_mitigation,8.522976693495332
P2_B1_R1_G0_O2,no_action,8.179538659631415
P2_B1_R1_G1_O1,mild_temp_shift,9.210361587562545
P2_B1_R1_G1_O2,no_action,8.924061026883834
P2_B1_R1_G1_O3,adaptive_feed,7.690819348232159
P2_B1_R1_G2_O0,perfusion_rescue,9.350308900665652
P2_B1_R1_G2_O1,perfusion_rescue,9.43520346934002
P2_B1_R1_G2_O2,stress_mitigation,9.2404269322423
P2_B1_R1_G2_O3,adaptive_feed,7.40177981179689
P2_B1_R1_G3_O0,perfusion_rescue,9.556400198838787
P2_B1_R1_G3_O1,mild_temp_shift,9.592405837042216
P2_B1_R1_G3_O2,no_action,9.260330284432818
P2_B1_R1_G3_O3,adaptive_feed,6.7847534369677485
P2_B1_R2_G0_O0,perfusion_rescue,8.40714488665409
P2_B1_R2_G0_O1,perfusion_rescue,8.338945732171753
P2_B1_R2_G0_O2,perfusion_rescue,8.434630980729857
P2_B1_R2_G0_O3,no_action,7.274929775183421
P2_B1_R2_G1_O1,perfusion_rescue,8.772652134089672
P2_B1_R2_G1_O2,no_action,7.396505448757126
P2_B1_R2_G1_O3,adaptive_feed,5.881380011553192
P2_B1_R2_G2_O0,adaptive_feed,9.160333204412744
P2_B1_R2_G2_O1,mild_temp_shift,9.117211871469232
P2_B1_R2_G2_O2,no_action,8.810364200596911
P2_B1_R2_G2_O3,adaptive_feed,6.850633261167054
P2_B1_R2_G3_O0,perfusion_rescue,9.296461503531205
P2_B1_R2_G3_O1,mild_temp_shift,9.720049525469285
P2_B1_R2_G3_O2,no_action,8.791360323288487
P2_B1_R2_G3_O3,adaptive_feed,0.2420202171342777
P2_B1_R3_G0_O2,adaptive_feed,2.677897481458632
P2_B1_R3_G1_O0,perfusion_rescue,7.709895080629988
P2_B1_R3_G1_O1,no_action,0.0
P2_B1_R3_G1_O2,adaptive_feed,6.204498193289956
P2_B1_R3_G2_O1,no_action,5.481493915246793
P2_B1_R3_G2_O2,adaptive_feed,7.4822192770573235
P2_B1_R3_G3_O1,no_action,0.0
P2_B1_R3_G3_O2,no_action,8.031224242071083
P2_B2_R0_G0_O0,adaptive_feed,8.249969027565719
P2_B2_R0_G0_O2,stress_mitigation,5.529752775655134
P2_B2_R0_G1_O1,stress_mitigation,8.956060877483507
P2_B2_R0_G1_O2,mild_temp_shift,8.841046869494944
P2_B2_R0_G2_O1,mild_temp_shift,9.29562062910446
P2_B2_R0_G2_O2,stress_mitigation,9.160717331691092
P2_B2_R0_G3_O1,stress_mitigation,9.505131161826448
P2_B2_R0_G3_O2,mild_temp_shift,9.02325806647889
P2_B2_R1_G0_O1,no_action,7.824149190081033
P2_B2_R1_G0_O2,no_action,7.398498272146943
P2_B2_R1_G0_O3,mild_temp_shift,7.782103866818357
P2_B2_R1_G1_O1,stress_mitigation,8.547856089363087
P2_B2_R1_G1_O2,perfusion_rescue,8.827091387814605
P2_B2_R1_G1_O3,mild_temp_shift,8.520689609953967
P2_B2_R1_G2_O1,stress_mitigation,9.171900157256351
P2_B2_R1_G2_O2,no_action,8.83262561583232
P2_B2_R1_G2_O3,adaptive_feed,7.399955974705825
P2_B2_R1_G3_O1,mild_temp_shift,9.539861027445216
P2_B2_R1_G3_O2,no_action,8.911306895097724
P2_B2_R2_G0_O0,perfusion_rescue,8.134926070483859
P2_B2_R2_G0_O1,perfusion_rescue,8.198742383372085
P2_B2_R2_G0_O2,stress_mitigation,7.847368781829332
P2_B2_R2_G0_O3,perfusion_rescue,7.502726812825981
P2_B2_R2_G1_O1,no_action,8.306051864192355
P2_B2_R2_G1_O2,perfusion_rescue,8.73404783583434
P2_B2_R2_G1_O3,mild_temp_shift,8.18801422952518
P2_B2_R2_G2_O0,no_action,8.849511554127703
P2_B2_R2_G2_O1,adaptive_feed,8.76349722296144
P2_B2_R2_G2_O2,no_action,8.638930265201145
P2_B2_R2_G2_O3,stress_mitigation,7.1601936760441225
P2_B2_R2_G3_O1,adaptive_feed,7.492702289671294
P2_B2_R2_G3_O2,stress_mitigation,8.86826471444743
P2_B2_R2_G3_O3,perfusion_rescue,6.455467720512855
P2_B2_R3_G0_O1,perfusion_rescue,7.44248932965961
P2_B2_R3_G0_O2,mild_temp_shift,7.46180293277925
P2_B2_R3_G0_O3,mild_temp_shift,7.0421117727555105
P2_B2_R3_G1_O1,adaptive_feed,6.480460728177115
P2_B2_R3_G1_O2,perfusion_rescue,8.369607588604522
P2_B2_R3_G1_O3,perfusion_rescue,7.512067286265558
P2_B2_R3_G2_O2,stress_mitigation,7.93830164805287
P2_B2_R3_G2_O3,perfusion_rescue,7.973605490040796
P2_B2_R3_G3_O2,no_action,7.728186075721327
P2_B2_R3_G3_O3,adaptive_feed,5.6894171151486095
P2_B3_R1_G0_O2,no_action,7.20077372251221
P2_B3_R1_G0_O3,perfusion_rescue,7.355779352866544
P2_B3_R1_G1_O1,no_action,8.197284418309243
P2_B3_R1_G1_O2,adaptive_feed,7.090905789992574
P2_B3_R1_G1_O3,adaptive_feed,6.849442355916899
P2_B3_R1_G2_O1,adaptive_feed,8.547828223013738
P2_B3_R1_G2_O2,mild_temp_shift,8.121071464420316
P2_B3_R1_G2_O3,adaptive_feed,6.891488789878863
P2_B3_R2_G0_O1,perfusion_rescue,7.629191931157383
P2_B3_R2_G0_O2,perfusion_rescue,7.523166086307614
P2_B3_R2_G0_O3,perfusion_rescue,7.3057895965564565
P2_B3_R2_G1_O2,no_action,7.569055471103677
P2_B3_R2_G1_O3,perfusion_rescue,7.24553077764363
P2_B3_R2_G2_O1,stress_mitigation,8.295901086762306
P2_B3_R2_G2_O2,no_action,7.7297805839720475
P2_B3_R2_G2_O3,perfusion_rescue,6.861424102575261
P2_B3_R2_G3_O1,adaptive_feed,6.9677569892418365
P2_B3_R2_G3_O2,adaptive_feed,6.525806016395876
P2_B3_R2_G3_O3,adaptive_feed,6.308437533577418
P2_B3_R3_G0_O1,no_action,6.645831393178757
P2_B3_R3_G0_O2,no_action,6.949810741540321
P2_B3_R3_G0_O3,perfusion_rescue,6.899869752939489
P2_B3_R3_G1_O2,no_action,6.807384910814622
P2_B3_R3_G1_O3,perfusion_rescue,6.928329454226194
P2_B3_R3_G2_O2,stress_mitigation,7.198074341579684
P2_B3_R3_G2_O3,perfusion_rescue,7.682832706581127
P2_B3_R3_G3_O3,adaptive_feed,5.965968257439433
P3_B0_R0_G0_O0,mild_temp_shift,9.364057621681624
P3_B0_R0_G0_O1,adaptive_feed,9.148024260913363
P3_B0_R0_G0_O2,adaptive_feed,7.286228186118222
P3_B0_R0_G0_O3,adaptive_feed,7.683592509912925
P3_B0_R0_G1_O0,mild_temp_shift,9.59505328837197
P3_B0_R0_G1_O1,no_action,9.60680888408328
P3_B0_R0_G1_O2,no_action,9.184214634762228
P3_B0_R0_G2_O0,mild_temp_shift,9.782842360883281
P3_B0_R0_G2_O1,no_action,9.837600550502927
P3_B0_R0_G2_O2,no_action,9.26004914301424
P3_B0_R0_G3_O0,adaptive_feed,9.925533443225053
P3_B0_R0_G3_O1,no_action,10.114564595538795
P3_B0_R0_G3_O2,adaptive_feed,9.218945449815287
P3_B0_R1_G0_O0,perfusion_rescue,9.13828732428262
P3_B0_R1_G0_O1,no_action,8.714543428107389
P3_B0_R1_G0_O2,adaptive_feed,6.861823470437542
P3_B0_R1_G1_O0,no_action,9.242177008312844
P3_B0_R1_G1_O1,no_action,8.860248783241987
P3_B0_R1_G1_O2,adaptive_feed,2.811315614883967
P3_B0_R1_G2_O0,perfusion_rescue,9.348781484019637
P3_B0_R1_G2_O1,no_action,9.667926605314682
P3_B0_R1_G2_O2,no_action,8.244910625892375
P3_B0_R1_G2_O3,adaptive_feed,8.434235703261143
P3_B0_R1_G3_O0,adaptive_feed,9.695114787809931
P3_B0_R1_G3_O1,stress_mitigation,9.808705439871684
P3_B0_R1_G3_O2,adaptive_feed,8.498400519090142
P3_B0_R1_G3_O3,no_action,0.0
P3_B0_R2_G0_O1,no_action,8.429544734416522
P3_B0_R2_G1_O1,no_action,8.91804879597079
P3_B1_R0_G0_O1,mild_temp_shift,9.197827344219393
P3_B1_R0_G0_O2,adaptive_feed,8.24792261746479
P3_B1_R0_G0_O3,adaptive_feed,7.964776176358349
P3_B1_R0_G1_O0,adaptive_feed,9.462589138817382
P3_B1_R0_G1_O1,no_action,9.359652763409796
P3_B1_R0_G1_O2,adaptive_feed,8.447671932098665
P3_B1_R0_G1_O3,no_action,8.59332987362117
