clone_process_id,pseudo_time,cellular_archetype,productivity_signal,integrated_burden,oxidative_stress,er_stress_burden,stress_failure_risk,galactosylation,sialylation,overflow_burden,rescue_potential,dynamic_latent_1,dynamic_latent_2,dynamic_regime
0,10,Quality-Adapted,0.0,0.5828763115081717,0.6483780259932507,0.9457781911613318,0.46802824212098426,0.6236059605387937,0.5006604849335289,0.780698630487526,0.5842289461086478,5.310208268114611,-0.10577374134517226,3
0,11,Quality-Adapted,0.005416565154790633,0.5780516722716709,0.6734465088705389,0.97084667403862,0.4735616678902219,0.5911336115104158,0.4681881359051509,0.8135034809243076,0.5842289461086478,5.545111632590818,-0.22167002972634411,3
0,12,Quality-Adapted,0.0,0.5590507049883573,0.6983617636177192,0.9957619287858003,0.4781450452952939,0.5719283728086986,0.44898289720343376,0.8429777749217704,0.5842289461086478,5.733692378614089,-0.29147335746825787,3
0,13,Quality-Adapted,0.0,0.5780292477390564,0.7230035981867177,1.0,0.4836773498379008,0.5541949068686012,0.43124943126333637,0.8641859015825165,0.5842289461086478,5.9491618308321,-0.34798378199639807,3
0,14,Quality-Adapted,0.0,0.567126997769284,0.7374621715667479,1.0,0.48866454188201913,0.5322333107286639,0.4092878351233991,0.8882952388539935,0.5842289461086478,6.06627797201747,-0.42337818117078324,3
1,0,Quality-Adapted,0.0,0.45939810776172263,0.44995306325590684,0.49816225558097554,0.30351932766385237,0.6196875163800756,0.4585905638099282,0.3818285849320158,0.637613719578455,2.325016287585229,0.27407628276506923,3
1,1,Quality-Adapted,0.0,0.45011900467572274,0.44894438829281547,0.49715358061788417,0.30052072911450034,0.6110546200948985,0.44995766752475114,0.3878749486631543,0.637613719578455,2.3206531310108827,0.24348858939473372,3
1,2,Quality-Adapted,0.0,0.4413812435169491,0.4505410031003172,0.4987501954253859,0.29708524250720963,0.6110970030869184,0.45000005051677106,0.4099955101641317,0.637613719578455,2.3493584327771115,0.21174916401360014,3
1,3,Quality-Adapted,0.0,0.4360523286439467,0.45792809953030905,0.5061372918553777,0.2933833101562688,0.6054549066404401,0.44435795407029277,0.41056425897030924,0.637613719578455,2.3689977206103956,0.1936301502400595,3
1,4,Quality-Adapted,0.0,0.3989458144119541,0.44670260076316143,0.4949117930882301,0.2878260520937283,0.6042383797487606,0.44314142717861327,0.4174673009931868,0.637613719578455,2.2262051295354897,0.1699996567145759,3
1,5,Quality-Adapted,0.0,0.37761637348295035,0.4731577861972075,0.5213669785222762,0.28120232198473766,0.606960541212875,0.4458635886427276,0.423235779132406,0.637613719578455,2.2682657482010944,0.15546426197567897,3
1,6,Quality-Adapted,0.0,0.35875913198411685,0.46498079863853026,0.513189990963599,0.2736357298008053,0.6093878690951902,0.4482909165250428,0.4203129401798472,0.637613719578455,2.1520180027428273,0.1534566602325928,3
1,7,Quality-Adapted,0.0,0.34905259702734875,0.4735896286949775,0.5217988210200462,0.26558381086903454,0.5893603864369807,0.42826343386683335,0.4349963391380799,0.637613719578455,2.218611459121606,0.08244262678552086,3
1,8,Quality-Adapted,0.0007512206329893026,0.3252526720661583,0.4820777431076697,0.5302869354327383,0.2563418956892043,0.5993808297330426,0.43828387716289524,0.44561288974599594,0.637613719578455,2.1686619708885484,0.07508705272944505,3
1,9,Quality-Adapted,0.007263004139809689,0.2940768509931405,0.48889334914456406,0.5371025414696327,0.2455411894557231,0.6065509541476651,0.4454540015775177,0.4657270762448673,0.637613719578455,2.1002658454118213,0.03777142813769056,3
1,10,Quality-Adapted,0.0,0.2840817725705216,0.5140139985667224,0.562223190891791,0.23424072930111098,0.593390907180541,0.4322939546103936,0.4678245877336329,0.637613719578455,2.2018144654563776,0.003907797046533864,3
1,11,Quality-Adapted,0.018169169388935105,0.2624862973164644,0.4960979838307746,0.5443071761558432,0.22186049538379599,0.5831501160988187,0.42205316352867134,0.46361597668126486,0.637613719578455,1.9965749991956518,-0.057878439043286656,3
1,12,Quality-Adapted,0.04218878907140578,0.2314563171665618,0.5023289369256505,0.5505381292507191,0.20792876245898587,0.5959946616417995,0.43489770907165204,0.5020128540280007,0.637613719578455,1.9013745483796858,-0.13655875218988095,1
1,13,Quality-Adapted,0.00922401990734921,0.2235706070048219,0.48861451782120247,0.5368237101462711,0.19360274402608876,0.591237465236557,0.43014051266640946,0.5028262673550903,0.637613719578455,1.8965059266227458,-0.10747758138473726,1
1,14,Quality-Adapted,0.017130541976611395,0.20200434329197572,0.48019183542306093,0.5284010277481296,0.17819841240754933,0.5951486774709749,0.4340517249008274,0.5124769267612227,0.637613719578455,1.7580325278461362,-0.14229138724488052,1
2,0,Balanced-Resilient,0.0,0.15520288311701924,0.23594580266143056,0.17767580069851058,0.05466784972870062,0.847250171067791,1.0,0.10484613535941696,0.7890260187649389,-1.6796908178543797,0.13013568058922598,2
2,1,Balanced-Resilient,0.047607204182538915,0.14381341092654218,0.21724440794955976,0.15897440598663978,0.030297479524430175,0.8558788055711637,1.0,0.09874923413230839,0.7890260187649389,-2.008750154334239,0.07239447890115777,2
2,2,Balanced-Resilient,0.11978719593291942,0.09216558064533878,0.18495812380122229,0.1266881218383023,0.003344717806099559,0.8622215990032777,1.0,0.11082074939548539,0.7890260187649389,-2.535569848518362,-0.06784295032313258,0
2,3,Balanced-Resilient,0.16127379264231934,0.04311634708935989,0.1753035797578699,0.11703357779494991,0.0,0.8768261944584714,1.0,0.11213777801770546,0.7890260187649389,-2.8517572238233684,-0.08852771594562023,0
2,4,Balanced-Resilient,0.18903844314838908,0.0,0.1559535727245027,0.09768357076158272,0.0,0.8812238384547412,1.0,0.09935840227450926,0.7890260187649389,-3.1676712800578026,-0.10827244030402383,0
2,5,Balanced-Resilient,0.23168957635810478,0.0,0.15105965288829692,0.09278965092537697,0.0,0.897658657179253,1.0,0.1022166636705347,0.7890260187649389,-3.3215948468512053,-0.11082366611192061,0
2,6,Balanced-Resilient,0.26292233267967696,0.0,0.12585584956827325,0.0675858476053533,0.0,0.9265874422572727,1.0,0.10650422805515083,0.7890260187649389,-3.534996505363395,-0.040799401408158895,0
2,7,Balanced-Resilient,0.2778842529835139,0.0,0.10023845221765881,0.04196845025473886,0.0,0.9320319384082382,1.0,0.12301350737746333,0.7890260187649389,-3.648295368964656,-0.059497585497625086,0
2,8,Balanced-Resilient,0.30967180749904105,0.0,0.06967502848914615,0.011405026526226197,0.0,0.967053339341613,1.0,0.11194305055702845,0.7890260187649389,-3.9295887433640777,0.05464054657942604,0
2,9,Balanced-Resilient,0.3412310059800962,0.0,0.05112218117559512,0.0,0.0,0.9889372498717908,1.0,0.11030862157178332,0.7890260187649389,-4.109853335972205,0.10052596293581961,0
2,10,Balanced-Resilient,0.38249400505637804,0.0,0.043982626991856816,0.0,0.0,1.0,1.0,0.0898069005614731,0.7890260187649389,-4.3070357467345906,0.10549306456604877,0
2,11,Balanced-Resilient,0.3975690447861524,0.0,0.002467339203710388,0.0,0.0,1.0,1.0,0.08646566615446498,0.7890260187649389,-4.446955965642548,0.08940985469847325,0
2,12,Balanced-Resilient,0.4376329755762877,0.0,0.0,0.0,0.0,1.0,1.0,0.08318893521084537,0.7890260187649389,-4.576708804245997,0.0276759591872259,0
2,13,Balanced-Resilient,0.5038322386633896,0.0,0.0,0.0,0.0,1.0,1.0,0.07622950909413834,0.7890260187649389,-4.7863017526926415,-0.07294582932867888,0
2,14,Balanced-Resilient,0.5468150067707107,0.0,0.0,0.0,0.0,1.0,1.0,0.07713440691041708,0.7890260187649389,-4.908967995797282,-0.14476596819427023,0
3,0,Balanced-Resilient,0.0647482414864081,0.15111618371642482,0.22376815216986995,0.18468499863432514,0.011969982345811814,0.8644808930056836,1.0,0.13152553063018194,0.7947907422797432,-1.9451562790223615,0.026392508364315122,2
3,1,Balanced-Resilient,0.10125410835538412,0.09353683067745368,0.19461749237395462,0.1555343388384098,0.0,0.8903672384805311,1.0,0.127976165479844,0.7947907422797432,-2.39487198735402,0.05989999195058401,0
3,2,Balanced-Resilient,0.1321281172178259,0.0481807457727666,0.13913265373495307,0.10004950019940825,0.0,0.8950284366176964,1.0,0.12460900103709394,0.7947907422797432,-2.8511958726524704,0.027604772229101224,0
3,3,Balanced-Resilient,0.13382224175831448,0.0,0.11207439304972613,0.07299123951418132,0.0,0.8984175683514974,1.0,0.14590147215737692,0.7947907422797432,-3.0516647444139995,0.0051940829097586495,0
3,4,Balanced-Resilient,0.21030004943872793,0.0,0.06820802384643812,0.029124870310893308,0.0,0.9468807372658739,1.0,0.13418580586912351,0.7947907422797432,-3.5328652819381903,0.10550034280959011,0
3,5,Balanced-Resilient,0.28461353944082696,0.0,0.045565301595429736,0.0064821480598849235,0.0,0.9586179821637282,1.0,0.1317330274097024,0.7947907422797432,-3.859865713466271,0.03858333822569895,0
3,6,Balanced-Resilient,0.3168299551302121,0.0,0.024247153843530354,0.0,0.0,0.980017704313255,1.0,0.1179840693260026,0.7947907422797432,-4.067599236849261,0.09623509120865892,0
3,7,Balanced-Resilient,0.3612128900367244,0.0,0.0,0.0,0.0,0.9978232113165865,1.0,0.12269945455145399,0.7947907422797432,-4.25461458197009,0.09683062876804181,0
3,8,Balanced-Resilient,0.4079875553186956,0.0,0.0,0.0,0.0,1.0,1.0,0.12270029848236813,0.7947907422797432,-4.392786915848656,0.0292056425875601,0
3,9,Balanced-Resilient,0.445781360464413,0.0,0.0,0.0,0.0,1.0,1.0,0.13843384750712057,0.7947907422797432,-4.463679661934804,-0.05181105840617013,0
3,10,Balanced-Resilient,0.4632726681387318,0.0,0.0,0.0,0.0,1.0,1.0,0.14106133975859195,0.7947907422797432,-4.5080064725648405,-0.08373961568557185,0
3,11,Balanced-Resilient,0.5215609748838825,0.0,0.0,0.0,0.0,1.0,1.0,0.12995703291444716,0.7947907422797432,-4.704867464766473,-0.16638456084739855,0
3,12,Balanced-Resilient,0.5623498479649945,0.0,0.0,0.0,0.0,1.0,1.0,0.12892215023378756,0.7947907422797432,-4.825958513075527,-0.23227403041964462,0
3,13,Balanced-Resilient,0.6315192245388448,0.0,0.0,0.0,0.0,0.9981771378590794,0.9981771378590794,0.12655364758869073,0.7947907422797432,-5.029071635347046,-0.34718089649194445,0
3,14,Balanced-Resilient,0.6638204700264062,0.0,0.0,0.0,0.0,1.0,1.0,0.12983360242583183,0.7947907422797432,-5.118570920132912,-0.40035692931650985,0
4,0,Balanced-Resilient,0.02796521136556969,0.12812615870045835,0.12892645312538042,0.10254577896260142,0.1688622315474795,0.7249826128402969,0.9034691709559324,0.12201997346123325,0.5181611294793402,-1.6703514453475046,-0.1429980187863819,2
4,1,Balanced-Resilient,0.06543210094958919,0.08381076296043125,0.11325007249972857,0.08686939833694957,0.15232632451632747,0.7406990967131685,0.919185654828804,0.14269552003374994,0.5181611294793402,-1.98735177323651,-0.22001625970732958,2
4,2,Balanced-Resilient,0.11509714918863308,0.07414041048141029,0.10758133125353267,0.08120065709075366,0.13530689986122438,0.7557627787848286,0.9342493369004641,0.15394101822097694,0.5181611294793402,-2.225718188144602,-0.3005725795563595,0
4,3,Balanced-Resilient,0.11719602857326096,0.04396646452518716,0.09617832438294696,0.06979765022016796,0.11677877790831012,0.776615805677364,0.9551023637929995,0.14391664057083578,0.5181611294793402,-2.474463664622448,-0.27063750450980945,0
4,4,Balanced-Resilient,0.1592198879287307,0.02902955343491855,0.07910793578458039,0.052727261621801386,0.09750381040088243,0.7956518334547928,0.9741383915704284,0.16328428428470054,0.5181611294793402,-2.7454802600613513,-0.3421344531851695,0
4,5,Balanced-Resilient,0.1781469553226033,0.01492678062221217,0.041150892970895116,0.01477021880811611,0.07752370425281943,0.7963126188488793,0.9747991769645148,0.15869855708592626,0.5181611294793402,-3.055871043112496,-0.38495690797782434,0
4,6,Balanced-Resilient,0.1860798482175499,0.01248916088843253,0.03549475069887534,0.009114076536096336,0.05742171711806745,0.8004541546451941,0.9789407127608296,0.15952594445022616,0.5181611294793402,-3.16352915230681,-0.408991534982609,0
4,7,Balanced-Resilient,0.21518187578451314,0.0,0.010111437736681425,0.0,0.03669527193889384,0.8265687915805808,1.0,0.16561355917247056,0.5181611294793402,-3.4377270883169184,-0.4169248509769978,0
4,8,Balanced-Resilient,0.24106279284557597,0.0,0.0,0.0,0.01596882675972023,0.8460502995639544,1.0,0.18177565598898263,0.5181611294793402,-3.5641396171127715,-0.4133671992681143,0
4,9,Balanced-Resilient,0.27815022270502127,0.0,0.0,0.0,0.0,0.8457791894537952,0.9997288898898408,0.19653514646951772,0.5181611294793402,-3.673098695716552,-0.5075747196636785,0
4,10,Balanced-Resilient,0.29263940594855237,0.0,0.0,0.0,0.0,0.8694616602378374,1.0,0.20721986202940812,0.5181611294793402,-3.713518705240604,-0.4430136864828764,0
4,11,Balanced-Resilient,0.32395432720815387,0.0,0.0,0.0,0.0,0.8763730414748239,1.0,0.2057445752270046,0.5181611294793402,-3.8153123153160964,-0.4630847838861389,0
4,12,Balanced-Resilient,0.3698588686203268,0.0,0.0,0.0,0.0,0.88133251453942,1.0,0.2044944849238088,0.5181611294793402,-3.9569278000827004,-0.5158236186930071,0
4,13,Balanced-Resilient,0.3793219247484874,0.003543350433463245,0.0,0.0,0.0,0.8989004103421121,1.0,0.21308007084600053,0.5181611294793402,-3.971500734881228,-0.46535419699768216,0
4,14,Balanced-Resilient,0.4221532598477772,0.0,0.005777533324434406,0.005777533324434406,0.0,0.922863444895393,1.0,0.21862123585924145,0.5181611294793402,-4.093169087297586,-0.4408257205528594,0
5,0,Quality-Adapted,0.0,0.3468273199772278,0.4346318526366104,0.3170516261702246,0.2810447560189592,0.6534724237704054,0.780122114504122,0.28520267930974413,0.6128309742296428,0.9635516986947857,-0.20771926034092156,1
5,1,Quality-Adapted,0.0,0.32738126040897436,0.4556593203184863,0.3380790938521005,0.27290058007022217,0.6411366950183943,0.767786385752111,0.2822851503549145,0.6128309742296428,0.9944259962793659,-0.24463686694366937,1
5,2,Quality-Adapted,0.010566406740390217,0.29394337072303844,0.46257824797065167,0.34499802150426584,0.2630845096371884,0.6430288068166364,0.7696784975503531,0.27991522634491245,0.6128309742296428,0.8659695686755476,-0.2726525811664039,1
5,3,Quality-Adapted,0.003612452150235805,0.23744749457831876,0.461974938108821,0.3443947116424352,0.2504436453969186,0.6464060881561509,0.7730557788898675,0.2964326623902579,0.6128309742296428,0.7304719484745898,-0.2985399721227489,1
5,4,Quality-Adapted,0.014573632853443444,0.21726466101326578,0.4696290500208968,0.35204882355451095,0.23679363947839616,0.6505203243276053,0.777170015061322,0.2980765162020897,0.6128309742296428,0.6368602544532838,-0.32783640367881106,1
5,5,Quality-Adapted,0.03911812583334217,0.1922857138398855,0.4678729810382914,0.35029275457190556,0.2218946862012047,0.6450137961251956,0.7716634868589123,0.3109796173130063,0.6128309742296428,0.4965340761240847,-0.4150091441974113,1
5,6,Quality-Adapted,0.06593712510686445,0.16676734107344787,0.46054028377056816,0.34296005730418233,0.20571981428569136,0.6236018793836203,0.750251570117337,0.3046855876751966,0.6128309742296428,0.30739317818767664,-0.5178685565075547,1
5,7,Quality-Adapted,0.06477855197940853,0.12303541245826752,0.41850173768758614,0.30092151122120037,0.18735834593941902,0.6299815402132501,0.7566312309469668,0.3067581635097016,0.6128309742296428,-0.03504455365122388,-0.5283081561403926,1
5,8,Quality-Adapted,0.1070973647511717,0.10377509441139564,0.42568127669726674,0.30810105023088097,0.1680338616908031,0.6302774100024903,0.756927100736207,0.3244450261818514,0.6128309742296428,-0.18520691269537956,-0.6416340736864684,2
5,9,Quality-Adapted,0.11290304628636327,0.0844245538732529,0.4035291698766944,0.28594894341030863,0.14774185041528,0.6161003170628576,0.7427500077965743,0.31894066979944496,0.6128309742296428,-0.3797233671373791,-0.6964646318452863,2
5,10,Quality-Adapted,0.16698484437215871,0.05778032743057075,0.4048591539858337,0.28727892751944795,0.1261176278176228,0.6040143794361333,0.73066407016985,0.325180157579267,0.6128309742296428,-0.6169220063168752,-0.845325096310018,2
5,11,Quality-Adapted,0.18649313531134717,0.022166870062404517,0.4001107924425026,0.2825305659761168,0.10271273235155733,0.5873746994992473,0.7140243902329639,0.335349802297448,0.6128309742296428,-0.7886537204223718,-0.9549418926169967,2
5,12,Quality-Adapted,0.19030111429922897,0.0,0.3787578874697572,0.2611776610033714,0.07819949338237162,0.5827386631311274,0.7093883538648441,0.33962870670439715,0.6128309742296428,-0.9874424732014925,-1.0024115332639647,2
5,13,Quality-Adapted,0.2250531203539931,0.0,0.3693634397359406,0.25178321326955483,0.053686254413185905,0.5989197213338021,0.7255694120675188,0.3362008451957534,0.6128309742296428,-1.2274662474363423,-1.0429270083925641,2
5,14,Quality-Adapted,0.24691745544700272,0.0,0.3709445623712072,0.25336433590482144,0.02917301544400019,0.6135098098136597,0.7401595005473763,0.3400346163275781,0.6128309742296428,-1.3637902214132414,-1.0753021238892964,2
6,0,Quality-Adapted,0.03561830823142471,0.34332617871357973,0.42402701555057465,0.42035850777770645,0.2853787939516652,0.9398175591231852,1.0,0.31132072119271265,0.6042232576645873,0.5868707292997228,0.46625274767023345,1
6,1,Quality-Adapted,0.016901527978425736,0.327003646424688,0.4425076181774473,0.4388391104045791,0.2775600459663161,0.9401836650349626,1.0,0.3241422385701616,0.6042232576645873,0.6843344334536562,0.47057043299081047,1
6,2,Quality-Adapted,0.0,0.3126364696919834,0.431912605259962,0.4282440974870938,0.2690229391443318,0.915565202729301,0.9753815376943383,0.3254738562279449,0.6042232576645873,0.6835973654595267,0.4336795105559368,1
6,3,Quality-Adapted,0.03943668038452743,0.2859404558358504,0.4287418403250846,0.4250733325522164,0.2591510316295408,0.9232662591284995,0.9830825940935368,0.32729056329796263,0.6042232576645873,0.4468667206303507,0.36799111240059434,1
6,4,Quality-Adapted,0.03643809789162224,0.2721388677177718,0.42258247616397765,0.41891396839110945,0.24858904470884588,0.9219191765695227,0.9817355115345601,0.34436782917642744,0.6042232576645873,0.4117226559646582,0.33709494590094224,1
6,5,Quality-Adapted,0.01753860240058338,0.24832136402703536,0.43830929710959093,0.43464078933672273,0.23683618260361414,0.9190901963480702,0.9789065313131076,0.3802774210034672,0.6042232576645873,0.5315191492294724,0.30129749980347253,1
6,6,Quality-Adapted,0.025207439701510223,0.2333637029698391,0.45946297523355584,0.45579446746068764,0.22433543744552262,0.9212192554090123,0.9810355903740496,0.38904413717833386,0.6042232576645873,0.5418033919200443,0.26572851733001135,1
6,7,Quality-Adapted,0.0410493900878794,0.21274123574413203,0.446941318239933,0.4432728104670648,0.21080356892614574,0.9079674877186005,0.9677838226836378,0.40420963897123346,0.6042232576645873,0.41952601517674715,0.17681582109476893,1
6,8,Quality-Adapted,0.04433896139830118,0.2116091366890702,0.45103370999825154,0.44736520222538334,0.19721509545401578,0.9083968305628145,0.9682131655278519,0.40958727388333216,0.6042232576645873,0.40346635115649077,0.15255446352400728,1
6,9,Quality-Adapted,0.04725282489965278,0.20836072482850365,0.42226176347939465,0.41859325570652645,0.18346420138885747,0.8841737780747856,0.9439901130398229,0.4029710945742002,0.6042232576645873,0.2685080210591211,0.09271004838930577,1
6,10,Quality-Adapted,0.04323417157192182,0.21114731694177222,0.4340277769810376,0.4303592692081694,0.1698526369293626,0.8662724083035306,0.9260887432685679,0.3817716988734546,0.6042232576645873,0.2879224186369834,0.07318690538400181,1
6,11,Quality-Adapted,0.0626800753907433,0.18421969540665303,0.4681755886714574,0.4645070808985892,0.15489469139311177,0.8572120495571075,0.9170283845221449,0.39379128878472375,0.6042232576645873,0.3092126762246102,-0.015846633190758568,1
6,12,Quality-Adapted,0.07763181835416379,0.14257072231823004,0.46057153135828377,0.45690302358541557,0.13785429720243977,0.8511790165684479,0.9109953515334852,0.40740217889435376,0.6042232576645873,0.1241996397458551,-0.09453904435806668,1
6,13,Quality-Adapted,0.08000712036558658,0.12976517372056356,0.46577809280606236,0.46210958503319416,0.12017362558188446,0.8553653470477628,0.9151816820128001,0.42888215531941626,0.6042232576645873,0.10526422807180381,-0.13512648397375762,1
6,14,Quality-Adapted,0.12434111452871141,0.09778708429920253,0.4476484510093711,0.4439799432365029,0.1008940494902611,0.8483997555036328,0.9082160904686701,0.44683185261204994,0.6042232576645873,-0.1741515913573524,-0.26828924655729747,2
7,0,Quality-Adapted,0.0,0.2650531688744828,0.3887967436222725,0.320438966710215,0.5147436695876829,0.8437683892652056,0.747775863866334,0.3123053236312664,0.5456215407168717,1.1097471741674068,0.8523425000363728,1
7,1,Quality-Adapted,0.0,0.2432257466209262,0.3754768687073854,0.30711909179532787,0.5050800952900543,0.8472712711193913,0.7512787457205197,0.30637676277429826,0.5456215407168717,0.9494878973126222,0.854044159192003,1
7,2,Quality-Adapted,0.015440581641657115,0.2357561651776304,0.36692302752871964,0.2985652506166621,0.4950430419202609,0.8229742041638851,0.7269816787650135,0.3079413516303618,0.5456215407168717,0.8786092019117586,0.7643449701952189,1
7,3,Quality-Adapted,0.013727885112211307,0.1937344659943849,0.35373077271237785,0.28537299580032033,0.4829049035913053,0.8212551660618195,0.7252626406629479,0.313156954580657,0.5456215407168717,0.7001695618981921,0.7373588225656643,1
7,4,Quality-Adapted,0.0,0.17410226126217596,0.3540381666301411,0.28568038971808357,0.4697851550257392,0.829056503364059,0.7330639779651874,0.32674770473499887,0.5456215407168717,0.672954521521689,0.7435806077644644,1
7,5,Quality-Adapted,0.003971895175256654,0.16235579270209458,0.3590688508478939,0.2907110739358364,0.45607808303216907,0.8501247075887305,0.7541321821898589,0.33237099473255755,0.5456215407168717,0.5871509449290649,0.7594826716659383,1
7,6,Quality-Adapted,0.0,0.14025342600039242,0.34402999499093984,0.2756722180788823,0.44126589270351385,0.838145926699193,0.7421534013003214,0.329093158640264,0.5456215407168717,0.45669391734286185,0.7266497349888987,1
7,7,Quality-Adapted,0.002238076938722724,0.12098539958709895,0.34410502634895823,0.2757472494369007,0.42549030105419394,0.8317084537042168,0.7357159283053452,0.3429344202639476,0.5456215407168717,0.4066904590155244,0.6734059868651188,1
7,8,Quality-Adapted,0.0,0.11405151653042711,0.3362227426962265,0.26786496578416896,0.4093680152520404,0.8384068611239347,0.7424143357250631,0.34937621680002573,0.5456215407168717,0.32514549393454745,0.6677559793893757,1
7,9,Quality-Adapted,0.009303981675423966,0.07420686194056147,0.32956203955830765,0.26120426264625013,0.3912534967203936,0.8310181556531138,0.7350256302542422,0.3542429252060226,0.5456215407168717,0.14399962168843802,0.6052399957618956,1
7,10,Quality-Adapted,0.041441506827206764,0.0340110770855384,0.34211760028302407,0.27375982337096655,0.37112918894599567,0.8304342598610366,0.734441734462165,0.35923791166783486,0.5456215407168717,-0.044174406898931824,0.515906633230906,1
7,11,Quality-Adapted,0.045961173277035625,0.0,0.3154252149546812,0.24706743804262365,0.3493043273173208,0.8210264291614847,0.7250339037626131,0.36638187649414145,0.5456215407168717,-0.2764636275125827,0.45386876138758886,2
7,12,Quality-Adapted,0.04252080913848253,0.011719323792841348,0.286942588829391,0.2185848119173335,0.328065431878288,0.8260290316257178,0.7300365062268462,0.3829618109308513,0.5456215407168717,-0.37088085031344026,0.4357867932144458,2
7,13,Quality-Adapted,0.0924020864878863,0.0,0.28092808955288784,0.21257031264083037,0.30624057024961315,0.8135836902313235,0.7175911648324519,0.370151118862393,0.5456215407168717,-0.6314320742389309,0.31976433009522137,2
7,14,Quality-Adapted,0.12368556646881826,0.0,0.2623989352972536,0.19404115838519612,0.2844157086209383,0.8203732624807554,0.7243807370818838,0.3524014982659717,0.5456215407168717,-0.9085110705126372,0.28528895698289053,2
8,0,Quality-Adapted,0.037345231230096386,0.1834527494553828,0.14997454158931384,0.18416137109985903,0.22833634814925244,0.6637606730940139,0.7479882289227393,0.23438841157687168,0.6773777252969093,-0.6944444681300044,-0.15288421801718632,2
8,1,Quality-Adapted,0.06003548588037286,0.16527853760506372,0.1505276196325668,0.184714449143112,0.20950516601762925,0.658701699714291,0.7429292555430165,0.24637989748035674,0.6773777252969093,-0.8136190460208402,-0.23726851786766542,2
8,2,Quality-Adapted,0.04713276454022813,0.12417053046843413,0.14261697609917828,0.17680380560972347,0.1886185835291746,0.6749342670816842,0.7591618229104097,0.24328072965602035,0.6773777252969093,-1.01381818809776,-0.20586893847551266,2
8,3,Quality-Adapted,0.07083956606933559,0.07805164362952134,0.1397361175476402,0.1739229470581854,0.1654260566987743,0.6809593771363873,0.7651869329651128,0.2609145838914118,0.6773777252969093,-1.2469108520346672,-0.2851495629457616,2
8,4,Quality-Adapted,0.09878658040203081,0.0451126557653927,0.12485264334354627,0.15903947285409145,0.14058658047516756,0.6870716387913101,0.7712991946200355,0.26743045305602686,0.6773777252969093,-1.5365863322888527,-0.35535600020330915,2
8,5,Quality-Adapted,0.15157809689801283,0.011158483412808104,0.1018615058783772,0.1360483353889224,0.1140493956339316,0.6897188729725994,0.7739464288013248,0.2437489890832443,0.6773777252969093,-2.006188767090337,-0.4388586452206941,2
8,6,Quality-Adapted,0.1721101130237459,0.009250496163918182,0.1208767099987436,0.1550635395092888,0.08741681143025112,0.6845531441460696,0.768780699974795,0.2410141691678416,0.6773777252969093,-2.053137846868839,-0.507488153186686,2
8,7,Quality-Adapted,0.17965953622310926,0.0,0.09862569325476453,0.13281252276530972,0.06032170241837475,0.7036006469444881,0.7878282027732135,0.24625924292070248,0.6773777252969093,-2.2831390997046763,-0.5108757841669822,0
